drug_key,drug,ae_score_x,total_prob,total_weighted_prob,n_ae,safety_drug,P_drug_gt_placebo,safety_score,efficacy_score,ae_score_y,safety_norm,efficacy_norm,ae_inverse_norm,composite_score,safety_used,efficacy_used,ae_used,ae_units,composite_used,avoid_rank_ae,avoid_rank_safety,avoid_rank_efficacy,avoid_rank_composite,delta_safety_vs_real,delta_efficacy_vs_real,delta_ae_vs_real,flag_delta_ae_worse,flag_delta_safety_worse,flag_delta_efficacy_worse,n_delta_flags
encorafenib,Encorafenib,9.920516444370149,24.364431828260415,9.920516444370149,100,0.575734,0.061496,0.575734,0.061496,9.920516444370149,0.6953259537365996,0.0839974828865031,0.0226136906790507,0.3162521127850512,0.575734,0.061496,24.364431828260415,unweighted_total_prob,0.3162521127850512,12.0,1559.0,68.0,323.0,-0.03257228871917728,-0.4175746634521484,13.562429729849097,True,False,True,2
trametinib,Trametinib,10.512675331905482,24.31962457299232,10.512675331905482,100,0.732841,0.018722,0.732841,0.018722,10.512675331905482,1.0,0.015680850452154,0.0172363060183931,0.4097196013845403,0.732841,0.018722,24.31962457299232,unweighted_total_prob,0.4097196013845403,13.0,1625.0,5.0,943.0,0.12453471128082272,-0.46034866345214837,13.517622474581003,True,False,True,2
olaparib,Olaparib,10.11384056508541,24.308372393250465,10.11384056508541,100,0.464024,0.008904,0.464024,0.008904,10.11384056508541,0.4786892812262439,0.0,0.0207888874335543,0.1956334899772084,0.464024,0.008904,24.308372393250465,unweighted_total_prob,0.1956334899772084,14.0,900.0,1.0,21.0,-0.14428228871917725,-0.47016666345214836,13.506370294839147,True,False,True,2
axitinib,Axitinib,9.544516729190944,24.26179520785808,9.544516729190944,100,0.478217,0.029506,0.478217,0.029506,9.544516729190944,0.5062134446219961,0.0329045509284251,0.0263744858165649,0.2209220953834815,0.478217,0.029506,24.26179520785808,unweighted_total_prob,0.2209220953834815,15.0,1042.0,24.0,39.0,-0.13008928871917724,-0.4495646634521484,13.45979310944676,True,False,True,2
ruxolitinib,Ruxolitinib,10.434299512580036,23.955394551157948,10.434299512580036,100,0.612516,0.094284,0.612516,0.094284,10.434299512580036,0.7666564531393022,0.1363649431253733,0.0179129900506537,0.3647911565160009,0.612516,0.094284,23.955394551157948,unweighted_total_prob,0.3647911565160009,16.0,1598.0,118.0,623.0,0.004209711280822703,-0.3847866634521484,13.15339245274663,True,False,True,2
regorafenib,Regorafenib,8.966235679574309,23.34305796772241,8.966235679574309,100,0.586043,0.064599,0.586043,0.064599,8.966235679574309,0.7153179639139271,0.0889534493718396,0.0327741215170808,0.3282633896177229,0.586043,0.064599,23.34305796772241,unweighted_total_prob,0.3282633896177229,18.0,1570.0,75.0,380.0,-0.022263288719177265,-0.41447166345214836,12.54105586931109,True,False,True,2
capivasertib,Capivasertib,8.992092497646807,23.23000770807266,8.992092497646807,100,0.522885,0.06127,0.522885,0.06127,8.992092497646807,0.5928370851885755,0.083636526255602,0.0324703937135535,0.2770835233203817,0.522885,0.06127,23.23000770807266,unweighted_total_prob,0.2770835233203817,19.0,1407.0,67.0,153.0,-0.0854212887191772,-0.4178006634521484,12.42800560966134,True,False,True,2
midostaurin,Midostaurin,9.671063824556766,23.194595932960507,9.671063824556766,100,0.501315,0.026027,0.501315,0.026027,9.671063824556766,0.5510068727989202,0.0273480548270762,0.0250760981727098,0.2363571906849405,0.501315,0.026027,23.194595932960507,unweighted_total_prob,0.2363571906849405,20.0,1271.0,16.0,63.0,-0.10699128871917729,-0.45304366345214836,12.392593834549189,True,False,True,2
ponatinib,Ponatinib,9.016794660128651,22.682731866836544,9.016794660128651,100,0.537416,0.104383,0.537416,0.104383,9.016794660128651,0.6210167243278466,0.1524945936363027,0.0321818561140485,0.3158408984084694,0.537416,0.104383,22.682731866836544,unweighted_total_prob,0.3158408984084694,21.0,1466.0,137.0,321.0,-0.07089028871917724,-0.3746876634521484,11.880729768425226,True,False,True,2
lorlatinib,Lorlatinib,8.841663943603633,22.52616928517818,8.841663943603633,100,0.520561,0.106539,0.520561,0.106539,8.841663943603633,0.5883302046325459,0.1559380560089696,0.0342623024909005,0.3045597647547863,0.520561,0.106539,22.52616928517818,unweighted_total_prob,0.3045597647547863,22.0,1389.0,144.0,254.0,-0.0877452887191772,-0.3725316634521484,11.724167186766863,True,False,True,2
capmatinib,Capmatinib,8.891823492944239,22.20913770794868,8.891823492944239,100,0.511747,0.059971,0.511747,0.059971,8.891823492944239,0.5712374140900135,0.0815618242045378,0.0336580629047899,0.2678513078987785,0.511747,0.059971,22.20913770794868,unweighted_total_prob,0.2678513078987785,23.0,1332.0,64.0,133.0,-0.0965592887191773,-0.4190996634521484,11.407135609537363,True,False,True,2
ibrutinib,Ibrutinib,9.18814598675817,22.129964686930176,9.18814598675817,100,0.576725,0.026282,0.576725,0.026282,9.18814598675817,0.6972477775881597,0.0277553289017654,0.0302230665108438,0.2960458558981388,0.576725,0.026282,22.129964686930176,unweighted_total_prob,0.2960458558981388,24.0,1562.0,17.0,218.0,-0.0315812887191772,-0.4527886634521484,11.327962588518858,True,False,True,2
sunitinib,Sunitinib,8.635519938543437,22.00637453049421,8.635519938543437,100,0.506563,0.033761,0.506563,0.033761,8.635519938543437,0.5611842003195929,0.0397004379394167,0.0368192899597118,0.2477177132955462,0.506563,0.033761,22.00637453049421,unweighted_total_prob,0.2477177132955462,26.0,1300.0,31.0,88.0,-0.10174328871917726,-0.4453096634521484,11.204372432082891,True,False,True,2
cabozantinib,Cabozantinib,9.284905140288172,21.861759223043915,9.284905140288172,100,0.565353,0.031613,0.565353,0.031613,9.284905140288172,0.6751943155902385,0.0362697527926224,0.0291489111804275,0.2904154095892298,0.565353,0.031613,21.861759223043915,unweighted_total_prob,0.2904154095892298,27.0,1543.0,28.0,196.0,-0.04295328871917725,-0.4474576634521484,11.059757124632597,True,False,True,2
acalabrutinib,Acalabrutinib,8.913823267444966,21.589529812335964,8.913823267444966,100,0.51121,0.107496,0.51121,0.107496,8.913823267444966,0.5701960221543046,0.1574665316539799,0.0333951912479009,0.297744059772894,0.51121,0.107496,21.589529812335964,unweighted_total_prob,0.297744059772894,29.0,1327.0,146.0,224.0,-0.09709628871917719,-0.3715746634521484,10.787527713924646,True,False,True,2
rucaparib,Rucaparib,8.408321005292235,21.475574813783165,8.408321005292235,100,0.499673,0.035196,0.499673,0.035196,8.408321005292235,0.5478225793940146,0.0419923528303152,0.0397826805586168,0.2438825090014553,0.499673,0.035196,21.475574813783165,unweighted_total_prob,0.2438825090014553,30.0,1264.0,34.0,79.0,-0.10863328871917727,-0.4438746634521484,10.673572715371847,True,False,True,2
entrectinib,Entrectinib,8.354650035500526,21.332784533500668,8.354650035500526,100,0.457932,0.07535,0.457932,0.07535,8.354650035500526,0.4668752036241215,0.1061244437913862,0.0405062534408602,0.2373011096543752,0.457932,0.07535,21.332784533500668,unweighted_total_prob,0.2373011096543752,31.0,833.0,91.0,65.0,-0.15037428871917724,-0.4037206634521484,10.53078243508935,True,False,True,2
zanubrutinib,Zanubrutinib,8.73480149079114,21.234394863247868,8.73480149079114,100,0.460079,0.094221,0.460079,0.094221,8.73480149079114,0.4710388320896101,0.1362643224716266,0.0355727465316533,0.2500358111308254,0.460079,0.094221,21.234394863247868,unweighted_total_prob,0.2500358111308254,32.0,853.0,117.0,91.0,-0.14822728871917723,-0.3848496634521484,10.43239276483655,True,False,True,2
everolimus,Everolimus,9.316675231046974,21.02508463710546,9.316675231046974,100,0.505972,0.022769,0.505972,0.022769,9.316675231046974,0.5600380874071087,0.0221445295904579,0.0288010864852415,0.238633264096075,0.505972,0.022769,21.02508463710546,unweighted_total_prob,0.238633264096075,33.0,1295.0,9.0,72.0,-0.10233428871917727,-0.4563016634521484,10.223082538694143,True,False,True,2
enasidenib,Enasidenib,9.159420523792503,21.023148283362385,9.159420523792503,100,0.562556,0.095145,0.562556,0.095145,9.159420523792503,0.6697701568487519,0.1377400920599124,0.0305463261895239,0.3291133648013705,0.562556,0.095145,21.023148283362385,unweighted_total_prob,0.3291133648013705,34.0,1537.0,121.0,387.0,-0.0457502887191773,-0.3839256634521484,10.221146184951067,True,False,True,2
pexidartinib,Pexidartinib,8.754752607084809,20.98699241131544,8.754752607084809,100,0.57804,0.088592,0.57804,0.088592,8.754752607084809,0.6997979273003708,0.1272739469170151,0.0353256590927679,0.337893881505508,0.57804,0.088592,20.98699241131544,unweighted_total_prob,0.337893881505508,35.0,1563.0,111.0,440.0,-0.030266288719177248,-0.3904786634521484,10.184990312904123,True,False,True,2
ribociclib,Ribociclib,8.938885154947638,20.77517066895961,8.938885154947638,100,0.651681,0.018945,0.651681,0.018945,8.938885154947638,0.842608250461548,0.0160370156233529,0.0330973075167322,0.3500775679373068,0.651681,0.018945,20.77517066895961,unweighted_total_prob,0.3500775679373068,36.0,1617.0,7.0,513.0,0.04337471128082271,-0.4601256634521484,9.973168570548292,True,False,True,2
quizartinib,Quizartinib,8.867709313519297,20.693336039781567,8.867709313519297,100,0.498926,0.055797,0.498926,0.055797,8.867709313519297,0.5463739392152909,0.0748953066055063,0.0339476976049827,0.2552972378493154,0.498926,0.055797,20.693336039781567,unweighted_total_prob,0.2552972378493154,37.0,1255.0,59.0,104.0,-0.10938028871917727,-0.4232736634521484,9.891333941370249,True,False,True,2
niraparib,Niraparib,8.612972524017094,20.503463901579376,8.612972524017094,100,0.527698,0.025824,0.527698,0.025824,8.612972524017094,0.6021708270630033,0.0270238327205588,0.0371063915391933,0.2590991422212635,0.527698,0.025824,20.503463901579376,unweighted_total_prob,0.2590991422212635,38.0,1424.0,15.0,115.0,-0.08060828871917725,-0.45324666345214837,9.701461803168058,True,False,True,2
venetoclax,Venetoclax,8.850453430972992,20.289480395615097,8.850453430972992,100,0.590634,0.030115,0.590634,0.030115,8.850453430972992,0.7242211862171681,0.0338772172479772,0.0341559263069939,0.3100705466474569,0.590634,0.030115,20.289480395615097,unweighted_total_prob,0.3100705466474569,40.0,1574.0,27.0,279.0,-0.017672288719177254,-0.4489556634521484,9.48747829720378,True,False,True,2
temsirolimus,Temsirolimus,8.70700207967311,20.163384333252903,8.70700207967311,100,0.425118,0.02407,0.425118,0.02407,8.70700207967311,0.4032397567370495,0.0242224259479903,0.0359189204102787,0.1781686571560717,0.425118,0.02407,20.163384333252903,unweighted_total_prob,0.1781686571560717,41.0,548.0,13.0,9.0,-0.18318828871917725,-0.4550006634521484,9.361382234841585,True,False,True,2
vemurafenib,Vemurafenib,8.294540884904562,20.09075538069009,8.294540884904562,100,0.561303,0.050079,0.561303,0.050079,8.294540884904562,0.6673402423320974,0.0657627844130621,0.0413277398101872,0.3015067586601013,0.561303,0.050079,20.09075538069009,unweighted_total_prob,0.3015067586601013,43.0,1535.0,54.0,238.0,-0.04700328871917725,-0.4289916634521484,9.288753282278773,True,False,True,2
dabrafenib,Dabrafenib,8.56438750196248,20.02354811131954,8.56438750196248,100,0.637208,0.028238,0.637208,0.028238,8.56438750196248,0.8145410894084429,0.0308793606276173,0.0377301743728707,0.3457142148889983,0.637208,0.028238,20.02354811131954,unweighted_total_prob,0.3457142148889983,45.0,1613.0,19.0,493.0,0.02890171128082275,-0.4508326634521484,9.22154601290822,True,False,True,2
ivosidenib,Ivosidenib,8.976274174079297,19.832237929105755,8.976274174079297,100,0.598888,0.084276,0.598888,0.084276,8.976274174079297,0.7402279814449944,0.1203806335587449,0.0326559962749851,0.3507746452564927,0.598888,0.084276,19.832237929105755,unweighted_total_prob,0.3507746452564927,46.0,1587.0,104.0,522.0,-0.00941828871917727,-0.39479466345214836,9.030235830694437,True,False,True,2
duvelisib,Duvelisib,8.080784175544975,19.397004105150696,8.080784175544975,100,0.508502,0.097784,0.508502,0.097784,8.080784175544975,0.5649444590967623,0.1419549794446379,0.0443480690070625,0.2916293892179725,0.508502,0.097784,19.397004105150696,unweighted_total_prob,0.2916293892179725,49.0,1308.0,125.0,202.0,-0.09980428871917724,-0.3812866634521484,8.595002006739378,True,False,True,2
osimertinib,Osimertinib,7.57883329503238,19.0924669355154,7.57883329503238,100,0.443101,0.03686,0.443101,0.03686,7.57883329503238,0.4381137812805437,0.044650015811817,0.0521102853681029,0.2035275759105649,0.443101,0.03686,19.0924669355154,unweighted_total_prob,0.2035275759105649,52.0,684.0,35.0,28.0,-0.16520528871917722,-0.4422106634521484,8.290464837104082,True,False,True,2
tivozanib,Tivozanib,7.703228710219263,19.051814936101437,7.703228710219263,100,0.418552,0.058656,0.418552,0.058656,7.703228710219263,0.3905064616721225,0.0794615677017284,0.0500923390317127,0.1980056795558829,0.418552,0.058656,19.051814936101437,unweighted_total_prob,0.1980056795558829,53.0,488.0,62.0,22.0,-0.18975428871917727,-0.4204146634521484,8.249812837690119,True,False,True,2
crizotinib,Crizotinib,7.301546151749789,18.98448324203491,7.301546151749789,100,0.531643,0.034505,0.531643,0.034505,7.301546151749789,0.609821276199637,0.040888719945569,0.0568559050443064,0.2716551794669437,0.531643,0.034505,18.98448324203491,unweighted_total_prob,0.2716551794669437,54.0,1441.0,33.0,141.0,-0.07666328871917727,-0.4445656634521484,8.18248114362359,True,False,True,2
selinexor,Selinexor,7.970939663238822,18.87728941440582,7.970939663238822,100,0.55474,0.080273,0.55474,0.080273,7.970939663238822,0.6546127650992135,0.1139872291627403,0.0459631552622557,0.3166326287572327,0.55474,0.080273,18.87728941440582,unweighted_total_prob,0.3166326287572327,55.0,1523.0,98.0,324.0,-0.053566288719177235,-0.3987976634521484,8.075287315994501,True,False,True,2
alectinib,Alectinib,7.549185303505508,18.79005745053291,7.549185303505508,100,0.612708,0.017073,0.612708,0.017073,7.549185303505508,0.7670287943900587,0.0130471447691634,0.0526010499621624,0.3225505856561213,0.612708,0.017073,18.79005745053291,unweighted_total_prob,0.3225505856561213,56.0,1599.0,4.0,351.0,0.004401711280822784,-0.4619976634521484,7.988055352121592,True,False,True,2
alpelisib,Alpelisib,7.769572818651794,18.582658842206,7.769572818651794,100,0.601233,0.056607,0.601233,0.056607,7.769572818651794,0.7447755868253255,0.0761890007251075,0.0490425239344554,0.3381943398070643,0.601233,0.056607,18.582658842206,unweighted_total_prob,0.3381943398070643,59.0,1588.0,61.0,444.0,-0.007073288719177229,-0.42246366345214836,7.780656743794683,True,False,True,2
ceritinib,Ceritinib,7.439858605153857,18.265378490090367,7.439858605153857,100,0.700692,0.056373,0.700692,0.056373,7.439858605153857,0.9376541725491412,0.0758152668683338,0.0544445444806985,0.4162766846631298,0.700692,0.056373,18.265378490090367,unweighted_total_prob,0.4162766846631298,63.0,1623.0,60.0,997.0,0.09238571128082274,-0.4226976634521484,7.4633763916790485,True,False,True,2
pazopanib,Pazopanib,7.403462423942981,17.732657492160794,7.403462423942981,100,0.37985,0.023717,0.37985,0.023717,7.403462423942981,0.3154525497618568,0.0236586308563616,0.0550703460470933,0.146658541456706,0.37985,0.023717,17.732657492160794,unweighted_total_prob,0.146658541456706,67.0,250.0,10.0,1.0,-0.22845628871917723,-0.4553536634521484,6.9306553937494755,True,False,True,2
copanlisib,Copanlisib,7.321208938024936,17.399717740714546,7.321208938024936,100,0.506,0.069687,0.506,0.069687,7.321208938024936,0.560092387172844,0.0970797650268162,0.0565075454241735,0.2741703699646988,0.506,0.069687,17.399717740714546,unweighted_total_prob,0.2741703699646988,77.0,1296.0,82.0,144.0,-0.10230628871917724,-0.4093836634521484,6.597715642303228,True,False,True,2
palbociclib,Palbociclib,7.329274541232733,17.293022558093067,7.329274541232733,100,0.594377,0.024989,0.594377,0.024989,7.329274541232733,0.7314799013295687,0.0256902097701057,0.0563651901876601,0.3141410824774018,0.594377,0.024989,17.293022558093067,unweighted_total_prob,0.3141410824774018,79.0,1580.0,14.0,311.0,-0.013929288719177202,-0.4540816634521484,6.491020459681749,True,False,True,2
sorafenib,Sorafenib,6.993555372580884,17.144604355096813,6.993555372580884,100,0.442734,0.061646,0.442734,0.061646,6.993555372580884,0.4374020664939417,0.0842370558716144,0.0625681292805071,0.2211692748023239,0.442734,0.061646,17.144604355096813,unweighted_total_prob,0.2211692748023239,84.0,681.0,70.0,41.0,-0.16557228871917723,-0.4174246634521484,6.342602256685495,True,False,True,2
brigatinib,Brigatinib,6.978303021751342,17.132484070956703,6.978303021751342,100,0.485453,0.082455,0.485453,0.082455,6.978303021751342,0.5202460555098749,0.1174722175194932,0.0628641140266403,0.2676601320170753,0.485453,0.082455,17.132484070956703,unweighted_total_prob,0.2676601320170753,85.0,1125.0,102.0,132.0,-0.12285328871917722,-0.3966156634521484,6.330481972545385,True,False,True,2
idelalisib,Idelalisib,7.464908182621,17.11129120737314,7.464908182621,100,0.636793,0.023725,0.636793,0.023725,7.464908182621,0.813736289309152,0.0236714080822342,0.0540173834379459,0.3457665556441437,0.636793,0.023725,17.11129120737314,unweighted_total_prob,0.3457665556441437,87.0,1612.0,11.0,494.0,0.028486711280822807,-0.4553456634521484,6.309289108961821,True,False,True,2
deferiprone,Deferiprone,7.570576817542313,17.082555949687954,7.570576817542313,100,0.402647,0.086288,0.402647,0.086288,7.570576817542313,0.3596622554571264,0.1235941058657049,0.052246569051158,0.2037518583393642,0.402647,0.086288,17.082555949687954,unweighted_total_prob,0.2037518583393642,89.0,374.0,108.0,29.0,-0.20565928871917727,-0.3927826634521484,6.280553851276636,True,False,True,2
dacomitinib,Dacomitinib,6.530750305391846,16.76391607522964,6.530750305391846,100,0.417548,0.032568,0.417548,0.032568,6.530750305391846,0.3885594272150425,0.0377950341311646,0.0721647292906539,0.1849747303966136,0.417548,0.032568,16.76391607522964,unweighted_total_prob,0.1849747303966136,93.0,478.0,29.0,12.0,-0.19075828871917727,-0.4465026634521484,5.961913976818323,True,False,True,2
enzalutamide,Enzalutamide,7.580136067606507,16.572416618466374,7.580136067606507,100,0.604806,0.015061,0.604806,0.015061,7.580136067606507,0.7517046247886188,0.0098336724622033,0.052088808564936,0.3150330806133161,0.604806,0.015061,16.572416618466374,unweighted_total_prob,0.3150330806133161,102.0,1592.0,3.0,314.0,-0.0035002887191772913,-0.4640096634521484,5.770414520055056,True,False,True,2
phensuximide,Phensuximide,7.629865818656979,16.479942366480824,7.629865818656979,100,0.596515,0.105396,0.596515,0.105396,7.629865818656979,0.7356260762989281,0.1541125098624212,0.0512744741880975,0.3661503293021592,0.596515,0.105396,16.479942366480824,unweighted_total_prob,0.3661503293021592,105.0,1584.0,142.0,634.0,-0.011791288719177229,-0.3736746634521484,5.677940268069506,True,False,True,2
romidepsin,Romidepsin,6.920178960263727,16.416395656764504,6.920178960263727,100,0.543805,0.023922,0.543805,0.023922,6.920178960263727,0.6334067673022326,0.0239860472693471,0.0640040204193744,0.2757579299125067,0.543805,0.023922,16.416395656764504,unweighted_total_prob,0.2757579299125067,108.0,1485.0,12.0,150.0,-0.06450128871917726,-0.4551486634521484,5.614393558353186,True,False,True,2
belinostat,Belinostat,6.690442735329269,16.34581165015697,6.690442735329269,100,0.474457,0.022258,0.474457,0.022258,6.690442735329269,0.4989217617946849,0.0213283842878453,0.0687033692349594,0.221840732280004,0.474457,0.022258,16.34581165015697,unweighted_total_prob,0.221840732280004,111.0,1001.0,8.0,42.0,-0.13384928871917723,-0.4568126634521484,5.543809551745653,True,False,True,2
rufinamide,Rufinamide,7.203869841992853,16.097134344279763,7.203869841992853,100,0.576532,0.078771,0.576532,0.078771,7.203869841992853,0.6968734970600557,0.1115883050051588,0.0586145935973416,0.3351076395455542,0.576532,0.078771,16.097134344279763,unweighted_total_prob,0.3351076395455542,121.0,1561.0,94.0,421.0,-0.0317742887191772,-0.4002996634521484,5.295132245868444,True,False,True,2
roxadustat,Roxadustat,6.3034956958144885,15.629207074642178,6.3034956958144885,100,0.488698,0.105391,0.488698,0.105391,6.3034956958144885,0.5265390105031261,0.1541045240962508,0.0773928853968622,0.2877359909191233,0.488698,0.105391,15.629207074642178,unweighted_total_prob,0.2877359909191233,137.0,1164.0,141.0,188.0,-0.11960828871917722,-0.37367966345214837,4.82720497623086,True,False,True,2
tucatinib,Tucatinib,6.059516832232474,15.558205060660836,6.059516832232474,100,0.492013,0.105376,0.492013,0.105376,6.059516832232474,0.5329677149107156,0.1540805667977397,0.0834422969691139,0.2915077720772049,0.492013,0.105376,15.558205060660836,unweighted_total_prob,0.2915077720772049,140.0,1200.0,140.0,201.0,-0.11629328871917727,-0.3736946634521484,4.756202962249517,True,False,True,2
edaravone,Edaravone,6.85069979354739,15.542162343859667,6.85069979354739,100,0.470372,0.098941,0.470372,0.098941,6.85069979354739,0.4909998138293747,0.1438028857364633,0.0653919988730137,0.266999479600938,0.470372,0.098941,15.542162343859667,unweighted_total_prob,0.266999479600938,141.0,953.0,128.0,129.0,-0.13793428871917723,-0.3801296634521484,4.740160245448349,True,False,True,2
azacitidine,Azacitidine,6.764865323156116,15.41502101719379,6.764865323156116,100,0.370106,0.046894,0.370106,0.046894,6.764865323156116,0.2965562312859736,0.0606758513625314,0.0671460733358057,0.1563220477265631,0.370106,0.046894,15.41502101719379,unweighted_total_prob,0.1563220477265631,145.0,217.0,47.0,2.0,-0.23820028871917726,-0.4321766634521484,4.613018918782473,True,False,True,2
vorinostat,Vorinostat,6.386183333862571,15.337428651750084,6.386183333862571,100,0.422504,0.034132,0.422504,0.034132,6.386183333862571,0.39817048575019,0.0402929817892588,0.0754475336942292,0.1904748937546254,0.422504,0.034132,15.337428651750084,unweighted_total_prob,0.1904748937546254,147.0,526.0,32.0,15.0,-0.18580228871917726,-0.4449386634521484,4.535426553338766,True,False,True,2
olmutinib,Olmutinib,6.16429342702031,15.182410970330237,6.16429342702031,100,0.419826,0.109615,0.419826,0.109615,6.16429342702031,0.3929771010130785,0.1608508993569861,0.0807857141123845,0.2376883429705027,0.419826,0.109615,15.182410970330237,unweighted_total_prob,0.2376883429705027,153.0,501.0,149.0,68.0,-0.18848028871917727,-0.36945566345214836,4.3804088719189185,True,False,True,2
nintedanib,Nintedanib,6.49616532307118,15.16985264420509,6.49616532307118,100,0.395287,0.069772,0.395287,0.069772,6.49616532307118,0.3453891741781342,0.0972155230517126,0.0729367835001703,0.1916292355919728,0.395287,0.069772,15.16985264420509,unweighted_total_prob,0.1916292355919728,154.0,333.0,83.0,16.0,-0.21301928871917725,-0.4092986634521484,4.367850545793772,True,False,True,2
decitabine,Decitabine,6.617803243175147,15.065217219293114,6.617803243175147,100,0.386727,0.045329,0.386727,0.045329,6.617803243175147,0.328788960081915,0.0581763065512031,0.070257131164412,0.1688375328861297,0.386727,0.045329,15.065217219293114,unweighted_total_prob,0.1688375328861297,159.0,287.0,45.0,5.0,-0.22157928871917726,-0.4337416634521484,4.263215120881796,True,False,True,2
clofarabine,Clofarabine,5.223704015277325,11.78103573992848,5.223704015277325,100,0.355461,0.097489,0.355461,0.097489,5.223704015277325,0.2681555145290659,0.1414838192405856,0.1084499453821742,0.1855457225842954,0.355461,0.097489,11.78103573992848,unweighted_total_prob,0.1855457225842954,387.0,156.0,123.0,13.0,-0.2528452887191772,-0.3815816634521484,0.9790336415171623,False,True,True,2
malathion,Malathion,2.9490778058767297,6.287846006453033,2.9490778058767297,100,0.334952,0.081594,0.334952,0.081594,2.9490778058767297,0.228382875405309,0.1160970685849542,0.2482880834166556,0.1874495942794364,0.334952,0.081594,6.287846006453033,unweighted_total_prob,0.1874495942794364,1194.0,95.0,100.0,14.0,-0.2733542887191772,-0.3974766634521484,-4.514156091958285,False,True,True,2
