drug_key,drug,ae_score_x,total_prob,total_weighted_prob,n_ae,safety_drug,P_drug_gt_placebo,safety_score,efficacy_score,ae_score_y,safety_norm,efficacy_norm,ae_inverse_norm,composite_score,safety_used,efficacy_used,ae_used,ae_units,composite_used,avoid_rank_ae,avoid_rank_safety,avoid_rank_efficacy,avoid_rank_composite,delta_safety_vs_real,delta_efficacy_vs_real,delta_ae_vs_real,flag_ae_extreme,flag_safety_extreme,flag_efficacy_extreme,n_extremes
olaparib,Olaparib,10.11384056508541,24.308372393250465,10.11384056508541,100,0.464024,0.008904,0.464024,0.008904,10.11384056508541,0.4786892812262439,0.0,0.0207888874335543,0.1956334899772084,0.464024,0.008904,24.308372393250465,unweighted_total_prob,0.1956334899772084,14.0,900.0,1.0,21.0,-0.14428228871917725,-0.47016666345214836,13.506370294839147,True,False,True,2
axitinib,Axitinib,9.544516729190944,24.26179520785808,9.544516729190944,100,0.478217,0.029506,0.478217,0.029506,9.544516729190944,0.5062134446219961,0.0329045509284251,0.0263744858165649,0.2209220953834815,0.478217,0.029506,24.26179520785808,unweighted_total_prob,0.2209220953834815,15.0,1042.0,24.0,39.0,-0.13008928871917724,-0.4495646634521484,13.45979310944676,True,False,True,2
regorafenib,Regorafenib,8.966235679574309,23.34305796772241,8.966235679574309,100,0.586043,0.064599,0.586043,0.064599,8.966235679574309,0.7153179639139271,0.0889534493718396,0.0327741215170808,0.3282633896177229,0.586043,0.064599,23.34305796772241,unweighted_total_prob,0.3282633896177229,18.0,1570.0,75.0,380.0,-0.022263288719177265,-0.41447166345214836,12.54105586931109,True,False,True,2
capivasertib,Capivasertib,8.992092497646807,23.23000770807266,8.992092497646807,100,0.522885,0.06127,0.522885,0.06127,8.992092497646807,0.5928370851885755,0.083636526255602,0.0324703937135535,0.2770835233203817,0.522885,0.06127,23.23000770807266,unweighted_total_prob,0.2770835233203817,19.0,1407.0,67.0,153.0,-0.0854212887191772,-0.4178006634521484,12.42800560966134,True,False,True,2
midostaurin,Midostaurin,9.671063824556766,23.194595932960507,9.671063824556766,100,0.501315,0.026027,0.501315,0.026027,9.671063824556766,0.5510068727989202,0.0273480548270762,0.0250760981727098,0.2363571906849405,0.501315,0.026027,23.194595932960507,unweighted_total_prob,0.2363571906849405,20.0,1271.0,16.0,63.0,-0.10699128871917729,-0.45304366345214836,12.392593834549189,True,False,True,2
capmatinib,Capmatinib,8.891823492944239,22.20913770794868,8.891823492944239,100,0.511747,0.059971,0.511747,0.059971,8.891823492944239,0.5712374140900135,0.0815618242045378,0.0336580629047899,0.2678513078987785,0.511747,0.059971,22.20913770794868,unweighted_total_prob,0.2678513078987785,23.0,1332.0,64.0,133.0,-0.0965592887191773,-0.4190996634521484,11.407135609537363,True,False,True,2
ibrutinib,Ibrutinib,9.18814598675817,22.129964686930176,9.18814598675817,100,0.576725,0.026282,0.576725,0.026282,9.18814598675817,0.6972477775881597,0.0277553289017654,0.0302230665108438,0.2960458558981388,0.576725,0.026282,22.129964686930176,unweighted_total_prob,0.2960458558981388,24.0,1562.0,17.0,218.0,-0.0315812887191772,-0.4527886634521484,11.327962588518858,True,False,True,2
sunitinib,Sunitinib,8.635519938543437,22.00637453049421,8.635519938543437,100,0.506563,0.033761,0.506563,0.033761,8.635519938543437,0.5611842003195929,0.0397004379394167,0.0368192899597118,0.2477177132955462,0.506563,0.033761,22.00637453049421,unweighted_total_prob,0.2477177132955462,26.0,1300.0,31.0,88.0,-0.10174328871917726,-0.4453096634521484,11.204372432082891,True,False,True,2
cabozantinib,Cabozantinib,9.284905140288172,21.861759223043915,9.284905140288172,100,0.565353,0.031613,0.565353,0.031613,9.284905140288172,0.6751943155902385,0.0362697527926224,0.0291489111804275,0.2904154095892298,0.565353,0.031613,21.861759223043915,unweighted_total_prob,0.2904154095892298,27.0,1543.0,28.0,196.0,-0.04295328871917725,-0.4474576634521484,11.059757124632597,True,False,True,2
rucaparib,Rucaparib,8.408321005292235,21.475574813783165,8.408321005292235,100,0.499673,0.035196,0.499673,0.035196,8.408321005292235,0.5478225793940146,0.0419923528303152,0.0397826805586168,0.2438825090014553,0.499673,0.035196,21.475574813783165,unweighted_total_prob,0.2438825090014553,30.0,1264.0,34.0,79.0,-0.10863328871917727,-0.4438746634521484,10.673572715371847,True,False,True,2
everolimus,Everolimus,9.316675231046974,21.02508463710546,9.316675231046974,100,0.505972,0.022769,0.505972,0.022769,9.316675231046974,0.5600380874071087,0.0221445295904579,0.0288010864852415,0.238633264096075,0.505972,0.022769,21.02508463710546,unweighted_total_prob,0.238633264096075,33.0,1295.0,9.0,72.0,-0.10233428871917727,-0.4563016634521484,10.223082538694143,True,False,True,2
ribociclib,Ribociclib,8.938885154947638,20.77517066895961,8.938885154947638,100,0.651681,0.018945,0.651681,0.018945,8.938885154947638,0.842608250461548,0.0160370156233529,0.0330973075167322,0.3500775679373068,0.651681,0.018945,20.77517066895961,unweighted_total_prob,0.3500775679373068,36.0,1617.0,7.0,513.0,0.04337471128082271,-0.4601256634521484,9.973168570548292,True,False,True,2
quizartinib,Quizartinib,8.867709313519297,20.693336039781567,8.867709313519297,100,0.498926,0.055797,0.498926,0.055797,8.867709313519297,0.5463739392152909,0.0748953066055063,0.0339476976049827,0.2552972378493154,0.498926,0.055797,20.693336039781567,unweighted_total_prob,0.2552972378493154,37.0,1255.0,59.0,104.0,-0.10938028871917727,-0.4232736634521484,9.891333941370249,True,False,True,2
niraparib,Niraparib,8.612972524017094,20.503463901579376,8.612972524017094,100,0.527698,0.025824,0.527698,0.025824,8.612972524017094,0.6021708270630033,0.0270238327205588,0.0371063915391933,0.2590991422212635,0.527698,0.025824,20.503463901579376,unweighted_total_prob,0.2590991422212635,38.0,1424.0,15.0,115.0,-0.08060828871917725,-0.45324666345214837,9.701461803168058,True,False,True,2
venetoclax,Venetoclax,8.850453430972992,20.289480395615097,8.850453430972992,100,0.590634,0.030115,0.590634,0.030115,8.850453430972992,0.7242211862171681,0.0338772172479772,0.0341559263069939,0.3100705466474569,0.590634,0.030115,20.289480395615097,unweighted_total_prob,0.3100705466474569,40.0,1574.0,27.0,279.0,-0.017672288719177254,-0.4489556634521484,9.48747829720378,True,False,True,2
temsirolimus,Temsirolimus,8.70700207967311,20.163384333252903,8.70700207967311,100,0.425118,0.02407,0.425118,0.02407,8.70700207967311,0.4032397567370495,0.0242224259479903,0.0359189204102787,0.1781686571560717,0.425118,0.02407,20.163384333252903,unweighted_total_prob,0.1781686571560717,41.0,548.0,13.0,9.0,-0.18318828871917725,-0.4550006634521484,9.361382234841585,True,False,True,2
vemurafenib,Vemurafenib,8.294540884904562,20.09075538069009,8.294540884904562,100,0.561303,0.050079,0.561303,0.050079,8.294540884904562,0.6673402423320974,0.0657627844130621,0.0413277398101872,0.3015067586601013,0.561303,0.050079,20.09075538069009,unweighted_total_prob,0.3015067586601013,43.0,1535.0,54.0,238.0,-0.04700328871917725,-0.4289916634521484,9.288753282278773,True,False,True,2
dabrafenib,Dabrafenib,8.56438750196248,20.02354811131954,8.56438750196248,100,0.637208,0.028238,0.637208,0.028238,8.56438750196248,0.8145410894084429,0.0308793606276173,0.0377301743728707,0.3457142148889983,0.637208,0.028238,20.02354811131954,unweighted_total_prob,0.3457142148889983,45.0,1613.0,19.0,493.0,0.02890171128082275,-0.4508326634521484,9.22154601290822,True,False,True,2
osimertinib,Osimertinib,7.57883329503238,19.0924669355154,7.57883329503238,100,0.443101,0.03686,0.443101,0.03686,7.57883329503238,0.4381137812805437,0.044650015811817,0.0521102853681029,0.2035275759105649,0.443101,0.03686,19.0924669355154,unweighted_total_prob,0.2035275759105649,52.0,684.0,35.0,28.0,-0.16520528871917722,-0.4422106634521484,8.290464837104082,True,False,True,2
tivozanib,Tivozanib,7.703228710219263,19.051814936101437,7.703228710219263,100,0.418552,0.058656,0.418552,0.058656,7.703228710219263,0.3905064616721225,0.0794615677017284,0.0500923390317127,0.1980056795558829,0.418552,0.058656,19.051814936101437,unweighted_total_prob,0.1980056795558829,53.0,488.0,62.0,22.0,-0.18975428871917727,-0.4204146634521484,8.249812837690119,True,False,True,2
crizotinib,Crizotinib,7.301546151749789,18.98448324203491,7.301546151749789,100,0.531643,0.034505,0.531643,0.034505,7.301546151749789,0.609821276199637,0.040888719945569,0.0568559050443064,0.2716551794669437,0.531643,0.034505,18.98448324203491,unweighted_total_prob,0.2716551794669437,54.0,1441.0,33.0,141.0,-0.07666328871917727,-0.4445656634521484,8.18248114362359,True,False,True,2
alectinib,Alectinib,7.549185303505508,18.79005745053291,7.549185303505508,100,0.612708,0.017073,0.612708,0.017073,7.549185303505508,0.7670287943900587,0.0130471447691634,0.0526010499621624,0.3225505856561213,0.612708,0.017073,18.79005745053291,unweighted_total_prob,0.3225505856561213,56.0,1599.0,4.0,351.0,0.004401711280822784,-0.4619976634521484,7.988055352121592,True,False,True,2
alpelisib,Alpelisib,7.769572818651794,18.582658842206,7.769572818651794,100,0.601233,0.056607,0.601233,0.056607,7.769572818651794,0.7447755868253255,0.0761890007251075,0.0490425239344554,0.3381943398070643,0.601233,0.056607,18.582658842206,unweighted_total_prob,0.3381943398070643,59.0,1588.0,61.0,444.0,-0.007073288719177229,-0.42246366345214836,7.780656743794683,True,False,True,2
ceritinib,Ceritinib,7.439858605153857,18.265378490090367,7.439858605153857,100,0.700692,0.056373,0.700692,0.056373,7.439858605153857,0.9376541725491412,0.0758152668683338,0.0544445444806985,0.4162766846631298,0.700692,0.056373,18.265378490090367,unweighted_total_prob,0.4162766846631298,63.0,1623.0,60.0,997.0,0.09238571128082274,-0.4226976634521484,7.4633763916790485,True,False,True,2
pazopanib,Pazopanib,7.403462423942981,17.732657492160794,7.403462423942981,100,0.37985,0.023717,0.37985,0.023717,7.403462423942981,0.3154525497618568,0.0236586308563616,0.0550703460470933,0.146658541456706,0.37985,0.023717,17.732657492160794,unweighted_total_prob,0.146658541456706,67.0,250.0,10.0,1.0,-0.22845628871917723,-0.4553536634521484,6.9306553937494755,True,False,True,2
copanlisib,Copanlisib,7.321208938024936,17.399717740714546,7.321208938024936,100,0.506,0.069687,0.506,0.069687,7.321208938024936,0.560092387172844,0.0970797650268162,0.0565075454241735,0.2741703699646988,0.506,0.069687,17.399717740714546,unweighted_total_prob,0.2741703699646988,77.0,1296.0,82.0,144.0,-0.10230628871917724,-0.4093836634521484,6.597715642303228,True,False,True,2
palbociclib,Palbociclib,7.329274541232733,17.293022558093067,7.329274541232733,100,0.594377,0.024989,0.594377,0.024989,7.329274541232733,0.7314799013295687,0.0256902097701057,0.0563651901876601,0.3141410824774018,0.594377,0.024989,17.293022558093067,unweighted_total_prob,0.3141410824774018,79.0,1580.0,14.0,311.0,-0.013929288719177202,-0.4540816634521484,6.491020459681749,True,False,True,2
lumacaftor,Lumacaftor,11.189129399135709,29.87584337592125,11.189129399135709,100,0.447417,0.200196,0.447417,0.200196,11.189129399135709,0.4464837023131701,0.3055226364527866,0.0117899108417564,0.303160517674734,0.447417,0.200196,29.87584337592125,unweighted_total_prob,0.303160517674734,3.0,733.0,431.0,245.0,-0.16088928871917724,-0.2788746634521484,19.07384127750993,True,False,False,1
momelotinib,Momelotinib,10.4392371205613,27.068911150097843,10.4392371205613,100,0.554958,0.097675,0.554958,0.097675,10.4392371205613,0.6550355275610097,0.1417808897421236,0.0178700596510774,0.3223005788514688,0.554958,0.097675,27.068911150097843,unweighted_total_prob,0.3223005788514688,8.0,1524.0,124.0,348.0,-0.053348288719177295,-0.38139566345214837,16.266909051686525,True,False,False,1
gilteritinib,Gilteritinib,10.21207328699529,24.41093491017818,10.21207328699529,100,0.590291,0.113704,0.590291,0.113704,10.21207328699529,0.7235560140869107,0.1673816589311212,0.0198881327321268,0.3603526957536381,0.590291,0.113704,24.41093491017818,unweighted_total_prob,0.3603526957536381,11.0,1573.0,166.0,591.0,-0.018015288719177236,-0.3653666634521484,13.608932811766863,True,False,False,1
ruxolitinib,Ruxolitinib,10.434299512580036,23.955394551157948,10.434299512580036,100,0.612516,0.094284,0.612516,0.094284,10.434299512580036,0.7666564531393022,0.1363649431253733,0.0179129900506537,0.3647911565160009,0.612516,0.094284,23.955394551157948,unweighted_total_prob,0.3647911565160009,16.0,1598.0,118.0,623.0,0.004209711280822703,-0.3847866634521484,13.15339245274663,True,False,False,1
infigratinib,Infigratinib,9.30338714737445,23.51827077567577,9.30338714737445,100,0.499243,0.1237,0.499243,0.1237,9.30338714737445,0.5469886901345083,0.1833468026589407,0.028946277817085,0.2979234526807967,0.499243,0.1237,23.51827077567577,unweighted_total_prob,0.2979234526807967,17.0,1260.0,187.0,225.0,-0.10906328871917725,-0.3553706634521484,12.716268677264452,True,False,False,1
ponatinib,Ponatinib,9.016794660128651,22.682731866836544,9.016794660128651,100,0.537416,0.104383,0.537416,0.104383,9.016794660128651,0.6210167243278466,0.1524945936363027,0.0321818561140485,0.3158408984084694,0.537416,0.104383,22.682731866836544,unweighted_total_prob,0.3158408984084694,21.0,1466.0,137.0,321.0,-0.07089028871917724,-0.3746876634521484,11.880729768425226,True,False,False,1
lorlatinib,Lorlatinib,8.841663943603633,22.52616928517818,8.841663943603633,100,0.520561,0.106539,0.520561,0.106539,8.841663943603633,0.5883302046325459,0.1559380560089696,0.0342623024909005,0.3045597647547863,0.520561,0.106539,22.52616928517818,unweighted_total_prob,0.3045597647547863,22.0,1389.0,144.0,254.0,-0.0877452887191772,-0.3725316634521484,11.724167186766863,True,False,False,1
ivacaftor,Ivacaftor,8.37199429515749,22.1285365819931,8.37199429515749,100,0.444672,0.258069,0.444672,0.258069,8.37199429515749,0.4411603859937633,0.3979546855684428,0.0402714097129159,0.3437003105674656,0.444672,0.258069,22.1285365819931,unweighted_total_prob,0.3437003105674656,25.0,702.0,728.0,475.0,-0.16363428871917723,-0.2210016634521484,11.326534483581781,True,False,False,1
tepotinib,Tepotinib,8.05269495397806,21.836365222930905,8.05269495397806,100,0.526582,0.336583,0.526582,0.336583,8.05269495397806,0.6000065935429822,0.5233535745886532,0.0447568826060234,0.4582954437738589,0.526582,0.336583,21.836365222930905,unweighted_total_prob,0.4582954437738589,28.0,1421.0,1140.0,1264.0,-0.08172428871917725,-0.14248766345214836,11.034363124519587,True,False,False,1
acalabrutinib,Acalabrutinib,8.913823267444966,21.589529812335964,8.913823267444966,100,0.51121,0.107496,0.51121,0.107496,8.913823267444966,0.5701960221543046,0.1574665316539799,0.0333951912479009,0.297744059772894,0.51121,0.107496,21.589529812335964,unweighted_total_prob,0.297744059772894,29.0,1327.0,146.0,224.0,-0.09709628871917719,-0.3715746634521484,10.787527713924646,True,False,False,1
entrectinib,Entrectinib,8.354650035500526,21.332784533500668,8.354650035500526,100,0.457932,0.07535,0.457932,0.07535,8.354650035500526,0.4668752036241215,0.1061244437913862,0.0405062534408602,0.2373011096543752,0.457932,0.07535,21.332784533500668,unweighted_total_prob,0.2373011096543752,31.0,833.0,91.0,65.0,-0.15037428871917724,-0.4037206634521484,10.53078243508935,True,False,False,1
zanubrutinib,Zanubrutinib,8.73480149079114,21.234394863247868,8.73480149079114,100,0.460079,0.094221,0.460079,0.094221,8.73480149079114,0.4710388320896101,0.1362643224716266,0.0355727465316533,0.2500358111308254,0.460079,0.094221,21.234394863247868,unweighted_total_prob,0.2500358111308254,32.0,853.0,117.0,91.0,-0.14822728871917723,-0.3848496634521484,10.43239276483655,True,False,False,1
enasidenib,Enasidenib,9.159420523792503,21.023148283362385,9.159420523792503,100,0.562556,0.095145,0.562556,0.095145,9.159420523792503,0.6697701568487519,0.1377400920599124,0.0305463261895239,0.3291133648013705,0.562556,0.095145,21.023148283362385,unweighted_total_prob,0.3291133648013705,34.0,1537.0,121.0,387.0,-0.0457502887191773,-0.3839256634521484,10.221146184951067,True,False,False,1
pexidartinib,Pexidartinib,8.754752607084809,20.98699241131544,8.754752607084809,100,0.57804,0.088592,0.57804,0.088592,8.754752607084809,0.6997979273003708,0.1272739469170151,0.0353256590927679,0.337893881505508,0.57804,0.088592,20.98699241131544,unweighted_total_prob,0.337893881505508,35.0,1563.0,111.0,440.0,-0.030266288719177248,-0.3904786634521484,10.184990312904123,True,False,False,1
pacritinib,Pacritinib,8.263823118060825,20.45106293261051,8.263823118060825,100,0.480804,0.145426,0.480804,0.145426,8.263823118060825,0.511230355120468,0.2180465538224668,0.0417521606107378,0.3000611956993215,0.480804,0.145426,20.45106293261051,unweighted_total_prob,0.3000611956993215,39.0,1070.0,246.0,232.0,-0.12750228871917724,-0.3336446634521484,9.64906083419919,True,False,False,1
fedratinib,Fedratinib,8.478807384148238,20.119426213204857,8.478807384148238,100,0.546315,0.158327,0.546315,0.158327,8.478807384148238,0.6382743534449323,0.2386514276952759,0.0388463234054303,0.3585395771371694,0.546315,0.158327,20.119426213204857,unweighted_total_prob,0.3585395771371694,42.0,1496.0,275.0,579.0,-0.06199128871917725,-0.3207436634521484,9.317424114793539,True,False,False,1
avatrombopag,Avatrombopag,8.203131542541085,20.0632953941822,8.203131542541085,100,0.535549,0.174146,0.535549,0.174146,8.203131542541085,0.617396093519711,0.2639167947051176,0.0426000673919926,0.36104516876833,0.535549,0.174146,20.0632953941822,unweighted_total_prob,0.36104516876833,44.0,1461.0,324.0,596.0,-0.0727572887191772,-0.3049246634521484,9.261293295770884,True,False,False,1
ivosidenib,Ivosidenib,8.976274174079297,19.832237929105755,8.976274174079297,100,0.598888,0.084276,0.598888,0.084276,8.976274174079297,0.7402279814449944,0.1203806335587449,0.0326559962749851,0.3507746452564927,0.598888,0.084276,19.832237929105755,unweighted_total_prob,0.3507746452564927,46.0,1587.0,104.0,522.0,-0.00941828871917727,-0.39479466345214836,9.030235830694437,True,False,False,1
tafamidis,Tafamidis,7.884432514198123,19.536441810429093,7.884432514198123,100,0.53366,0.137715,0.53366,0.137715,7.884432514198123,0.6137327986099261,0.20573090523451,0.0472667794896726,0.337238837435709,0.53366,0.137715,19.536441810429093,unweighted_total_prob,0.337238837435709,47.0,1452.0,222.0,436.0,-0.07464628871917722,-0.3413556634521484,8.734439712017775,True,False,False,1
anagrelide,Anagrelide,8.433703128248451,19.50159133225679,8.433703128248451,100,0.6168,0.239902,0.6168,0.239902,8.433703128248451,0.7749643172968026,0.3689392027649917,0.0394436953595927,0.4654501470966363,0.6168,0.239902,19.50159133225679,unweighted_total_prob,0.4654501470966363,48.0,1603.0,631.0,1313.0,0.008493711280822769,-0.23916866345214838,8.699589233845472,True,False,False,1
duvelisib,Duvelisib,8.080784175544975,19.397004105150696,8.080784175544975,100,0.508502,0.097784,0.508502,0.097784,8.080784175544975,0.5649444590967623,0.1419549794446379,0.0443480690070625,0.2916293892179725,0.508502,0.097784,19.397004105150696,unweighted_total_prob,0.2916293892179725,49.0,1308.0,125.0,202.0,-0.09980428871917724,-0.3812866634521484,8.595002006739378,True,False,False,1
mirabegron,Mirabegron,8.159053735435007,19.3734024092555,8.159053735435007,100,0.484735,0.204972,0.484735,0.204972,8.159053735435007,0.5188536543742341,0.3131506402987316,0.0432237747913615,0.3414464728274586,0.484735,0.204972,19.3734024092555,unweighted_total_prob,0.3414464728274586,50.0,1118.0,456.0,460.0,-0.12357128871917722,-0.2740986634521484,8.571400310844183,True,False,False,1
leniolisib,Leniolisib,7.671289822086691,19.178949482738968,7.671289822086691,100,0.642297,0.517215,0.642297,0.517215,7.671289822086691,0.824410071830833,0.8118505575661941,0.0506042082288626,0.6646250934045834,0.642297,0.517215,19.178949482738968,unweighted_total_prob,0.6646250934045834,51.0,1614.0,1603.0,1623.0,0.03399071128082276,0.0381443365478516,8.37694738432765,True,False,False,1
selinexor,Selinexor,7.970939663238822,18.87728941440582,7.970939663238822,100,0.55474,0.080273,0.55474,0.080273,7.970939663238822,0.6546127650992135,0.1139872291627403,0.0459631552622557,0.3166326287572327,0.55474,0.080273,18.87728941440582,unweighted_total_prob,0.3166326287572327,55.0,1523.0,98.0,324.0,-0.053566288719177235,-0.3987976634521484,8.075287315994501,True,False,False,1
nikethamide,Nikethamide,7.756829207763074,18.74765168130397,7.756829207763074,100,0.477693,0.227774,0.477693,0.227774,7.756829207763074,0.5051972632918068,0.349568928342123,0.0492427826919969,0.3517550331919714,0.477693,0.227774,18.74765168130397,unweighted_total_prob,0.3517550331919714,57.0,1035.0,554.0,529.0,-0.13061328871917727,-0.2512966634521484,7.945649582892653,True,False,False,1
tolvaptan,Tolvaptan,8.944219043478368,18.67717496305704,8.944219043478368,100,0.663864,0.265678,0.663864,0.265678,8.944219043478368,0.8662344663884451,0.4101074245265239,0.0330341247649249,0.5171435813189728,0.663864,0.265678,18.67717496305704,unweighted_total_prob,0.5171435813189728,58.0,1619.0,771.0,1518.0,0.055557711280822764,-0.21339266345214836,7.875172864645723,True,False,False,1
cefodizime,Cefodizime,7.790350075811146,18.56540276110172,7.790350075811146,100,0.477001,0.409693,0.477001,0.409693,7.790350075811146,0.5038552833672061,0.6401214475319191,0.0487174257941427,0.4673341775184786,0.477001,0.409693,18.56540276110172,unweighted_total_prob,0.4673341775184786,60.0,1028.0,1426.0,1324.0,-0.13130528871917724,-0.06937766345214841,7.763400662690401,True,False,False,1
nilotinib,Nilotinib,8.013547778502105,18.492202743887898,8.013547778502105,100,0.671373,0.198495,0.671373,0.198495,8.013547778502105,0.880796499992243,0.302805878801624,0.045331415289784,0.4825072345755036,0.671373,0.198495,18.492202743887898,unweighted_total_prob,0.4825072345755036,61.0,1621.0,422.0,1390.0,0.06306671128082275,-0.28057566345214835,7.69020064547658,True,False,False,1
sonidegib,Sonidegib,7.690989939495919,18.34893929958343,7.690989939495919,100,0.518759,0.152855,0.518759,0.152855,7.690989939495919,0.5848356268520098,0.2299118051984143,0.0502879815069861,0.3359565691215669,0.518759,0.152855,18.34893929958343,unweighted_total_prob,0.3359565691215669,62.0,1374.0,259.0,426.0,-0.08954728871917728,-0.32621566345214836,7.546937201172113,True,False,False,1
osilodrostat,Osilodrostat,7.702683682553468,18.204683810472485,7.702683682553468,100,0.545238,0.22422,0.545238,0.22422,7.702683682553468,0.6361857517414712,0.3438926457482184,0.0501010383270946,0.4020515666612948,0.545238,0.22422,18.204683810472485,unweighted_total_prob,0.4020515666612948,64.0,1493.0,531.0,890.0,-0.06306828871917725,-0.25485066345214835,7.402681712061167,True,False,False,1
pemigatinib,Pemigatinib,7.172103243879972,18.10441709309816,7.172103243879972,100,0.566087,0.158954,0.566087,0.158954,7.172103243879972,0.6766177451634424,0.2396528427730413,0.0591968827556916,0.3783476117257318,0.566087,0.158954,18.10441709309816,unweighted_total_prob,0.3783476117257318,65.0,1544.0,278.0,708.0,-0.04221928871917724,-0.3201166634521484,7.302414994686842,True,False,False,1
dibenzepin,Dibenzepin,7.385836232453583,17.963876366615292,7.385836232453583,100,0.482606,0.217813,0.482606,0.217813,7.385836232453583,0.5147249329010039,0.3336596849774961,0.0553756302409951,0.3504289731995991,0.482606,0.217813,17.963876366615292,unweighted_total_prob,0.3504289731995991,66.0,1099.0,502.0,517.0,-0.12570028871917727,-0.2612576634521484,7.161874268203974,True,False,False,1
epalrestat,Epalrestat,6.9382929001003495,17.727506220340725,6.9382929001003495,100,0.538795,0.326725,0.538795,0.326725,6.9382929001003495,0.62369098779031,0.5076088380071361,0.0636467283709009,0.4652492759931586,0.538795,0.326725,17.727506220340725,unweighted_total_prob,0.4652492759931586,68.0,1473.0,1086.0,1309.0,-0.06951128871917722,-0.1523456634521484,6.925504121929407,True,False,False,1
