nct_id,arm,arm_label,safety,efficacy,ae_code,ae_kg_id,ae_label,ae_prob
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,269,KG00100399,pyaemia,0.066354401
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,180,KG00099363,Hypotension NOS,0.064236768
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,104,KG00097963,arthralgias,0.063448407
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,101,KG00097901,Anorexia NOS,0.06167344
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,147,KG00098000,atelectases,0.060583264
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,276,KG00099127,"Arrest, Cardiac",0.058465563
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,86,KG00098565,"Depression, Mental",0.053295512
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,67,KG00098673,"Dyspepsia, NOS",0.053045057
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,28,KG00099347,hypoglycaemia,0.051784273
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,85,KG00098474,coughs,0.051655587
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,27,KG00099303,hyperkalaemia,0.050501261
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,396,KG00100373,"Embolism, Pulmonary",0.04961938
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,126,KG00100076,Pain NOS,0.049593672
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,193,KG00108982,WHITE BLOOD CELL COUNT DECREASED,0.048395194
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,253,KG00100232,Pleural effusion NOS (disorder),0.048361871
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,200,KG00098539,"Disorders, Deglutition",0.046735492
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,31,KG00099872,"Infarction, Myocardial",0.045538075
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,131,KG00100948,Urinary tract infection (& [NOS]),0.04412115
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,5,KG00099169,haematuria,0.043810315
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,96,KG00101679,Unattended death NOS,0.042788725
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,179,KG00099342,hypocalcaemia,0.042263404
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,361,KG00098004,"Fibrillation, Atrial",0.041712683
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,69,KG00100082,Palpitations NOS,0.041307673
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,130,KG00100683,Stomatitis NOS,0.038607374
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,239,KG00100128,pareses,0.03806271
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,82,KG00097697,abdomen distended,0.037886828
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,144,KG00099610,Leukopenia NOS,0.036463164
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,116,KG00098964,Pain in foot,0.036155801
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,4,KG00098817,epistaxis,0.035962578
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,18,KG00098307,"Pain, Chest",0.035883904
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,191,KG00104055,Biliverdin increased,0.035345539
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,243,KG00100947,Micturition frequency increased,0.035071496
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,494,KG00099838,"Organ Failure, Multiple",0.034728933
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,288,KG00101223,hypophosphataemia,0.034345377
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,194,KG00110727,Neutrophil Count Decreased,0.034079213
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,249,KG00104430,hypoalbuminaemia,0.03399897
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,211,KG00100341,Pruritus NOS,0.033609517
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,35,KG00101507,hypomagnesaemia,0.032948285
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,15,KG00097882,Angina pectoris NOS,0.032320365
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,441,KG00098262,cellulitis nos,0.032258257
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,25,KG00099134,congestive failures heart,0.032116391
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,75,KG00100195,"Dolens, Phlegmasia Alba",0.03173821
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,92,KG00100926,"Infections, Upper Respiratory",0.031019816
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,102,KG00097916,anxieties,0.030780911
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,1,KG00099959,Neutropenia NOS,0.029755525
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,242,KG00100855,tremors,0.029655591
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,268,KG00099557,"Heart Failure, Left-Sided",0.029627509
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,261,KG00101559,raised alkaline phosphatase,0.029625788
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,234,KG00098669,dysgeusias,0.029590853
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,138,KG00098796,epidemic vomiting syndrome,0.029055728
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,466,KG00101205,fall,0.028751917
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,11,KG00097993,Asthma NOS,0.028401243
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,394,KG00100243,"Pneumonia, Aspiration",0.02830833
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,38,KG00098066,Binocular vision disorders,0.028282113
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,282,KG00099309,hypernatraemia,0.028018069
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,139,KG00098855,"Sinusitis, Ethmoid",0.027973428
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,339,KG00100334,proteinurias,0.02665594
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,713,KG00107657,distressed respiratory,0.026018148
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,164,KG00108827,ileus colon,0.024984758
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,132,KG00101045,"Gain, Weight",0.024857692
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,199,KG00098371,Rhinitis (chronic) NOS,0.024850236
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,398,KG00100580,"Shock, Septic",0.02483955
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,183,KG00100449,Adult Respiratory Distress Syndrome,0.02474661
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,257,KG00100922,Erythema NOS,0.024677621
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,286,KG00101110,"Retention, Urinary",0.024644764
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,186,KG00101431,creatinine increased,0.023921296
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,98,KG00097718,"Incised wound, NOS",0.023913214
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,356,KG00112623,Infectious Lung Disorders,0.023856478
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,142,KG00100923,Unspecified infectious and parasitic diseases,0.023525944
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,212,KG00100576,shivers,0.023072701
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,72,KG00103771,myalgias,0.022971597
NCT04809974_Real,trial_1,placebo,0.548587859,0.518739849,66,KG00098642,drowsiness,0.022711491
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,78,KG00099326,Hypertensive diseases,0.196696401
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,87,KG00098599,diarrhoea,0.174345955
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,9,KG00098432,Confusion NOS,0.173295066
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,173,KG00098172,Bronchopneumonia NOS,0.157085136
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,123,KG00099351,hypokalaemia,0.139292747
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,177,KG00099299,hyperglycaemia,0.122303985
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,49,KG00099902,nausea with vomiting,0.118257701
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,17,KG00097991,Asthenia NOS,0.115238868
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,68,KG00099901,nauseas,0.112785786
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,21,KG00098675,dyspnoea,0.111189581
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,30,KG00099500,Acute Kidney Failure,0.103188373
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,46,KG00099121,Headache NOS,0.101228625
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,76,KG00100450,"Respiratory insufficiency, NOS",0.099985585
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,77,KG00098450,Constipation NOS,0.098200217
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,37,KG00097696,"Cramps, Abdominal",0.098066442
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,189,KG00101580,Alanine aminotransferase increase,0.0957103
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,2,KG00100772,thrombocytopaenia,0.094177946
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,20,KG00098540,dehydration,0.091409132
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,151,KG00098274,"Infarction, Cerebral",0.088104747
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,228,KG00114657,Weight below normal,0.083673403
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,14,KG00097852,Anemia NOS,0.083031572
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,188,KG00101579,Aspartate aminotransferase increase,0.081509314
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,350,KG00106765,decreased platelet count,0.080063917
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,79,KG00100317,"Insomnia, Primary",0.078163862
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,29,KG00099354,hyponatraemia,0.071927778
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,64,KG00097734,"Acrodermatitis, NOS",0.071808174
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,114,KG00098933,fevers,0.071387872
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,61,KG00099501,Chronic Kidney Failure,0.069119737
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,269,KG00100399,pyaemia,0.066354401
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,180,KG00099363,Hypotension NOS,0.064236768
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,104,KG00097963,arthralgias,0.063448407
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,101,KG00097901,Anorexia NOS,0.06167344
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,147,KG00098000,atelectases,0.060583264
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,276,KG00099127,"Arrest, Cardiac",0.058465563
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,86,KG00098565,"Depression, Mental",0.053295512
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,67,KG00098673,"Dyspepsia, NOS",0.053045057
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,28,KG00099347,hypoglycaemia,0.051784273
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,85,KG00098474,coughs,0.051655587
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,27,KG00099303,hyperkalaemia,0.050501261
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,396,KG00100373,"Embolism, Pulmonary",0.04961938
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,126,KG00100076,Pain NOS,0.049593672
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,193,KG00108982,WHITE BLOOD CELL COUNT DECREASED,0.048395194
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,253,KG00100232,Pleural effusion NOS (disorder),0.048361871
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,200,KG00098539,"Disorders, Deglutition",0.046735492
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,31,KG00099872,"Infarction, Myocardial",0.045538075
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,131,KG00100948,Urinary tract infection (& [NOS]),0.04412115
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,5,KG00099169,haematuria,0.043810315
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,96,KG00101679,Unattended death NOS,0.042788725
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,179,KG00099342,hypocalcaemia,0.042263404
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,361,KG00098004,"Fibrillation, Atrial",0.041712683
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,69,KG00100082,Palpitations NOS,0.041307673
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,130,KG00100683,Stomatitis NOS,0.038607374
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,239,KG00100128,pareses,0.03806271
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,82,KG00097697,abdomen distended,0.037886828
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,144,KG00099610,Leukopenia NOS,0.036463164
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,116,KG00098964,Pain in foot,0.036155801
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,4,KG00098817,epistaxis,0.035962578
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,18,KG00098307,"Pain, Chest",0.035883904
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,191,KG00104055,Biliverdin increased,0.035345539
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,243,KG00100947,Micturition frequency increased,0.035071496
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,494,KG00099838,"Organ Failure, Multiple",0.034728933
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,288,KG00101223,hypophosphataemia,0.034345377
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,194,KG00110727,Neutrophil Count Decreased,0.034079213
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,249,KG00104430,hypoalbuminaemia,0.03399897
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,211,KG00100341,Pruritus NOS,0.033609517
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,35,KG00101507,hypomagnesaemia,0.032948285
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,15,KG00097882,Angina pectoris NOS,0.032320365
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,441,KG00098262,cellulitis nos,0.032258257
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,25,KG00099134,congestive failures heart,0.032116391
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,75,KG00100195,"Dolens, Phlegmasia Alba",0.03173821
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,92,KG00100926,"Infections, Upper Respiratory",0.031019816
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,102,KG00097916,anxieties,0.030780911
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,1,KG00099959,Neutropenia NOS,0.029755525
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,242,KG00100855,tremors,0.029655591
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,268,KG00099557,"Heart Failure, Left-Sided",0.029627509
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,261,KG00101559,raised alkaline phosphatase,0.029625788
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,234,KG00098669,dysgeusias,0.029590853
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,138,KG00098796,epidemic vomiting syndrome,0.029055728
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,466,KG00101205,fall,0.028751917
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,11,KG00097993,Asthma NOS,0.028401243
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,394,KG00100243,"Pneumonia, Aspiration",0.02830833
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,38,KG00098066,Binocular vision disorders,0.028282113
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,282,KG00099309,hypernatraemia,0.028018069
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,139,KG00098855,"Sinusitis, Ethmoid",0.027973428
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,339,KG00100334,proteinurias,0.02665594
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,713,KG00107657,distressed respiratory,0.026018148
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,164,KG00108827,ileus colon,0.024984758
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,132,KG00101045,"Gain, Weight",0.024857692
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,199,KG00098371,Rhinitis (chronic) NOS,0.024850236
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,398,KG00100580,"Shock, Septic",0.02483955
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,183,KG00100449,Adult Respiratory Distress Syndrome,0.02474661
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,257,KG00100922,Erythema NOS,0.024677621
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,286,KG00101110,"Retention, Urinary",0.024644764
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,186,KG00101431,creatinine increased,0.023921296
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,98,KG00097718,"Incised wound, NOS",0.023913214
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,356,KG00112623,Infectious Lung Disorders,0.023856478
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,142,KG00100923,Unspecified infectious and parasitic diseases,0.023525944
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,212,KG00100576,shivers,0.023072701
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,72,KG00103771,myalgias,0.022971597
NCT04809974_Real,trial_2,niagen,0.548587859,0.518739849,66,KG00098642,drowsiness,0.022711491
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,78,KG00099326,Hypertensive diseases,0.175397769
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,17,KG00097991,Asthenia NOS,0.156666562
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,87,KG00098599,diarrhoea,0.14416945
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,177,KG00099299,hyperglycaemia,0.137202322
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,21,KG00098675,dyspnoea,0.12641187
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,46,KG00099121,Headache NOS,0.124106318
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,173,KG00098172,Bronchopneumonia NOS,0.11769034
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,64,KG00097734,"Acrodermatitis, NOS",0.117542349
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,123,KG00099351,hypokalaemia,0.111037314
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,9,KG00098432,Confusion NOS,0.110644042
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,79,KG00100317,"Insomnia, Primary",0.096136749
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,68,KG00099901,nauseas,0.095457941
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,37,KG00097696,"Cramps, Abdominal",0.085777774
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,49,KG00099902,nausea with vomiting,0.083337136
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,104,KG00097963,arthralgias,0.083319902
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,85,KG00098474,coughs,0.082627088
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,77,KG00098450,Constipation NOS,0.081212118
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,114,KG00098933,fevers,0.080464043
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,20,KG00098540,dehydration,0.079802938
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,139,KG00098855,"Sinusitis, Ethmoid",0.072003558
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,14,KG00097852,Anemia NOS,0.067736872
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,126,KG00100076,Pain NOS,0.066855028
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,86,KG00098565,"Depression, Mental",0.064325362
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,122,KG00099321,Hypersensitivity NOS,0.061780807
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,200,KG00098539,"Disorders, Deglutition",0.058635902
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,67,KG00098673,"Dyspepsia, NOS",0.057201549
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,2,KG00100772,thrombocytopaenia,0.05701324
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,180,KG00099363,Hypotension NOS,0.055750024
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,116,KG00098964,Pain in foot,0.054546595
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,76,KG00100450,"Respiratory insufficiency, NOS",0.054446295
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,92,KG00100926,"Infections, Upper Respiratory",0.0506231
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,228,KG00114657,Weight below normal,0.050295763
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,28,KG00099347,hypoglycaemia,0.050075684
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,189,KG00101580,Alanine aminotransferase increase,0.049352746
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,131,KG00100948,Urinary tract infection (& [NOS]),0.048369225
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,29,KG00099354,hyponatraemia,0.048194155
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,72,KG00103771,myalgias,0.047924966
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,102,KG00097916,anxieties,0.047875568
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,147,KG00098000,atelectases,0.047107439
NCT04809974_CF_Leronlimab_NCT04678830_Predicted,trial_1,placebo,0.440548867,0.520796746,101,KG00097901,Anorexia NOS,0.046779916
