rank,drug,file,safety_drug
50,Venetoclax,result_trial_data_NCT04809974_CF_Venetoclax.json,0.438386
51,Palbociclib,result_trial_data_NCT04809974_CF_Palbociclib.json,0.436815
52,Tolrestat,result_trial_data_NCT04809974_CF_Tolrestat.json,0.436016
53,Macimorelin,result_trial_data_NCT04809974_CF_Macimorelin.json,0.435500
54,Telotristat_ethyl,result_trial_data_NCT04809974_CF_Telotristat_ethyl.json,0.434873
55,Dolasetron,result_trial_data_NCT04809974_CF_Dolasetron.json,0.433596
56,Phensuximide,result_trial_data_NCT04809974_CF_Phensuximide.json,0.433059
57,Oseltamivir,result_trial_data_NCT04809974_CF_Oseltamivir.json,0.432952
58,Sunitinib,result_trial_data_NCT04809974_CF_Sunitinib.json,0.432543
59,Buserelin,result_trial_data_NCT04809974_CF_Buserelin.json,0.431536
60,Nalfurafine,result_trial_data_NCT04809974_CF_Nalfurafine.json,0.430877
61,Teriflunomide,result_trial_data_NCT04809974_CF_Teriflunomide.json,0.430129
62,Netilmicin,result_trial_data_NCT04809974_CF_Netilmicin.json,0.430055
63,Gilteritinib,result_trial_data_NCT04809974_CF_Gilteritinib.json,0.429401
64,Cholic_Acid,result_trial_data_NCT04809974_CF_Cholic_Acid.json,0.428363
65,Methylprednisolone_h,result_trial_data_NCT04809974_CF_Methylprednisolone_h.json,0.427998
66,Tacrolimus,result_trial_data_NCT04809974_CF_Tacrolimus.json,0.427980
67,Oxyphenisatin,result_trial_data_NCT04809974_CF_Oxyphenisatin.json,0.427970
68,Lanatoside_C,result_trial_data_NCT04809974_CF_Lanatoside_C.json,0.427941
69,Auranofin,result_trial_data_NCT04809974_CF_Auranofin.json,0.427932
70,Lenalidomide,result_trial_data_NCT04809974_CF_Lenalidomide.json,0.427618
71,Netupitant,result_trial_data_NCT04809974_CF_Netupitant.json,0.427241
72,Epalrestat,result_trial_data_NCT04809974_CF_Epalrestat.json,0.425905
73,Mycophenolic_acid,result_trial_data_NCT04809974_CF_Mycophenolic_acid.json,0.425316
74,Vemurafenib,result_trial_data_NCT04809974_CF_Vemurafenib.json,0.424970
75,Rabeprazole,result_trial_data_NCT04809974_CF_Rabeprazole.json,0.423902
76,Pantoprazole,result_trial_data_NCT04809974_CF_Pantoprazole.json,0.423497
77,Pasireotide,result_trial_data_NCT04809974_CF_Pasireotide.json,0.423112
78,Feprazone,result_trial_data_NCT04809974_CF_Feprazone.json,0.422433
79,Capivasertib,result_trial_data_NCT04809974_CF_Capivasertib.json,0.421509
80,Benzthiazide,result_trial_data_NCT04809974_CF_Benzthiazide.json,0.421241
81,Mycophenolate_mofeti,result_trial_data_NCT04809974_CF_Mycophenolate_mofeti.json,0.421158
82,Penicillamine,result_trial_data_NCT04809974_CF_Penicillamine.json,0.420674
83,Cyclothiazide,result_trial_data_NCT04809974_CF_Cyclothiazide.json,0.420487
84,Prednisone,result_trial_data_NCT04809974_CF_Prednisone.json,0.418885
85,Enasidenib,result_trial_data_NCT04809974_CF_Enasidenib.json,0.417443
86,Desmopressin,result_trial_data_NCT04809974_CF_Desmopressin.json,0.416876
87,Abemaciclib,result_trial_data_NCT04809974_CF_Abemaciclib.json,0.415124
88,Chloroquine,result_trial_data_NCT04809974_CF_Chloroquine.json,0.414422
89,Trilaciclib,result_trial_data_NCT04809974_CF_Trilaciclib.json,0.414171
90,Avatrombopag,result_trial_data_NCT04809974_CF_Avatrombopag.json,0.413630
91,Carbenoxolone,result_trial_data_NCT04809974_CF_Carbenoxolone.json,0.412994
92,Nilutamide,result_trial_data_NCT04809974_CF_Nilutamide.json,0.412493
93,Deoxycholic_acid,result_trial_data_NCT04809974_CF_Deoxycholic_acid.json,0.411877
94,Clothiapine,result_trial_data_NCT04809974_CF_Clothiapine.json,0.411653
95,Terlipressin,result_trial_data_NCT04809974_CF_Terlipressin.json,0.411587
96,Zinc_chloride,result_trial_data_NCT04809974_CF_Zinc_chloride.json,0.410531
97,Vasopressin,result_trial_data_NCT04809974_CF_Vasopressin.json,0.409793
98,Guanethidine,result_trial_data_NCT04809974_CF_Guanethidine.json,0.409501
99,Ponatinib,result_trial_data_NCT04809974_CF_Ponatinib.json,0.409257
100,Fedratinib,result_trial_data_NCT04809974_CF_Fedratinib.json,0.408926
101,Mefruside,result_trial_data_NCT04809974_CF_Mefruside.json,0.408829
102,Tepotinib,result_trial_data_NCT04809974_CF_Tepotinib.json,0.407552
103,Pemigatinib,result_trial_data_NCT04809974_CF_Pemigatinib.json,0.406983
104,Dimethyl_sulfoxide,result_trial_data_NCT04809974_CF_Dimethyl_sulfoxide.json,0.406769
105,Cilazapril,result_trial_data_NCT04809974_CF_Cilazapril.json,0.406468
106,Indoprofen,result_trial_data_NCT04809974_CF_Indoprofen.json,0.405875
107,Lactitol,result_trial_data_NCT04809974_CF_Lactitol.json,0.404574
108,Copanlisib,result_trial_data_NCT04809974_CF_Copanlisib.json,0.403847
109,Avibactam,result_trial_data_NCT04809974_CF_Avibactam.json,0.402872
110,Trandolapril,result_trial_data_NCT04809974_CF_Trandolapril.json,0.402565
111,Fluspirilene,result_trial_data_NCT04809974_CF_Fluspirilene.json,0.402564
112,Dutasteride,result_trial_data_NCT04809974_CF_Dutasteride.json,0.401391
113,Hydrocortisone_succi,result_trial_data_NCT04809974_CF_Hydrocortisone_succi.json,0.401086
114,Eslicarbazepine_acet,result_trial_data_NCT04809974_CF_Eslicarbazepine_acet.json,0.400904
115,Dichloroacetic_acid,result_trial_data_NCT04809974_CF_Dichloroacetic_acid.json,0.400168
116,Cladribine,result_trial_data_NCT04809974_CF_Cladribine.json,0.398545
117,Niraparib,result_trial_data_NCT04809974_CF_Niraparib.json,0.398450
118,Chlormadinone_acetat,result_trial_data_NCT04809974_CF_Chlormadinone_acetat.json,0.398422
119,Tipiracil,result_trial_data_NCT04809974_CF_Tipiracil.json,0.398265
120,Trioxsalen,result_trial_data_NCT04809974_CF_Trioxsalen.json,0.396911
121,Deslanoside,result_trial_data_NCT04809974_CF_Deslanoside.json,0.396519
122,Proguanil,result_trial_data_NCT04809974_CF_Proguanil.json,0.395639
123,Anastrozole,result_trial_data_NCT04809974_CF_Anastrozole.json,0.395419
124,Roxadustat,result_trial_data_NCT04809974_CF_Roxadustat.json,0.395175
125,Eliglustat,result_trial_data_NCT04809974_CF_Eliglustat.json,0.395063
126,Mafenide,result_trial_data_NCT04809974_CF_Mafenide.json,0.395061
127,Seratrodast,result_trial_data_NCT04809974_CF_Seratrodast.json,0.394406
128,Letrozole,result_trial_data_NCT04809974_CF_Letrozole.json,0.394074
129,Chenodeoxycholic_aci,result_trial_data_NCT04809974_CF_Chenodeoxycholic_aci.json,0.393989
130,Lansoprazole,result_trial_data_NCT04809974_CF_Lansoprazole.json,0.392908
131,Cobalt_chloride,result_trial_data_NCT04809974_CF_Cobalt_chloride.json,0.392838
132,Cortisone_acetate,result_trial_data_NCT04809974_CF_Cortisone_acetate.json,0.392424
133,Atracurium,result_trial_data_NCT04809974_CF_Atracurium.json,0.392151
134,Crizotinib,result_trial_data_NCT04809974_CF_Crizotinib.json,0.391580
135,Spirapril,result_trial_data_NCT04809974_CF_Spirapril.json,0.391501
136,Tafamidis,result_trial_data_NCT04809974_CF_Tafamidis.json,0.391434
137,Sonidegib,result_trial_data_NCT04809974_CF_Sonidegib.json,0.390716
138,Midostaurin,result_trial_data_NCT04809974_CF_Midostaurin.json,0.389911
139,Binimetinib,result_trial_data_NCT04809974_CF_Binimetinib.json,0.389510
140,Vandetanib,result_trial_data_NCT04809974_CF_Vandetanib.json,0.387746
141,Trilostane,result_trial_data_NCT04809974_CF_Trilostane.json,0.387470
142,Alvimopan,result_trial_data_NCT04809974_CF_Alvimopan.json,0.387417
143,Estramustine_phospha,result_trial_data_NCT04809974_CF_Estramustine_phospha.json,0.387191
144,Metildigoxin,result_trial_data_NCT04809974_CF_Metildigoxin.json,0.386485
145,Medrysone,result_trial_data_NCT04809974_CF_Medrysone.json,0.386412
146,Daunorubicin,result_trial_data_NCT04809974_CF_Daunorubicin.json,0.386326
147,Sulfathiourea,result_trial_data_NCT04809974_CF_Sulfathiourea.json,0.386256
148,Enalapril,result_trial_data_NCT04809974_CF_Enalapril.json,0.385677
149,Quinapril,result_trial_data_NCT04809974_CF_Quinapril.json,0.385573
150,Exemestane,result_trial_data_NCT04809974_CF_Exemestane.json,0.385172
151,Metaraminol,result_trial_data_NCT04809974_CF_Metaraminol.json,0.384798
152,Quizartinib,result_trial_data_NCT04809974_CF_Quizartinib.json,0.384525
153,Finasteride,result_trial_data_NCT04809974_CF_Finasteride.json,0.383877
154,Chlortetracycline,result_trial_data_NCT04809974_CF_Chlortetracycline.json,0.383287
155,Belinostat,result_trial_data_NCT04809974_CF_Belinostat.json,0.383269
156,Methimazole,result_trial_data_NCT04809974_CF_Methimazole.json,0.382972
157,Istradefylline,result_trial_data_NCT04809974_CF_Istradefylline.json,0.381975
158,Sparteine,result_trial_data_NCT04809974_CF_Sparteine.json,0.381658
159,Lomustine,result_trial_data_NCT04809974_CF_Lomustine.json,0.381637
160,Acalabrutinib,result_trial_data_NCT04809974_CF_Acalabrutinib.json,0.381476
161,Etacrynic_acid,result_trial_data_NCT04809974_CF_Etacrynic_acid.json,0.381369
162,Palonosetron,result_trial_data_NCT04809974_CF_Palonosetron.json,0.381240
163,Dexamethasone_acetat,result_trial_data_NCT04809974_CF_Dexamethasone_acetat.json,0.380392
164,Bendamustine,result_trial_data_NCT04809974_CF_Bendamustine.json,0.380352
165,Cromoglicic_acid,result_trial_data_NCT04809974_CF_Cromoglicic_acid.json,0.379578
166,Tirbanibulin,result_trial_data_NCT04809974_CF_Tirbanibulin.json,0.379476
167,Trichlormethiazide,result_trial_data_NCT04809974_CF_Trichlormethiazide.json,0.379363
168,Phenformin,result_trial_data_NCT04809974_CF_Phenformin.json,0.378937
169,Chloroform,result_trial_data_NCT04809974_CF_Chloroform.json,0.378782
170,Infigratinib,result_trial_data_NCT04809974_CF_Infigratinib.json,0.378759
171,Hydroxychloroquine,result_trial_data_NCT04809974_CF_Hydroxychloroquine.json,0.378726
172,Clomipramine,result_trial_data_NCT04809974_CF_Clomipramine.json,0.378703
173,Norethindrone_enanth,result_trial_data_NCT04809974_CF_Norethindrone_enanth.json,0.377999
174,Lisinopril,result_trial_data_NCT04809974_CF_Lisinopril.json,0.377729
175,Sorafenib,result_trial_data_NCT04809974_CF_Sorafenib.json,0.377286
176,Tannic_acid,result_trial_data_NCT04809974_CF_Tannic_acid.json,0.376433
177,Phenethyl_Isothiocya,result_trial_data_NCT04809974_CF_Phenethyl_Isothiocya.json,0.376406
178,Zinc_sulfate__unspec,result_trial_data_NCT04809974_CF_Zinc_sulfate__unspec.json,0.376218
179,Pramipexole,result_trial_data_NCT04809974_CF_Pramipexole.json,0.375901
180,Irinotecan,result_trial_data_NCT04809974_CF_Irinotecan.json,0.375898
181,Erdafitinib,result_trial_data_NCT04809974_CF_Erdafitinib.json,0.375886
182,Felbinac,result_trial_data_NCT04809974_CF_Felbinac.json,0.375071
183,Tropisetron,result_trial_data_NCT04809974_CF_Tropisetron.json,0.374733
184,Metacycline,result_trial_data_NCT04809974_CF_Metacycline.json,0.374542
185,Canrenone,result_trial_data_NCT04809974_CF_Canrenone.json,0.374498
186,Proglumide,result_trial_data_NCT04809974_CF_Proglumide.json,0.374252
187,Telaprevir,result_trial_data_NCT04809974_CF_Telaprevir.json,0.374148
188,Selenomethionine,result_trial_data_NCT04809974_CF_Selenomethionine.json,0.373464
189,Dienestrol,result_trial_data_NCT04809974_CF_Dienestrol.json,0.373157
190,Lusutrombopag,result_trial_data_NCT04809974_CF_Lusutrombopag.json,0.373053
191,Gamolenic_acid,result_trial_data_NCT04809974_CF_Gamolenic_acid.json,0.373005
192,Cyclosporine,result_trial_data_NCT04809974_CF_Cyclosporine.json,0.372906
193,Ouabain,result_trial_data_NCT04809974_CF_Ouabain.json,0.372651
194,Sulfamethoxypyridazi,result_trial_data_NCT04809974_CF_Sulfamethoxypyridazi.json,0.371974
195,Ropinirole,result_trial_data_NCT04809974_CF_Ropinirole.json,0.371451
196,Bortezomib,result_trial_data_NCT04809974_CF_Bortezomib.json,0.371158
197,Carbocisteine,result_trial_data_NCT04809974_CF_Carbocisteine.json,0.371093
198,Benoxaprofen,result_trial_data_NCT04809974_CF_Benoxaprofen.json,0.370820
199,Bethanidine,result_trial_data_NCT04809974_CF_Bethanidine.json,0.370722
200,Perazine,result_trial_data_NCT04809974_CF_Perazine.json,0.370557
201,Sulthiame,result_trial_data_NCT04809974_CF_Sulthiame.json,0.370099
202,Neratinib,result_trial_data_NCT04809974_CF_Neratinib.json,0.370059
203,Dexrazoxane,result_trial_data_NCT04809974_CF_Dexrazoxane.json,0.369819
204,Hexocyclium,result_trial_data_NCT04809974_CF_Hexocyclium.json,0.369703
205,Methocarbamol,result_trial_data_NCT04809974_CF_Methocarbamol.json,0.369339
206,Flunisolide,result_trial_data_NCT04809974_CF_Flunisolide.json,0.369332
207,Vindesine,result_trial_data_NCT04809974_CF_Vindesine.json,0.369059
208,Citric_acid,result_trial_data_NCT04809974_CF_Citric_acid.json,0.368775
209,Debrisoquine,result_trial_data_NCT04809974_CF_Debrisoquine.json,0.368242
210,Rucaparib,result_trial_data_NCT04809974_CF_Rucaparib.json,0.368019
211,Ethylestrenol,result_trial_data_NCT04809974_CF_Ethylestrenol.json,0.367494
212,Bosutinib,result_trial_data_NCT04809974_CF_Bosutinib.json,0.367409
213,Perindopril,result_trial_data_NCT04809974_CF_Perindopril.json,0.366639
214,Buformin,result_trial_data_NCT04809974_CF_Buformin.json,0.366375
215,Chromic_chloride,result_trial_data_NCT04809974_CF_Chromic_chloride.json,0.365821
216,Ethoxzolamide,result_trial_data_NCT04809974_CF_Ethoxzolamide.json,0.365374
217,Megestrol_acetate,result_trial_data_NCT04809974_CF_Megestrol_acetate.json,0.365259
218,Fulvestrant,result_trial_data_NCT04809974_CF_Fulvestrant.json,0.364998
219,Artesunate,result_trial_data_NCT04809974_CF_Artesunate.json,0.364976
220,Cefepime,result_trial_data_NCT04809974_CF_Cefepime.json,0.364965
221,Miglustat,result_trial_data_NCT04809974_CF_Miglustat.json,0.364781
222,Phenoxybenzamine,result_trial_data_NCT04809974_CF_Phenoxybenzamine.json,0.364327
223,Loracarbef,result_trial_data_NCT04809974_CF_Loracarbef.json,0.364294
224,Alosetron,result_trial_data_NCT04809974_CF_Alosetron.json,0.364203
225,Lymecycline,result_trial_data_NCT04809974_CF_Lymecycline.json,0.363849
226,Docetaxel,result_trial_data_NCT04809974_CF_Docetaxel.json,0.363811
227,Ebastine,result_trial_data_NCT04809974_CF_Ebastine.json,0.363785
228,Rimexolone,result_trial_data_NCT04809974_CF_Rimexolone.json,0.363641
229,Amrinone,result_trial_data_NCT04809974_CF_Amrinone.json,0.363400
230,Trimetrexate,result_trial_data_NCT04809974_CF_Trimetrexate.json,0.363320
231,Cetrorelix,result_trial_data_NCT04809974_CF_Cetrorelix.json,0.362424
232,Asenapine,result_trial_data_NCT04809974_CF_Asenapine.json,0.362305
233,Colchicine,result_trial_data_NCT04809974_CF_Colchicine.json,0.361463
234,Methotrexate,result_trial_data_NCT04809974_CF_Methotrexate.json,0.361043
235,Artenimol,result_trial_data_NCT04809974_CF_Artenimol.json,0.360664
236,Muzolimine,result_trial_data_NCT04809974_CF_Muzolimine.json,0.360347
237,Carglumic_acid,result_trial_data_NCT04809974_CF_Carglumic_acid.json,0.360343
238,Boceprevir,result_trial_data_NCT04809974_CF_Boceprevir.json,0.360031
239,Colfosceril_palmitat,result_trial_data_NCT04809974_CF_Colfosceril_palmitat.json,0.359740
240,Methyclothiazide,result_trial_data_NCT04809974_CF_Methyclothiazide.json,0.359571
241,Ceftibuten,result_trial_data_NCT04809974_CF_Ceftibuten.json,0.359566
242,Tetrabromo_2_Benzotr,result_trial_data_NCT04809974_CF_Tetrabromo_2_Benzotr.json,0.359335
243,Clobutinol,result_trial_data_NCT04809974_CF_Clobutinol.json,0.359309
244,Perphenazine_enantha,result_trial_data_NCT04809974_CF_Perphenazine_enantha.json,0.359240
245,Cyclophosphamide,result_trial_data_NCT04809974_CF_Cyclophosphamide.json,0.358448
246,Desvenlafaxine,result_trial_data_NCT04809974_CF_Desvenlafaxine.json,0.358349
247,Valsartan,result_trial_data_NCT04809974_CF_Valsartan.json,0.358287
248,Osilodrostat,result_trial_data_NCT04809974_CF_Osilodrostat.json,0.358186
249,Estradiol_cypionate,result_trial_data_NCT04809974_CF_Estradiol_cypionate.json,0.357909
250,Ifosfamide,result_trial_data_NCT04809974_CF_Ifosfamide.json,0.357907
251,Metipranolol,result_trial_data_NCT04809974_CF_Metipranolol.json,0.357635
252,Axitinib,result_trial_data_NCT04809974_CF_Axitinib.json,0.357419
253,Rotigotine,result_trial_data_NCT04809974_CF_Rotigotine.json,0.357134
254,Vincristine,result_trial_data_NCT04809974_CF_Vincristine.json,0.356468
255,Tazemetostat,result_trial_data_NCT04809974_CF_Tazemetostat.json,0.356378
256,Latamoxef,result_trial_data_NCT04809974_CF_Latamoxef.json,0.356080
257,Dosulepin,result_trial_data_NCT04809974_CF_Dosulepin.json,0.355858
258,Cyclopenthiazide,result_trial_data_NCT04809974_CF_Cyclopenthiazide.json,0.355640
259,Lofepramine,result_trial_data_NCT04809974_CF_Lofepramine.json,0.355618
260,Clobazam,result_trial_data_NCT04809974_CF_Clobazam.json,0.355418
261,Meticillin,result_trial_data_NCT04809974_CF_Meticillin.json,0.355401
262,Methapyrilene,result_trial_data_NCT04809974_CF_Methapyrilene.json,0.355322
263,Terodiline,result_trial_data_NCT04809974_CF_Terodiline.json,0.355044
264,Protriptyline,result_trial_data_NCT04809974_CF_Protriptyline.json,0.354905
265,Benfluorex,result_trial_data_NCT04809974_CF_Benfluorex.json,0.354692
266,Idarubicin,result_trial_data_NCT04809974_CF_Idarubicin.json,0.354676
267,Pacritinib,result_trial_data_NCT04809974_CF_Pacritinib.json,0.353634
268,Capmatinib,result_trial_data_NCT04809974_CF_Capmatinib.json,0.353378
269,Amifampridine,result_trial_data_NCT04809974_CF_Amifampridine.json,0.353302
270,Chlorphenesin_carbam,result_trial_data_NCT04809974_CF_Chlorphenesin_carbam.json,0.353274
271,Pinacidil,result_trial_data_NCT04809974_CF_Pinacidil.json,0.352886
272,Butriptyline,result_trial_data_NCT04809974_CF_Butriptyline.json,0.352809
273,Pentolinium,result_trial_data_NCT04809974_CF_Pentolinium.json,0.352797
274,Promazine,result_trial_data_NCT04809974_CF_Promazine.json,0.352758
275,Cefoperazone,result_trial_data_NCT04809974_CF_Cefoperazone.json,0.352586
276,Candesartan_cilexeti,result_trial_data_NCT04809974_CF_Candesartan_cilexeti.json,0.352580
277,Dactinomycin,result_trial_data_NCT04809974_CF_Dactinomycin.json,0.352457
278,Sulfamerazine,result_trial_data_NCT04809974_CF_Sulfamerazine.json,0.351503
279,Desonide,result_trial_data_NCT04809974_CF_Desonide.json,0.351480
280,Isoxicam,result_trial_data_NCT04809974_CF_Isoxicam.json,0.351426
281,Penfluridol,result_trial_data_NCT04809974_CF_Penfluridol.json,0.351000
282,Azathioprine,result_trial_data_NCT04809974_CF_Azathioprine.json,0.350995
283,Proscillaridin,result_trial_data_NCT04809974_CF_Proscillaridin.json,0.350506
284,Menadione,result_trial_data_NCT04809974_CF_Menadione.json,0.349848
285,Urethane,result_trial_data_NCT04809974_CF_Urethane.json,0.349353
286,Allylestrenol,result_trial_data_NCT04809974_CF_Allylestrenol.json,0.349282
287,Zinc_acetate,result_trial_data_NCT04809974_CF_Zinc_acetate.json,0.349101
288,Fenfluramine,result_trial_data_NCT04809974_CF_Fenfluramine.json,0.349075
289,Everolimus,result_trial_data_NCT04809974_CF_Everolimus.json,0.349074
290,Azatadine,result_trial_data_NCT04809974_CF_Azatadine.json,0.348915
291,Cannabidiol,result_trial_data_NCT04809974_CF_Cannabidiol.json,0.348790
292,Prednisolone,result_trial_data_NCT04809974_CF_Prednisolone.json,0.348722
293,Mephenytoin,result_trial_data_NCT04809974_CF_Mephenytoin.json,0.348632
294,Meptazinol,result_trial_data_NCT04809974_CF_Meptazinol.json,0.348045
295,Cefalotin,result_trial_data_NCT04809974_CF_Cefalotin.json,0.347787
296,Hydroflumethiazide,result_trial_data_NCT04809974_CF_Hydroflumethiazide.json,0.347667
297,Azapropazone,result_trial_data_NCT04809974_CF_Azapropazone.json,0.347550
298,Taurolidine,result_trial_data_NCT04809974_CF_Taurolidine.json,0.347389
299,Pirprofen,result_trial_data_NCT04809974_CF_Pirprofen.json,0.347310
300,Myristic_acid,result_trial_data_NCT04809974_CF_Myristic_acid.json,0.347005
301,Sitaxentan,result_trial_data_NCT04809974_CF_Sitaxentan.json,0.346803
302,Duvelisib,result_trial_data_NCT04809974_CF_Duvelisib.json,0.346574
303,Deflazacort,result_trial_data_NCT04809974_CF_Deflazacort.json,0.346361
304,Irbesartan,result_trial_data_NCT04809974_CF_Irbesartan.json,0.346213
305,Artemether,result_trial_data_NCT04809974_CF_Artemether.json,0.345529
306,Insulin_human,result_trial_data_NCT04809974_CF_Insulin_human.json,0.345475
307,Alcuronium,result_trial_data_NCT04809974_CF_Alcuronium.json,0.345421
308,Levothyroxine,result_trial_data_NCT04809974_CF_Levothyroxine.json,0.345382
309,Caspofungin,result_trial_data_NCT04809974_CF_Caspofungin.json,0.344926
310,Dihydrostreptomycin,result_trial_data_NCT04809974_CF_Dihydrostreptomycin.json,0.344720
311,Picotamide,result_trial_data_NCT04809974_CF_Picotamide.json,0.344558
312,Protirelin,result_trial_data_NCT04809974_CF_Protirelin.json,0.344472
313,Spectinomycin,result_trial_data_NCT04809974_CF_Spectinomycin.json,0.344297
314,Ketamine,result_trial_data_NCT04809974_CF_Ketamine.json,0.344017
315,Plerixafor,result_trial_data_NCT04809974_CF_Plerixafor.json,0.343910
316,Chlorprothixene,result_trial_data_NCT04809974_CF_Chlorprothixene.json,0.343895
317,Pentagastrin,result_trial_data_NCT04809974_CF_Pentagastrin.json,0.343748
318,Cephaloglycin,result_trial_data_NCT04809974_CF_Cephaloglycin.json,0.343736
319,Norethynodrel,result_trial_data_NCT04809974_CF_Norethynodrel.json,0.343412
320,Etrasimod,result_trial_data_NCT04809974_CF_Etrasimod.json,0.343358
321,Cefodizime,result_trial_data_NCT04809974_CF_Cefodizime.json,0.343262
322,Mefloquine,result_trial_data_NCT04809974_CF_Mefloquine.json,0.343149
323,Pyrvinium,result_trial_data_NCT04809974_CF_Pyrvinium.json,0.342801
324,Metyrosine,result_trial_data_NCT04809974_CF_Metyrosine.json,0.342685
325,Glibornuride,result_trial_data_NCT04809974_CF_Glibornuride.json,0.342352
326,Pentetic_acid,result_trial_data_NCT04809974_CF_Pentetic_acid.json,0.342289
327,Dihydrotachysterol,result_trial_data_NCT04809974_CF_Dihydrotachysterol.json,0.342263
328,Vismodegib,result_trial_data_NCT04809974_CF_Vismodegib.json,0.342103
329,Lercanidipine,result_trial_data_NCT04809974_CF_Lercanidipine.json,0.341892
330,Leuprolide,result_trial_data_NCT04809974_CF_Leuprolide.json,0.341749
331,Alclofenac,result_trial_data_NCT04809974_CF_Alclofenac.json,0.341610
332,Dexchlorpheniramine,result_trial_data_NCT04809974_CF_Dexchlorpheniramine.json,0.341478
333,Veralipride,result_trial_data_NCT04809974_CF_Veralipride.json,0.341365
334,Lorlatinib,result_trial_data_NCT04809974_CF_Lorlatinib.json,0.341198
335,Raltitrexed,result_trial_data_NCT04809974_CF_Raltitrexed.json,0.341061
336,Nikethamide,result_trial_data_NCT04809974_CF_Nikethamide.json,0.340584
337,Tubocurarine,result_trial_data_NCT04809974_CF_Tubocurarine.json,0.340193
