rank	drug	file_base	safety_score	efficacy_score	ae_score	safety_norm	efficacy_norm	ae_inverse_norm	composite_score
60	Dorzolamide	NCT04809974_CF_Dorzolamide	0.302499	0.524902	1.0074001467553877	0.36344899293967703	0.6529480443666091	0.432491774431908	0.493057169808896
61	Fluvastatin	NCT04809974_CF_Fluvastatin	0.226564	0.527645	1.1540575017686914	0.2361032383571752	0.8130764740221873	0.3665905637574154	0.49298999770322816
62	Guanosine_5__Diphosp	NCT04809974_CF_Guanosine_5__Diphosp	0.295124	0.527297	2.005741229047997	0.3510808499220178	0.7927612375948659	0.17437214395076633	0.49241126379690686
63	Tulobuterol	NCT04809974_CF_Tulobuterol	0.290892	0.527084	1.7544943666085584	0.34398363212530814	0.7803269118505566	0.21167076454028655	0.49205837049840323
64	Seratrodast	NCT04809974_CF_Seratrodast	0.394406	0.524674	2.259747445676474	0.5175803719666605	0.6396380618797436	0.14509501109827655	0.49190637575821694
65	Eslicarbazepine_acet	NCT04809974_CF_Eslicarbazepine_acet	0.400904	0.524328	2.11901511736214	0.5284777541129316	0.6194395796847665	0.16044891850290982	0.49125671721966124
66	Dopamine	NCT04809974_CF_Dopamine	0.24155	0.527031	1.123246466892304	0.26123530496905867	0.7772329246935239	0.3790077381083567	0.4911888394867044
67	Bromfenac	NCT04809974_CF_Bromfenac	0.205675	0.526689	0.8388882491970411	0.20107162622214025	0.7572679509632224	0.5366619632263322	0.49066822351941153
68	Tipranavir	NCT04809974_CF_Tipranavir	0.26216	0.528331	2.23124546795152	0.29579902396484936	0.8531231757151216	0.14804816951425503	0.4891785137748394
69	Pasireotide	NCT04809974_CF_Pasireotide	0.423112	0.524129	2.8986576268915067	0.5657213771822436	0.6078225335668412	0.09413822998396598	0.4882452102964272
70	Bethanidine	NCT04809974_CF_Bethanidine	0.370722	0.524866	2.037362369685432	0.47786144325747537	0.6508464681844769	0.1703296130054262	0.4855490871778662
71	Trilostane	NCT04809974_CF_Trilostane	0.38747	0.524452	2.105327909346668	0.505948447902866	0.6266783420899045	0.16205172121409017	0.48546106023992625
72	Amlexanox	NCT04809974_CF_Amlexanox	0.44212	0.523345	2.752190659334881	0.5975984839591475	0.5620548744891992	0.10372965763342751	0.48460727490602423
73	Oseltamivir	NCT04809974_CF_Oseltamivir	0.432952	0.522993	2.0033431462477878	0.5822234147813983	0.5415061295972022	0.17468392730960586	0.4844286032133614
74	Benzoic_acid	NCT04809974_CF_Benzoic_acid	0.263524	0.52722	1.571904505090786	0.29808650153448824	0.7882661996497408	0.24625813343311315	0.4837927071603143
75	Rabeprazole	NCT04809974_CF_Rabeprazole	0.423902	0.522031	1.3106779429130238	0.5670462358919317	0.4853473438412174	0.3124971977213552	0.48345687143753074
76	Vitamin_A	NCT04809974_CF_Vitamin_A	0.240385	0.525791	0.9094454759149796	0.25928155763135385	0.7048453006421509	0.48834721425899685	0.4833201861612013
77	Isoetharine	NCT04809974_CF_Isoetharine	0.321564	0.525866	1.7824667382985333	0.3954216907880394	0.7092235843549317	0.206997989415481	0.48325770794028466
78	Cromoglicic_acid	NCT04809974_CF_Cromoglicic_acid	0.379578	0.524209	1.818943369761108	0.4927132770967148	0.6124927028604827	0.20112048294045087	0.4823064885709692
79	Hexaminolevulinate	NCT04809974_CF_Hexaminolevulinate	0.334415	0.523099	0.924212276400065	0.4169732848110819	0.5476941039112676	0.4791690249694189	0.48170076048282356
80	Dichloroacetic_acid	NCT04809974_CF_Dichloroacetic_acid	0.400168	0.524025	2.223060325579716	0.5272434553656778	0.6017513134851137	0.14891024767301403	0.48137995707491943
81	Prasterone	NCT04809974_CF_Prasterone	0.28696	0.52514	1.0954783142195064	0.3373895252310118	0.6668417980151831	0.390797014392756	0.4798519321770292
82	Cabozantinib	NCT04809974_CF_Cabozantinib	0.478943	0.522781	4.922902247309684	0.6593519931576918	0.529130180969065	0.02003043978822552	0.47939895760834783
83	Pomalidomide	NCT04809974_CF_Pomalidomide	0.587253	0.519689	5.1076844356954085	0.8409917992922907	0.3486281377699933	0.01619130075686156	0.47908623497628594
84	Fluoxetine	NCT04809974_CF_Fluoxetine	0.336646	0.524072	1.2196802139398626	0.4207147528886951	0.6044950379451265	0.34223491221708247	0.47853089877694516
85	Flumazenil	NCT04809974_CF_Flumazenil	0.229465	0.527822	1.5050767580047233	0.2409683207835114	0.823409223584358	0.261014893491749	0.47795399644549763
86	Pranlukast	NCT04809974_CF_Pranlukast	0.332155	0.525269	1.7378904832992683	0.41318318267956866	0.6743724460011687	0.21451558126715053	0.47792536772572514
87	Ivosidenib	NCT04809974_CF_Ivosidenib	0.448611	0.523021	3.060610164143143	0.6084841268510288	0.5431406888499702	0.08460144871822851	0.4775702160240453
88	Salbutamol	NCT04809974_CF_Salbutamol	0.166661	0.526313	0.7153453002567384	0.13564373039963779	0.7353181552831329	0.6442136255373467	0.4772274793805777
89	Finasteride	NCT04809974_CF_Finasteride	0.383877	0.523586	1.6346838854718932	0.49992285632829664	0.576123759486283	0.23349444811554826	0.4771175359489416
90	Dobutamine	NCT04809974_CF_Dobutamine	0.225936	0.525713	0.869672098616136	0.23505005953479013	0.7002918855808535	0.5146183754519604	0.4770604531366496
91	Auranofin	NCT04809974_CF_Auranofin	0.427932	0.523336	2.6101477396441606	0.5738046923476832	0.5615294804436693	0.11405953076592304	0.47694557526972564
92	Nilutamide	NCT04809974_CF_Nilutamide	0.412493	0.523496	2.274571230262516	0.5479129282731556	0.5708698190309396	0.14358833932159124	0.4762307667859564
93	Bosentan	NCT04809974_CF_Bosentan	0.322376	0.526166	2.3735157141694776	0.39678344429723794	0.7267367192060746	0.13401377682981036	0.4762108207672871
94	Nortriptyline	NCT04809974_CF_Nortriptyline	0.309722	0.524771	1.2334923340473305	0.37556222643344683	0.6453006421482792	0.33743871628825445	0.4758328906903413
95	Miglustat	NCT04809974_CF_Miglustat	0.364781	0.524741	2.188927375059573	0.4678981703533516	0.6435493286631668	0.15257470977105655	0.47509394156081874
96	Romidepsin	NCT04809974_CF_Romidepsin	0.440057	0.523255	3.382130576437337	0.5941387579868856	0.5568009340338621	0.06837478758044443	0.474050834324388
97	Mycophenolate_mofeti	NCT04809974_CF_Mycophenolate_mofeti	0.421158	0.522553	1.7464823298389074	0.5624444481711919	0.5158201984821995	0.2130367490142097	0.4739132084641985
98	Sulthiame	NCT04809974_CF_Sulthiame	0.370099	0.524837	2.569945275830104	0.47681664961679726	0.6491535318155303	0.11719052817134533	0.4738261782072001
99	Arsenic_trioxide	NCT04809974_CF_Arsenic_trioxide	0.307511	0.526531	2.446680050040593	0.3718542990826611	0.74804436660829	0.12743190916391847	0.4734458481091642
100	Testosterone_propion	NCT04809974_CF_Testosterone_propion	0.447326	0.521732	1.7452229595277435	0.6063291351523588	0.4678925861062466	0.2132526016422155	0.4723392088318853
101	Mafenide	NCT04809974_CF_Mafenide	0.395061	0.523588	2.04414914390072	0.5186788307702628	0.5762405137186274	0.1694782759343933	0.47186339298243474
102	Telmisartan	NCT04809974_CF_Telmisartan	0.300331	0.526729	2.5514525648904947	0.3598131781515706	0.7596030356100432	0.11866388591719687	0.47149926268808484
103	Treprostinil	NCT04809974_CF_Treprostinil	0.256755	0.527294	1.8549625914078187	0.2867346425397039	0.792586106246356	0.195543504143342	0.47083700034309234
104	Epinastine	NCT04809974_CF_Epinastine	0.277265	0.526004	1.4377498721703867	0.3211306579013567	0.7172796263864603	0.2772690914000428	0.4708179319951354
105	Taurolidine	NCT04809974_CF_Taurolidine	0.347389	0.524969	2.128126307902856	0.43873115430411386	0.6568593111500324	0.15939340771341673	0.4701148677243419
106	Resveratrol	NCT04809974_CF_Resveratrol	0.203753	0.527085	1.1000930971698817	0.19784836237401265	0.7803852889667288	0.38879652129085385	0.4690527647944674
107	Isoprenaline	NCT04809974_CF_Isoprenaline	0.24483	0.524713	0.8512591165141186	0.2667359841687769	0.6419147694103923	0.5276118655849943	0.46898267454866654
108	Caspofungin	NCT04809974_CF_Caspofungin	0.344926	0.524216	1.571561792353166	0.434600613795301	0.6129013426736748	0.24633060900136644	0.4682669043878636
109	Nicotine	NCT04809974_CF_Nicotine	0.172489	0.525999	0.7435873651411364	0.14541749819718594	0.716987740805606	0.6164760997342822	0.46825731554797323
110	Pimavanserin	NCT04809974_CF_Pimavanserin	0.220935	0.528167	1.822162367939016	0.22666320079156116	0.8435493286631695	0.20061310277816066	0.46820763233752444
111	Latanoprostene_bunod	NCT04809974_CF_Latanoprostene_bunod	0.28735	0.52495	1.2026151437545176	0.338043569404149	0.6557501459427941	0.34831282459900587	0.4671800510585784
112	Penicillamine	NCT04809974_CF_Penicillamine	0.420674	0.521793	1.5082972990814576	0.5616327625819652	0.47145359019264343	0.26027375009508297	0.4652892911288601
113	Danazol	NCT04809974_CF_Danazol	0.272016	0.525978	1.4669364884030054	0.31232789414546613	0.7157618213660234	0.27003959406256955	0.46524380501710977
114	Loteprednol_etabonat	NCT04809974_CF_Loteprednol_etabonat	0.235126	0.523201	0.6562523693428353	0.25046202351204955	0.5536485697606573	0.7099745516668573	0.46363914764245423
115	Fulvestrant	NCT04809974_CF_Fulvestrant	0.364998	0.523262	1.4811173470225163	0.4682620872394305	0.5572095738470542	0.26662985809477463	0.4635146360535488
116	Rotigotine	NCT04809974_CF_Rotigotine	0.357134	0.524919	2.9395995306782403	0.4550738734508378	0.6539404553415096	0.09162806685725564	0.46193134488839005
117	Vorinostat	NCT04809974_CF_Vorinostat	0.307168	0.526431	3.100547694484701	0.3712790756175686	0.7422066549912445	0.08240281048123002	0.46187485433977127
118	Ceftriaxone	NCT04809974_CF_Ceftriaxone	0.272197	0.524903	1.1362670296337434	0.3126314377232555	0.6530064214827813	0.373678154356142	0.4609907745536432
119	Carbamoylcholine	NCT04809974_CF_Carbamoylcholine	0.30362	0.524132	1.178212207532486	0.36532895067836124	0.6079976649153577	0.35731009766759914	0.4607926657710074
120	Phenethyl_Isothiocya	NCT04809974_CF_Phenethyl_Isothiocya	0.376406	0.523999	2.434676871355621	0.4873937178218652	0.6002335084646834	0.1284845901144256	0.4607478085375045
121	Articaine	NCT04809974_CF_Articaine	0.174625	0.522644	0.4990644954959841	0.14899964782236833	0.5211325160537087	0.9607069664329134	0.46019425883701354
122	Halazepam	NCT04809974_CF_Halazepam	0.29377	0.525742	1.85257250391878	0.34881014271579264	0.7019848219498003	0.19590685185753082	0.4594993562377433
123	Propranolol	NCT04809974_CF_Propranolol	0.280694	0.523908	0.9687995144515276	0.32688121551594024	0.5949211908931742	0.4531540190861787	0.4593517663808816
124	Obeticholic_acid	NCT04809974_CF_Obeticholic_acid	0.446663	0.521842	2.3529342445079218	0.6052172600580255	0.47431406888500055	0.13593905499266237	0.4590003425757429
125	Lansoprazole	NCT04809974_CF_Lansoprazole	0.392908	0.521312	1.134831178141756	0.515068171527277	0.4433741973146543	0.3742598781967938	0.4582289231761313
126	Bupropion	NCT04809974_CF_Bupropion	0.293264	0.524053	1.111364631354807	0.34796156232705566	0.6033858727378882	0.38398019363244656	0.4573350127524669
127	Acetylcarnitine	NCT04809974_CF_Acetylcarnitine	0.288224	0.524705	1.279244541074147	0.3395092991665129	0.6414477524810281	0.3222912140683656	0.45684106347268955
128	Ritonavir	NCT04809974_CF_Ritonavir	0.214649	0.527459	1.5726776374271123	0.2161213503496621	0.8022183304144804	0.24609475039354295	0.4565548223843656
129	Roflumilast	NCT04809974_CF_Roflumilast	0.200676	0.528318	1.8918325042584891	0.19268812155159404	0.8523642732049033	0.1900547563456353	0.45603190917172604
130	Venetoclax	NCT04809974_CF_Venetoclax	0.438386	0.522563	3.477535753790288	0.5913364302604438	0.5164039696439015	0.06413709964135916	0.45592357989001
131	Montelukast	NCT04809974_CF_Montelukast	0.258983	0.524838	1.0849762298399566	0.290471079508293	0.6492119089317023	0.3954130643263138	0.4549558082412609
132	Brimonidine	NCT04809974_CF_Brimonidine	0.314014	0.523533	1.1653303493512772	0.38276006641063914	0.5730297723292503	0.36221155178403536	0.4547582458527629
133	Estramustine_phospha	NCT04809974_CF_Estramustine_phospha	0.387191	0.521921	1.351726865884846	0.5054805547636219	0.4789258610624635	0.3003930048958417	0.4538411673096025
134	Naphazoline	NCT04809974_CF_Naphazoline	0.245815	0.525632	1.223898417595772	0.2683878649650338	0.6955633391710463	0.34075867824592715	0.45373221730361746
135	Rocuronium	NCT04809974_CF_Rocuronium	0.212039	0.523298	0.6429178116959501	0.21174428549866678	0.5593111500291928	0.7264854716850269	0.45371926854814926
136	Felbinac	NCT04809974_CF_Felbinac	0.375071	0.523024	1.75719864098355	0.48515487430612625	0.5433158201984867	0.2112125204006967	0.4536307818819845
137	Stiripentol	NCT04809974_CF_Stiripentol	0.290039	0.525337	1.682674458343534	0.34255312012611316	0.6783420899007642	0.2243797759287792	0.45323403919650673
138	Ketanserin	NCT04809974_CF_Ketanserin	0.281044	0.525608	1.696552956849335	0.3274681782354224	0.6941622883829539	0.2218400084171586	0.45302018833078217
139	Metyrapone	NCT04809974_CF_Metyrapone	0.233782	0.526106	1.279703178908674	0.24820808666923813	0.7232340922358435	0.32214485283507655	0.453005842129048
140	Ebastine	NCT04809974_CF_Ebastine	0.363785	0.523594	1.989763958519323	0.4662278421573396	0.5765907764156473	0.17646358260531728	0.4524201639502582
141	Vinorelbine	NCT04809974_CF_Vinorelbine	0.276648	0.525412	1.5282988893799467	0.3200959264787268	0.682720373613545	0.25574072336805526	0.4522746647105198
142	Sunitinib	NCT04809974_CF_Sunitinib	0.432543	0.522936	4.869566153734921	0.581537506917775	0.5381786339754809	0.021192767856657697	0.4521250099286339
143	Atorvastatin	NCT04809974_CF_Atorvastatin	0.226243	0.5258	1.130124875053296	0.23556490969159302	0.7053706946876872	0.37617696246116106	0.45160963424394435
144	Paroxetine	NCT04809974_CF_Paroxetine	0.29962	0.524676	1.5120522525161486	0.3586208053128511	0.639754816112088	0.25941360878473774	0.4512329703269231
145	Methazolamide	NCT04809974_CF_Methazolamide	0.46926	0.520707	2.1932774358894656	0.6431132502641332	0.4080560420315272	0.15210135211010725	0.4508879873402857
146	Aminocaproic_acid	NCT04809974_CF_Aminocaproic_acid	0.338602	0.52239	1.0925619590794649	0.4239950359724296	0.5063047285464128	0.3920699591373744	0.45053389763501184
147	Ifosfamide	NCT04809974_CF_Ifosfamide	0.357907	0.523851	2.154676062753422	0.4563702225427224	0.591593695271453	0.15636858356540403	0.450459283838751
148	Phenoxybenzamine	NCT04809974_CF_Phenoxybenzamine	0.364327	0.522587	1.4198630119673887	0.46713679585436624	0.517805020431994	0.2818465384854159	0.4503460342116273
149	Vemurafenib	NCT04809974_CF_Vemurafenib	0.42497	0.522669	3.380547684850169	0.568837310704523	0.5225919439579733	0.0684471132957499	0.45026112452414846
150	Levobunolol	NCT04809974_CF_Levobunolol	0.337919	0.522028	1.0073862459743372	0.4228496201512688	0.4851722124927075	0.4324989302646194	0.44970851911051435
151	Cefotaxime	NCT04809974_CF_Cefotaxime	0.268187	0.525277	1.4001665366580691	0.30590652199433166	0.674839462930533	0.28702238488457305	0.44970287094686057
152	Artemisinin	NCT04809974_CF_Artemisinin	0.297409	0.524944	1.6674442308023552	0.35491287796206544	0.6553998832457677	0.2272155653314708	0.4495682175494275
153	Acetazolamide	NCT04809974_CF_Acetazolamide	0.255654	0.526262	1.7461180658545323	0.2848882255278472	0.7323409223584381	0.21309915085992914	0.4495114893264999
154	Roxadustat	NCT04809974_CF_Roxadustat	0.395175	0.523239	2.839993270719422	0.5188700129131799	0.5558669001751338	0.09786111034095726	0.449466987303517
155	Carfilzomib	NCT04809974_CF_Carfilzomib	0.524947	0.520345	6.068311084248124	0.7365023730064231	0.38692352597781526	0.0	0.44937035959369537
156	Pseudoephedrine	NCT04809974_CF_Pseudoephedrine	0.182905	0.526095	0.9305631433380748	0.1628855087289742	0.7225919439579694	0.47531127180569893	0.4492532354359173
157	Terbutaline	NCT04809974_CF_Terbutaline	0.228882	0.525032	0.983855636836959	0.2399906085964883	0.6605370694687734	0.44490187411900717	0.44919144604990613
158	Cyproheptadine	NCT04809974_CF_Cyproheptadine	0.299484	0.524577	1.5069796073250457	0.35839272837042374	0.6339754816112081	0.2605766077139886	0.4490626055354505
159	Tafluprost	NCT04809974_CF_Tafluprost	0.280109	0.523553	0.9849291045335103	0.3259001492562344	0.5741973146526608	0.4443231499315951	0.4489036155498771
160	Tropisetron	NCT04809974_CF_Tropisetron	0.374733	0.52244	1.5272585537750254	0.4845880360227406	0.5092235843549356	0.2559735708801153	0.44871936232709353
161	Palonosetron	NCT04809974_CF_Palonosetron	0.38124	0.523224	2.350562714738769	0.49550051149608415	0.5549912434325777	0.1361630642420035	0.4474293148198655
162	Desmopressin	NCT04809974_CF_Desmopressin	0.416876	0.521611	1.7966312491334957	0.5552633785574134	0.46082895504962507	0.20468730731151116	0.44737439490511766
163	Chenodeoxycholic_aci	NCT04809974_CF_Chenodeoxycholic_aci	0.393989	0.521076	1.2184870583820138	0.5168810478123061	0.4295971978984246	0.3426543322522486	0.4471221647347421
164	Artemether	NCT04809974_CF_Artemether	0.345529	0.52354	1.722225443366913	0.43561186670915153	0.5734384121424424	0.21724983053002087	0.44707007764664175
165	Propofol	NCT04809974_CF_Propofol	0.243625	0.522312	0.663332580716813	0.2647151553774171	0.5017513134851156	0.7014776026448594	0.446882108073985
166	Lomustine	NCT04809974_CF_Lomustine	0.381637	0.523168	2.3263178729685	0.496166294923611	0.5517221249270285	0.1384793783767255	0.4468512436156009
167	Bromazepam	NCT04809974_CF_Bromazepam	0.282124	0.525259	1.6634662987431492	0.32927937748411007	0.6737886748394668	0.22796478822727134	0.44682017857488504
168	Clomipramine	NCT04809974_CF_Clomipramine	0.378703	0.521859	1.3547295655822365	0.49124587029800937	0.4753064798598945	0.2995363826490689	0.44652821659297537
169	Theophylline	NCT04809974_CF_Theophylline	0.21456	0.526051	1.169863168522714	0.21597209411527948	0.720023350846473	0.36047453797119006	0.446493085578939
170	Levocarnitine	NCT04809974_CF_Levocarnitine	0.212269	0.526398	1.2669967471854742	0.2121300038571836	0.7402802101576222	0.32623894732475595	0.4462118750708735
