rank,drug,file,safety_drug,trial_used
23,Ibrutinib,result_trial_data_NCT04809974_CF_Ibrutinib.json,0.481256,trial_2
24,Cabozantinib,result_trial_data_NCT04809974_CF_Cabozantinib.json,0.478943,trial_2
25,Pexidartinib,result_trial_data_NCT04809974_CF_Pexidartinib.json,0.474714,trial_2
26,Alpelisib,result_trial_data_NCT04809974_CF_Alpelisib.json,0.471663,trial_2
27,Imidapril,result_trial_data_NCT04809974_CF_Imidapril.json,0.469557,trial_2
28,Methazolamide,result_trial_data_NCT04809974_CF_Methazolamide.json,0.469260,trial_2
29,Ribavirin,result_trial_data_NCT04809974_CF_Ribavirin.json,0.463791,trial_2
30,Ursodeoxycholic_acid,result_trial_data_NCT04809974_CF_Ursodeoxycholic_acid.json,0.463159,trial_2
31,Dimethyl_fumarate,result_trial_data_NCT04809974_CF_Dimethyl_fumarate.json,0.462206,trial_2
32,Rolapitant,result_trial_data_NCT04809974_CF_Rolapitant.json,0.459617,trial_2
33,Diclofenamide,result_trial_data_NCT04809974_CF_Diclofenamide.json,0.457371,trial_2
34,Degarelix,result_trial_data_NCT04809974_CF_Degarelix.json,0.456688,trial_2
35,Meropenem,result_trial_data_NCT04809974_CF_Meropenem.json,0.451908,trial_2
36,Imatinib,result_trial_data_NCT04809974_CF_Imatinib.json,0.451372,trial_2
37,Momelotinib,result_trial_data_NCT04809974_CF_Momelotinib.json,0.450843,trial_2
38,Encorafenib,result_trial_data_NCT04809974_CF_Encorafenib.json,0.449799,trial_2
39,Ivosidenib,result_trial_data_NCT04809974_CF_Ivosidenib.json,0.448611,trial_2
40,Selinexor,result_trial_data_NCT04809974_CF_Selinexor.json,0.447796,trial_2
41,Testosterone_propion,result_trial_data_NCT04809974_CF_Testosterone_propion.json,0.447326,trial_2
42,Obeticholic_acid,result_trial_data_NCT04809974_CF_Obeticholic_acid.json,0.446663,trial_2
43,Enzalutamide,result_trial_data_NCT04809974_CF_Enzalutamide.json,0.445884,trial_2
44,Tafenoquine,result_trial_data_NCT04809974_CF_Tafenoquine.json,0.443060,trial_2
45,Daclatasvir,result_trial_data_NCT04809974_CF_Daclatasvir.json,0.442350,trial_2
46,Esketamine,result_trial_data_NCT04809974_CF_Esketamine.json,0.442197,trial_2
47,Amlexanox,result_trial_data_NCT04809974_CF_Amlexanox.json,0.442120,trial_2
48,Omacetaxine_mepesucc,result_trial_data_NCT04809974_CF_Omacetaxine_mepesucc.json,0.441690,trial_2
49,Romidepsin,result_trial_data_NCT04809974_CF_Romidepsin.json,0.440057,trial_2
50,Venetoclax,result_trial_data_NCT04809974_CF_Venetoclax.json,0.438386,trial_2
51,Palbociclib,result_trial_data_NCT04809974_CF_Palbociclib.json,0.436815,trial_2
52,Tolrestat,result_trial_data_NCT04809974_CF_Tolrestat.json,0.436016,trial_2
53,Macimorelin,result_trial_data_NCT04809974_CF_Macimorelin.json,0.435500,trial_2
54,Telotristat_ethyl,result_trial_data_NCT04809974_CF_Telotristat_ethyl.json,0.434873,trial_2
55,Dolasetron,result_trial_data_NCT04809974_CF_Dolasetron.json,0.433596,trial_2
56,Phensuximide,result_trial_data_NCT04809974_CF_Phensuximide.json,0.433059,trial_2
57,Oseltamivir,result_trial_data_NCT04809974_CF_Oseltamivir.json,0.432952,trial_2
58,Sunitinib,result_trial_data_NCT04809974_CF_Sunitinib.json,0.432543,trial_2
59,Buserelin,result_trial_data_NCT04809974_CF_Buserelin.json,0.431536,trial_2
60,Nalfurafine,result_trial_data_NCT04809974_CF_Nalfurafine.json,0.430877,trial_2
61,Teriflunomide,result_trial_data_NCT04809974_CF_Teriflunomide.json,0.430129,trial_2
62,Netilmicin,result_trial_data_NCT04809974_CF_Netilmicin.json,0.430055,trial_2
63,Gilteritinib,result_trial_data_NCT04809974_CF_Gilteritinib.json,0.429401,trial_2
64,Cholic_Acid,result_trial_data_NCT04809974_CF_Cholic_Acid.json,0.428363,trial_2
65,Methylprednisolone_h,result_trial_data_NCT04809974_CF_Methylprednisolone_h.json,0.427998,trial_2
66,Tacrolimus,result_trial_data_NCT04809974_CF_Tacrolimus.json,0.427980,trial_2
67,Oxyphenisatin,result_trial_data_NCT04809974_CF_Oxyphenisatin.json,0.427970,trial_2
68,Lanatoside_C,result_trial_data_NCT04809974_CF_Lanatoside_C.json,0.427941,trial_2
69,Auranofin,result_trial_data_NCT04809974_CF_Auranofin.json,0.427932,trial_2
70,Lenalidomide,result_trial_data_NCT04809974_CF_Lenalidomide.json,0.427618,trial_2
71,Netupitant,result_trial_data_NCT04809974_CF_Netupitant.json,0.427241,trial_2
72,Epalrestat,result_trial_data_NCT04809974_CF_Epalrestat.json,0.425905,trial_2
73,Mycophenolic_acid,result_trial_data_NCT04809974_CF_Mycophenolic_acid.json,0.425316,trial_2
74,Vemurafenib,result_trial_data_NCT04809974_CF_Vemurafenib.json,0.424970,trial_2
75,Rabeprazole,result_trial_data_NCT04809974_CF_Rabeprazole.json,0.423902,trial_2
76,Pantoprazole,result_trial_data_NCT04809974_CF_Pantoprazole.json,0.423497,trial_2
77,Pasireotide,result_trial_data_NCT04809974_CF_Pasireotide.json,0.423112,trial_2
78,Feprazone,result_trial_data_NCT04809974_CF_Feprazone.json,0.422433,trial_2
79,Capivasertib,result_trial_data_NCT04809974_CF_Capivasertib.json,0.421509,trial_2
80,Benzthiazide,result_trial_data_NCT04809974_CF_Benzthiazide.json,0.421241,trial_2
81,Mycophenolate_mofeti,result_trial_data_NCT04809974_CF_Mycophenolate_mofeti.json,0.421158,trial_2
82,Penicillamine,result_trial_data_NCT04809974_CF_Penicillamine.json,0.420674,trial_2
83,Cyclothiazide,result_trial_data_NCT04809974_CF_Cyclothiazide.json,0.420487,trial_2
84,Prednisone,result_trial_data_NCT04809974_CF_Prednisone.json,0.418885,trial_2
85,Enasidenib,result_trial_data_NCT04809974_CF_Enasidenib.json,0.417443,trial_2
86,Desmopressin,result_trial_data_NCT04809974_CF_Desmopressin.json,0.416876,trial_2
87,Abemaciclib,result_trial_data_NCT04809974_CF_Abemaciclib.json,0.415124,trial_2
88,Chloroquine,result_trial_data_NCT04809974_CF_Chloroquine.json,0.414422,trial_2
89,Trilaciclib,result_trial_data_NCT04809974_CF_Trilaciclib.json,0.414171,trial_2
90,Avatrombopag,result_trial_data_NCT04809974_CF_Avatrombopag.json,0.413630,trial_2
91,Carbenoxolone,result_trial_data_NCT04809974_CF_Carbenoxolone.json,0.412994,trial_2
92,Nilutamide,result_trial_data_NCT04809974_CF_Nilutamide.json,0.412493,trial_2
93,Deoxycholic_acid,result_trial_data_NCT04809974_CF_Deoxycholic_acid.json,0.411877,trial_2
94,Clothiapine,result_trial_data_NCT04809974_CF_Clothiapine.json,0.411653,trial_2
95,Terlipressin,result_trial_data_NCT04809974_CF_Terlipressin.json,0.411587,trial_2
96,Zinc_chloride,result_trial_data_NCT04809974_CF_Zinc_chloride.json,0.410531,trial_2
97,Vasopressin,result_trial_data_NCT04809974_CF_Vasopressin.json,0.409793,trial_2
98,Guanethidine,result_trial_data_NCT04809974_CF_Guanethidine.json,0.409501,trial_2
99,Ponatinib,result_trial_data_NCT04809974_CF_Ponatinib.json,0.409257,trial_2
100,Fedratinib,result_trial_data_NCT04809974_CF_Fedratinib.json,0.408926,trial_2
101,Mefruside,result_trial_data_NCT04809974_CF_Mefruside.json,0.408829,trial_2
102,Tepotinib,result_trial_data_NCT04809974_CF_Tepotinib.json,0.407552,trial_2
103,Pemigatinib,result_trial_data_NCT04809974_CF_Pemigatinib.json,0.406983,trial_2
104,Dimethyl_sulfoxide,result_trial_data_NCT04809974_CF_Dimethyl_sulfoxide.json,0.406769,trial_2
105,Cilazapril,result_trial_data_NCT04809974_CF_Cilazapril.json,0.406468,trial_2
106,Indoprofen,result_trial_data_NCT04809974_CF_Indoprofen.json,0.405875,trial_2
107,Lactitol,result_trial_data_NCT04809974_CF_Lactitol.json,0.404574,trial_2
108,Copanlisib,result_trial_data_NCT04809974_CF_Copanlisib.json,0.403847,trial_2
109,Avibactam,result_trial_data_NCT04809974_CF_Avibactam.json,0.402872,trial_2
110,Trandolapril,result_trial_data_NCT04809974_CF_Trandolapril.json,0.402565,trial_2
111,Fluspirilene,result_trial_data_NCT04809974_CF_Fluspirilene.json,0.402564,trial_2
112,Dutasteride,result_trial_data_NCT04809974_CF_Dutasteride.json,0.401391,trial_2
113,Hydrocortisone_succi,result_trial_data_NCT04809974_CF_Hydrocortisone_succi.json,0.401086,trial_2
114,Eslicarbazepine_acet,result_trial_data_NCT04809974_CF_Eslicarbazepine_acet.json,0.400904,trial_2
115,Dichloroacetic_acid,result_trial_data_NCT04809974_CF_Dichloroacetic_acid.json,0.400168,trial_2
116,Cladribine,result_trial_data_NCT04809974_CF_Cladribine.json,0.398545,trial_2
117,Niraparib,result_trial_data_NCT04809974_CF_Niraparib.json,0.398450,trial_2
118,Chlormadinone_acetat,result_trial_data_NCT04809974_CF_Chlormadinone_acetat.json,0.398422,trial_2
119,Tipiracil,result_trial_data_NCT04809974_CF_Tipiracil.json,0.398265,trial_2
120,Trioxsalen,result_trial_data_NCT04809974_CF_Trioxsalen.json,0.396911,trial_2
121,Deslanoside,result_trial_data_NCT04809974_CF_Deslanoside.json,0.396519,trial_2
122,Proguanil,result_trial_data_NCT04809974_CF_Proguanil.json,0.395639,trial_2
123,Anastrozole,result_trial_data_NCT04809974_CF_Anastrozole.json,0.395419,trial_2
124,Roxadustat,result_trial_data_NCT04809974_CF_Roxadustat.json,0.395175,trial_2
125,Eliglustat,result_trial_data_NCT04809974_CF_Eliglustat.json,0.395063,trial_2
126,Mafenide,result_trial_data_NCT04809974_CF_Mafenide.json,0.395061,trial_2
127,Seratrodast,result_trial_data_NCT04809974_CF_Seratrodast.json,0.394406,trial_2
128,Letrozole,result_trial_data_NCT04809974_CF_Letrozole.json,0.394074,trial_2
129,Chenodeoxycholic_aci,result_trial_data_NCT04809974_CF_Chenodeoxycholic_aci.json,0.393989,trial_2
130,Lansoprazole,result_trial_data_NCT04809974_CF_Lansoprazole.json,0.392908,trial_2
131,Cobalt_chloride,result_trial_data_NCT04809974_CF_Cobalt_chloride.json,0.392838,trial_2
132,Cortisone_acetate,result_trial_data_NCT04809974_CF_Cortisone_acetate.json,0.392424,trial_2
133,Atracurium,result_trial_data_NCT04809974_CF_Atracurium.json,0.392151,trial_2
134,Crizotinib,result_trial_data_NCT04809974_CF_Crizotinib.json,0.391580,trial_2
135,Spirapril,result_trial_data_NCT04809974_CF_Spirapril.json,0.391501,trial_2
136,Tafamidis,result_trial_data_NCT04809974_CF_Tafamidis.json,0.391434,trial_2
137,Sonidegib,result_trial_data_NCT04809974_CF_Sonidegib.json,0.390716,trial_2
138,Midostaurin,result_trial_data_NCT04809974_CF_Midostaurin.json,0.389911,trial_2
139,Binimetinib,result_trial_data_NCT04809974_CF_Binimetinib.json,0.389510,trial_2
140,Vandetanib,result_trial_data_NCT04809974_CF_Vandetanib.json,0.387746,trial_2
141,Trilostane,result_trial_data_NCT04809974_CF_Trilostane.json,0.387470,trial_2
142,Alvimopan,result_trial_data_NCT04809974_CF_Alvimopan.json,0.387417,trial_2
143,Estramustine_phospha,result_trial_data_NCT04809974_CF_Estramustine_phospha.json,0.387191,trial_2
144,Metildigoxin,result_trial_data_NCT04809974_CF_Metildigoxin.json,0.386485,trial_2
145,Medrysone,result_trial_data_NCT04809974_CF_Medrysone.json,0.386412,trial_2
146,Daunorubicin,result_trial_data_NCT04809974_CF_Daunorubicin.json,0.386326,trial_2
147,Sulfathiourea,result_trial_data_NCT04809974_CF_Sulfathiourea.json,0.386256,trial_2
148,Enalapril,result_trial_data_NCT04809974_CF_Enalapril.json,0.385677,trial_2
149,Quinapril,result_trial_data_NCT04809974_CF_Quinapril.json,0.385573,trial_2
150,Exemestane,result_trial_data_NCT04809974_CF_Exemestane.json,0.385172,trial_2
151,Metaraminol,result_trial_data_NCT04809974_CF_Metaraminol.json,0.384798,trial_2
152,Quizartinib,result_trial_data_NCT04809974_CF_Quizartinib.json,0.384525,trial_2
153,Finasteride,result_trial_data_NCT04809974_CF_Finasteride.json,0.383877,trial_2
154,Chlortetracycline,result_trial_data_NCT04809974_CF_Chlortetracycline.json,0.383287,trial_2
155,Belinostat,result_trial_data_NCT04809974_CF_Belinostat.json,0.383269,trial_2
156,Methimazole,result_trial_data_NCT04809974_CF_Methimazole.json,0.382972,trial_2
157,Istradefylline,result_trial_data_NCT04809974_CF_Istradefylline.json,0.381975,trial_2
158,Sparteine,result_trial_data_NCT04809974_CF_Sparteine.json,0.381658,trial_2
159,Lomustine,result_trial_data_NCT04809974_CF_Lomustine.json,0.381637,trial_2
160,Acalabrutinib,result_trial_data_NCT04809974_CF_Acalabrutinib.json,0.381476,trial_2
161,Etacrynic_acid,result_trial_data_NCT04809974_CF_Etacrynic_acid.json,0.381369,trial_2
162,Palonosetron,result_trial_data_NCT04809974_CF_Palonosetron.json,0.381240,trial_2
163,Dexamethasone_acetat,result_trial_data_NCT04809974_CF_Dexamethasone_acetat.json,0.380392,trial_2
164,Bendamustine,result_trial_data_NCT04809974_CF_Bendamustine.json,0.380352,trial_2
165,Cromoglicic_acid,result_trial_data_NCT04809974_CF_Cromoglicic_acid.json,0.379578,trial_2
166,Tirbanibulin,result_trial_data_NCT04809974_CF_Tirbanibulin.json,0.379476,trial_2
167,Trichlormethiazide,result_trial_data_NCT04809974_CF_Trichlormethiazide.json,0.379363,trial_2
168,Phenformin,result_trial_data_NCT04809974_CF_Phenformin.json,0.378937,trial_2
169,Chloroform,result_trial_data_NCT04809974_CF_Chloroform.json,0.378782,trial_2
170,Infigratinib,result_trial_data_NCT04809974_CF_Infigratinib.json,0.378759,trial_2
171,Hydroxychloroquine,result_trial_data_NCT04809974_CF_Hydroxychloroquine.json,0.378726,trial_2
172,Clomipramine,result_trial_data_NCT04809974_CF_Clomipramine.json,0.378703,trial_2
173,Norethindrone_enanth,result_trial_data_NCT04809974_CF_Norethindrone_enanth.json,0.377999,trial_2
174,Lisinopril,result_trial_data_NCT04809974_CF_Lisinopril.json,0.377729,trial_2
175,Sorafenib,result_trial_data_NCT04809974_CF_Sorafenib.json,0.377286,trial_2
176,Tannic_acid,result_trial_data_NCT04809974_CF_Tannic_acid.json,0.376433,trial_2
177,Phenethyl_Isothiocya,result_trial_data_NCT04809974_CF_Phenethyl_Isothiocya.json,0.376406,trial_2
178,Zinc_sulfate__unspec,result_trial_data_NCT04809974_CF_Zinc_sulfate__unspec.json,0.376218,trial_2
179,Pramipexole,result_trial_data_NCT04809974_CF_Pramipexole.json,0.375901,trial_2
180,Irinotecan,result_trial_data_NCT04809974_CF_Irinotecan.json,0.375898,trial_2
181,Erdafitinib,result_trial_data_NCT04809974_CF_Erdafitinib.json,0.375886,trial_2
182,Felbinac,result_trial_data_NCT04809974_CF_Felbinac.json,0.375071,trial_2
183,Tropisetron,result_trial_data_NCT04809974_CF_Tropisetron.json,0.374733,trial_2
184,Metacycline,result_trial_data_NCT04809974_CF_Metacycline.json,0.374542,trial_2
185,Canrenone,result_trial_data_NCT04809974_CF_Canrenone.json,0.374498,trial_2
186,Proglumide,result_trial_data_NCT04809974_CF_Proglumide.json,0.374252,trial_2
187,Telaprevir,result_trial_data_NCT04809974_CF_Telaprevir.json,0.374148,trial_2
188,Selenomethionine,result_trial_data_NCT04809974_CF_Selenomethionine.json,0.373464,trial_2
189,Dienestrol,result_trial_data_NCT04809974_CF_Dienestrol.json,0.373157,trial_2
190,Lusutrombopag,result_trial_data_NCT04809974_CF_Lusutrombopag.json,0.373053,trial_2
191,Gamolenic_acid,result_trial_data_NCT04809974_CF_Gamolenic_acid.json,0.373005,trial_2
192,Cyclosporine,result_trial_data_NCT04809974_CF_Cyclosporine.json,0.372906,trial_2
193,Ouabain,result_trial_data_NCT04809974_CF_Ouabain.json,0.372651,trial_2
194,Sulfamethoxypyridazi,result_trial_data_NCT04809974_CF_Sulfamethoxypyridazi.json,0.371974,trial_2
195,Ropinirole,result_trial_data_NCT04809974_CF_Ropinirole.json,0.371451,trial_2
196,Bortezomib,result_trial_data_NCT04809974_CF_Bortezomib.json,0.371158,trial_2
197,Carbocisteine,result_trial_data_NCT04809974_CF_Carbocisteine.json,0.371093,trial_2
198,Benoxaprofen,result_trial_data_NCT04809974_CF_Benoxaprofen.json,0.370820,trial_2
199,Bethanidine,result_trial_data_NCT04809974_CF_Bethanidine.json,0.370722,trial_2
200,Perazine,result_trial_data_NCT04809974_CF_Perazine.json,0.370557,trial_2
201,Sulthiame,result_trial_data_NCT04809974_CF_Sulthiame.json,0.370099,trial_2
202,Neratinib,result_trial_data_NCT04809974_CF_Neratinib.json,0.370059,trial_2
203,Dexrazoxane,result_trial_data_NCT04809974_CF_Dexrazoxane.json,0.369819,trial_2
204,Hexocyclium,result_trial_data_NCT04809974_CF_Hexocyclium.json,0.369703,trial_2
205,Methocarbamol,result_trial_data_NCT04809974_CF_Methocarbamol.json,0.369339,trial_2
206,Flunisolide,result_trial_data_NCT04809974_CF_Flunisolide.json,0.369332,trial_2
207,Vindesine,result_trial_data_NCT04809974_CF_Vindesine.json,0.369059,trial_2
208,Citric_acid,result_trial_data_NCT04809974_CF_Citric_acid.json,0.368775,trial_2
209,Debrisoquine,result_trial_data_NCT04809974_CF_Debrisoquine.json,0.368242,trial_2
210,Rucaparib,result_trial_data_NCT04809974_CF_Rucaparib.json,0.368019,trial_2
211,Ethylestrenol,result_trial_data_NCT04809974_CF_Ethylestrenol.json,0.367494,trial_2
212,Bosutinib,result_trial_data_NCT04809974_CF_Bosutinib.json,0.367409,trial_2
213,Perindopril,result_trial_data_NCT04809974_CF_Perindopril.json,0.366639,trial_2
214,Buformin,result_trial_data_NCT04809974_CF_Buformin.json,0.366375,trial_2
215,Chromic_chloride,result_trial_data_NCT04809974_CF_Chromic_chloride.json,0.365821,trial_2
216,Ethoxzolamide,result_trial_data_NCT04809974_CF_Ethoxzolamide.json,0.365374,trial_2
217,Megestrol_acetate,result_trial_data_NCT04809974_CF_Megestrol_acetate.json,0.365259,trial_2
218,Fulvestrant,result_trial_data_NCT04809974_CF_Fulvestrant.json,0.364998,trial_2
219,Artesunate,result_trial_data_NCT04809974_CF_Artesunate.json,0.364976,trial_2
220,Cefepime,result_trial_data_NCT04809974_CF_Cefepime.json,0.364965,trial_2
221,Miglustat,result_trial_data_NCT04809974_CF_Miglustat.json,0.364781,trial_2
222,Phenoxybenzamine,result_trial_data_NCT04809974_CF_Phenoxybenzamine.json,0.364327,trial_2
223,Loracarbef,result_trial_data_NCT04809974_CF_Loracarbef.json,0.364294,trial_2
224,Alosetron,result_trial_data_NCT04809974_CF_Alosetron.json,0.364203,trial_2
225,Lymecycline,result_trial_data_NCT04809974_CF_Lymecycline.json,0.363849,trial_2
226,Docetaxel,result_trial_data_NCT04809974_CF_Docetaxel.json,0.363811,trial_2
227,Ebastine,result_trial_data_NCT04809974_CF_Ebastine.json,0.363785,trial_2
228,Rimexolone,result_trial_data_NCT04809974_CF_Rimexolone.json,0.363641,trial_2
229,Amrinone,result_trial_data_NCT04809974_CF_Amrinone.json,0.363400,trial_2
230,Trimetrexate,result_trial_data_NCT04809974_CF_Trimetrexate.json,0.363320,trial_2
231,Cetrorelix,result_trial_data_NCT04809974_CF_Cetrorelix.json,0.362424,trial_2
232,Asenapine,result_trial_data_NCT04809974_CF_Asenapine.json,0.362305,trial_2
233,Colchicine,result_trial_data_NCT04809974_CF_Colchicine.json,0.361463,trial_2
234,Methotrexate,result_trial_data_NCT04809974_CF_Methotrexate.json,0.361043,trial_2
235,Artenimol,result_trial_data_NCT04809974_CF_Artenimol.json,0.360664,trial_2
236,Muzolimine,result_trial_data_NCT04809974_CF_Muzolimine.json,0.360347,trial_2
237,Carglumic_acid,result_trial_data_NCT04809974_CF_Carglumic_acid.json,0.360343,trial_2
238,Boceprevir,result_trial_data_NCT04809974_CF_Boceprevir.json,0.360031,trial_2
239,Colfosceril_palmitat,result_trial_data_NCT04809974_CF_Colfosceril_palmitat.json,0.359740,trial_2
240,Methyclothiazide,result_trial_data_NCT04809974_CF_Methyclothiazide.json,0.359571,trial_2
241,Ceftibuten,result_trial_data_NCT04809974_CF_Ceftibuten.json,0.359566,trial_2
242,Tetrabromo_2_Benzotr,result_trial_data_NCT04809974_CF_Tetrabromo_2_Benzotr.json,0.359335,trial_2
243,Clobutinol,result_trial_data_NCT04809974_CF_Clobutinol.json,0.359309,trial_2
244,Perphenazine_enantha,result_trial_data_NCT04809974_CF_Perphenazine_enantha.json,0.359240,trial_2
245,Cyclophosphamide,result_trial_data_NCT04809974_CF_Cyclophosphamide.json,0.358448,trial_2
246,Desvenlafaxine,result_trial_data_NCT04809974_CF_Desvenlafaxine.json,0.358349,trial_2
247,Valsartan,result_trial_data_NCT04809974_CF_Valsartan.json,0.358287,trial_2
248,Osilodrostat,result_trial_data_NCT04809974_CF_Osilodrostat.json,0.358186,trial_2
249,Estradiol_cypionate,result_trial_data_NCT04809974_CF_Estradiol_cypionate.json,0.357909,trial_2
250,Ifosfamide,result_trial_data_NCT04809974_CF_Ifosfamide.json,0.357907,trial_2
251,Metipranolol,result_trial_data_NCT04809974_CF_Metipranolol.json,0.357635,trial_2
252,Axitinib,result_trial_data_NCT04809974_CF_Axitinib.json,0.357419,trial_2
253,Rotigotine,result_trial_data_NCT04809974_CF_Rotigotine.json,0.357134,trial_2
254,Vincristine,result_trial_data_NCT04809974_CF_Vincristine.json,0.356468,trial_2
255,Tazemetostat,result_trial_data_NCT04809974_CF_Tazemetostat.json,0.356378,trial_2
256,Latamoxef,result_trial_data_NCT04809974_CF_Latamoxef.json,0.356080,trial_2
257,Dosulepin,result_trial_data_NCT04809974_CF_Dosulepin.json,0.355858,trial_2
258,Cyclopenthiazide,result_trial_data_NCT04809974_CF_Cyclopenthiazide.json,0.355640,trial_2
259,Lofepramine,result_trial_data_NCT04809974_CF_Lofepramine.json,0.355618,trial_2
260,Clobazam,result_trial_data_NCT04809974_CF_Clobazam.json,0.355418,trial_2
261,Meticillin,result_trial_data_NCT04809974_CF_Meticillin.json,0.355401,trial_2
262,Methapyrilene,result_trial_data_NCT04809974_CF_Methapyrilene.json,0.355322,trial_2
263,Terodiline,result_trial_data_NCT04809974_CF_Terodiline.json,0.355044,trial_2
264,Protriptyline,result_trial_data_NCT04809974_CF_Protriptyline.json,0.354905,trial_2
265,Benfluorex,result_trial_data_NCT04809974_CF_Benfluorex.json,0.354692,trial_2
266,Idarubicin,result_trial_data_NCT04809974_CF_Idarubicin.json,0.354676,trial_2
267,Pacritinib,result_trial_data_NCT04809974_CF_Pacritinib.json,0.353634,trial_2
268,Capmatinib,result_trial_data_NCT04809974_CF_Capmatinib.json,0.353378,trial_2
269,Amifampridine,result_trial_data_NCT04809974_CF_Amifampridine.json,0.353302,trial_2
270,Chlorphenesin_carbam,result_trial_data_NCT04809974_CF_Chlorphenesin_carbam.json,0.353274,trial_2
271,Pinacidil,result_trial_data_NCT04809974_CF_Pinacidil.json,0.352886,trial_2
272,Butriptyline,result_trial_data_NCT04809974_CF_Butriptyline.json,0.352809,trial_2
273,Pentolinium,result_trial_data_NCT04809974_CF_Pentolinium.json,0.352797,trial_2
274,Promazine,result_trial_data_NCT04809974_CF_Promazine.json,0.352758,trial_2
275,Cefoperazone,result_trial_data_NCT04809974_CF_Cefoperazone.json,0.352586,trial_2
276,Candesartan_cilexeti,result_trial_data_NCT04809974_CF_Candesartan_cilexeti.json,0.352580,trial_2
277,Dactinomycin,result_trial_data_NCT04809974_CF_Dactinomycin.json,0.352457,trial_2
278,Sulfamerazine,result_trial_data_NCT04809974_CF_Sulfamerazine.json,0.351503,trial_2
279,Desonide,result_trial_data_NCT04809974_CF_Desonide.json,0.351480,trial_2
280,Isoxicam,result_trial_data_NCT04809974_CF_Isoxicam.json,0.351426,trial_2
281,Penfluridol,result_trial_data_NCT04809974_CF_Penfluridol.json,0.351000,trial_2
282,Azathioprine,result_trial_data_NCT04809974_CF_Azathioprine.json,0.350995,trial_2
283,Proscillaridin,result_trial_data_NCT04809974_CF_Proscillaridin.json,0.350506,trial_2
284,Menadione,result_trial_data_NCT04809974_CF_Menadione.json,0.349848,trial_2
285,Urethane,result_trial_data_NCT04809974_CF_Urethane.json,0.349353,trial_2
286,Allylestrenol,result_trial_data_NCT04809974_CF_Allylestrenol.json,0.349282,trial_2
287,Zinc_acetate,result_trial_data_NCT04809974_CF_Zinc_acetate.json,0.349101,trial_2
288,Fenfluramine,result_trial_data_NCT04809974_CF_Fenfluramine.json,0.349075,trial_2
289,Everolimus,result_trial_data_NCT04809974_CF_Everolimus.json,0.349074,trial_2
290,Azatadine,result_trial_data_NCT04809974_CF_Azatadine.json,0.348915,trial_2
291,Cannabidiol,result_trial_data_NCT04809974_CF_Cannabidiol.json,0.348790,trial_2
292,Prednisolone,result_trial_data_NCT04809974_CF_Prednisolone.json,0.348722,trial_2
293,Mephenytoin,result_trial_data_NCT04809974_CF_Mephenytoin.json,0.348632,trial_2
294,Meptazinol,result_trial_data_NCT04809974_CF_Meptazinol.json,0.348045,trial_2
295,Cefalotin,result_trial_data_NCT04809974_CF_Cefalotin.json,0.347787,trial_2
296,Hydroflumethiazide,result_trial_data_NCT04809974_CF_Hydroflumethiazide.json,0.347667,trial_2
297,Azapropazone,result_trial_data_NCT04809974_CF_Azapropazone.json,0.347550,trial_2
298,Taurolidine,result_trial_data_NCT04809974_CF_Taurolidine.json,0.347389,trial_2
299,Pirprofen,result_trial_data_NCT04809974_CF_Pirprofen.json,0.347310,trial_2
300,Myristic_acid,result_trial_data_NCT04809974_CF_Myristic_acid.json,0.347005,trial_2
