source_file	trial_id	trial_label	n_ae	total_prob	total_weighted_prob	ae_score
result_trial_data_NCT04880161_CF_Ademetionine_AE_mapped.tsv	trial_1	active	100	5.749395284801717	2.5301134985405933	2.5301134985405933
result_trial_data_NCT04880161_CF_Ademetionine_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Adenosine_AE_mapped.tsv	trial_1	active	100	5.162559414282437	2.3168892804300394	2.3168892804300394
result_trial_data_NCT04880161_CF_Adenosine_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Adenosine_phosphate_AE_mapped.tsv	trial_1	active	100	10.277132146060463	4.751669296715407	4.751669296715407
result_trial_data_NCT04880161_CF_Adenosine_phosphate_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Afatinib_AE_mapped.tsv	trial_1	active	100	13.98989281058311	5.404279693029819	5.404279693029819
result_trial_data_NCT04880161_CF_Afatinib_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Agomelatine_AE_mapped.tsv	trial_1	active	100	8.616180852055546	3.600617192126809	3.600617192126809
result_trial_data_NCT04880161_CF_Agomelatine_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Albendazole_AE_mapped.tsv	trial_1	active	100	6.734834346920247	3.1085223390720764	3.1085223390720764
result_trial_data_NCT04880161_CF_Albendazole_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Alclofenac_AE_mapped.tsv	trial_1	active	100	11.858957789838309	5.344254317227749	5.344254317227749
result_trial_data_NCT04880161_CF_Alclofenac_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Alcuronium_AE_mapped.tsv	trial_1	active	100	8.631324503570792	4.1941176713444275	4.1941176713444275
result_trial_data_NCT04880161_CF_Alcuronium_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Alectinib_AE_mapped.tsv	trial_1	active	100	18.79005745053291	7.549185303505508	7.549185303505508
result_trial_data_NCT04880161_CF_Alectinib_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Alendronic_acid_AE_mapped.tsv	trial_1	active	100	3.7842830140143584	1.8280030308291293	1.8280030308291293
result_trial_data_NCT04880161_CF_Alendronic_acid_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Alfacalcidol_AE_mapped.tsv	trial_1	active	100	5.334767412394281	2.616902105277402	2.616902105277402
result_trial_data_NCT04880161_CF_Alfacalcidol_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Alfuzosin_AE_mapped.tsv	trial_1	active	100	5.5328133478760675	2.7119983754819237	2.7119983754819237
result_trial_data_NCT04880161_CF_Alfuzosin_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Alimemazine_AE_mapped.tsv	trial_1	active	100	11.181891970336434	5.0830565144307895	5.0830565144307895
result_trial_data_NCT04880161_CF_Alimemazine_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Aliskiren_AE_mapped.tsv	trial_1	active	100	9.09431120753288	4.714374426612628	4.714374426612628
result_trial_data_NCT04880161_CF_Aliskiren_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Alitretinoin_AE_mapped.tsv	trial_1	active	100	5.547033749520774	2.4978299169568325	2.4978299169568325
result_trial_data_NCT04880161_CF_Alitretinoin_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Allopurinol_AE_mapped.tsv	trial_1	active	100	10.962314818054434	5.3367152317427085	5.3367152317427085
result_trial_data_NCT04880161_CF_Allopurinol_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Allylestrenol_AE_mapped.tsv	trial_1	active	100	5.135938612744208	2.330589586449785	2.330589586449785
result_trial_data_NCT04880161_CF_Allylestrenol_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Almitrine_AE_mapped.tsv	trial_1	active	100	12.282619319856162	5.557112394925205	5.557112394925205
result_trial_data_NCT04880161_CF_Almitrine_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Almotriptan_AE_mapped.tsv	trial_1	active	100	8.535414200276133	3.903101962292565	3.903101962292565
result_trial_data_NCT04880161_CF_Almotriptan_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Alogliptin_AE_mapped.tsv	trial_1	active	100	5.078488061204548	2.299803083552977	2.299803083552977
result_trial_data_NCT04880161_CF_Alogliptin_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Alosetron_AE_mapped.tsv	trial_1	active	100	10.96207937225699	4.953149530105291	4.953149530105291
result_trial_data_NCT04880161_CF_Alosetron_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Alpelisib_AE_mapped.tsv	trial_1	active	100	18.582658842205998	7.7695728186517945	7.7695728186517945
result_trial_data_NCT04880161_CF_Alpelisib_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Alprazolam_AE_mapped.tsv	trial_1	active	100	4.711261332035059	2.110340621322391	2.110340621322391
result_trial_data_NCT04880161_CF_Alprazolam_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Alprostadil_AE_mapped.tsv	trial_1	active	100	6.755821958184238	3.452823601895941	3.452823601895941
result_trial_data_NCT04880161_CF_Alprostadil_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Altretamine_AE_mapped.tsv	trial_1	active	100	10.887303024530407	5.000941408425567	5.000941408425567
result_trial_data_NCT04880161_CF_Altretamine_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Alverine_AE_mapped.tsv	trial_1	active	100	6.904477056115861	3.2984564957208913	3.2984564957208913
result_trial_data_NCT04880161_CF_Alverine_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Alvimopan_AE_mapped.tsv	trial_1	active	100	7.863862682133909	3.9648405359126606	3.9648405359126606
result_trial_data_NCT04880161_CF_Alvimopan_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Amantadine_AE_mapped.tsv	trial_1	active	100	7.505637714639302	3.475694829970596	3.475694829970596
result_trial_data_NCT04880161_CF_Amantadine_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Ambenonium_AE_mapped.tsv	trial_1	active	100	13.094269298017021	5.694787859916685	5.694787859916685
result_trial_data_NCT04880161_CF_Ambenonium_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Ambrisentan_AE_mapped.tsv	trial_1	active	100	14.301635473966595	6.983050376735625	6.983050376735625
result_trial_data_NCT04880161_CF_Ambrisentan_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Amcinonide_AE_mapped.tsv	trial_1	active	100	12.328244686126705	5.354560029692946	5.354560029692946
result_trial_data_NCT04880161_CF_Amcinonide_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Amdinocillin_AE_mapped.tsv	trial_1	active	100	7.233757153153415	3.5782653209753317	3.5782653209753317
result_trial_data_NCT04880161_CF_Amdinocillin_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Amifampridine_AE_mapped.tsv	trial_1	active	100	9.105104725807902	4.179216055572031	4.179216055572031
result_trial_data_NCT04880161_CF_Amifampridine_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Amifostine_AE_mapped.tsv	trial_1	active	100	7.646588642150159	3.279679350135846	3.279679350135846
result_trial_data_NCT04880161_CF_Amifostine_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Amikacin_AE_mapped.tsv	trial_1	active	100	6.921958375722165	3.199537782743571	3.199537782743571
result_trial_data_NCT04880161_CF_Amikacin_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Amiloride_AE_mapped.tsv	trial_1	active	100	10.293422654271122	5.21437724502757	5.21437724502757
result_trial_data_NCT04880161_CF_Amiloride_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Amineptine_AE_mapped.tsv	trial_1	active	100	12.021480619907376	4.901266529224811	4.901266529224811
result_trial_data_NCT04880161_CF_Amineptine_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Aminobenzoic_acid_AE_mapped.tsv	trial_1	active	100	7.72770735621452	3.3339431262109414	3.3339431262109414
result_trial_data_NCT04880161_CF_Aminobenzoic_acid_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Aminocaproic_acid_AE_mapped.tsv	trial_1	active	100	4.509155374020334	2.2349564524833094	2.2349564524833094
result_trial_data_NCT04880161_CF_Aminocaproic_acid_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Aminoglutethimide_AE_mapped.tsv	trial_1	active	100	7.698646761476989	3.7998878755606693	3.7998878755606693
result_trial_data_NCT04880161_CF_Aminoglutethimide_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Aminohippuric_acid_AE_mapped.tsv	trial_1	active	100	9.59141722694039	4.6811062428168935	4.6811062428168935
result_trial_data_NCT04880161_CF_Aminohippuric_acid_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Aminolevulinic_acid_AE_mapped.tsv	trial_1	active	100	3.862457575276489	1.9016782456077614	1.9016782456077614
result_trial_data_NCT04880161_CF_Aminolevulinic_acid_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Aminophenazone_AE_mapped.tsv	trial_1	active	100	14.220583401620384	6.134962536394594	6.134962536394594
result_trial_data_NCT04880161_CF_Aminophenazone_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Aminophylline_AE_mapped.tsv	trial_1	active	100	5.234378779307003	2.4777474566129944	2.4777474566129944
result_trial_data_NCT04880161_CF_Aminophylline_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Aminosalicylic_acid_AE_mapped.tsv	trial_1	active	100	5.067242460325356	2.2364292176906004	2.2364292176906004
result_trial_data_NCT04880161_CF_Aminosalicylic_acid_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Amiodarone_AE_mapped.tsv	trial_1	active	100	5.025282828137274	2.1273081906605493	2.1273081906605493
result_trial_data_NCT04880161_CF_Amiodarone_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Amisulpride_AE_mapped.tsv	trial_1	active	100	5.8612184356898025	2.7942175710108113	2.7942175710108113
result_trial_data_NCT04880161_CF_Amisulpride_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Amitriptyline_AE_mapped.tsv	trial_1	active	100	6.621703574433918	2.7920033542904985	2.7920033542904985
result_trial_data_NCT04880161_CF_Amitriptyline_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Amlexanox_AE_mapped.tsv	trial_1	active	100	15.943902902305123	7.218336953409015	7.218336953409015
result_trial_data_NCT04880161_CF_Amlexanox_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Amlodipine_AE_mapped.tsv	trial_1	active	100	8.331495165824885	3.934170193411408	3.934170193411408
result_trial_data_NCT04880161_CF_Amlodipine_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Amobarbital_AE_mapped.tsv	trial_1	active	100	9.557199381291863	4.305552274268119	4.305552274268119
result_trial_data_NCT04880161_CF_Amobarbital_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Amodiaquine_AE_mapped.tsv	trial_1	active	100	9.56736226007342	3.941463369224219	3.941463369224219
result_trial_data_NCT04880161_CF_Amodiaquine_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Amorolfine_AE_mapped.tsv	trial_1	active	100	7.191512346267696	3.26073795291595	3.26073795291595
result_trial_data_NCT04880161_CF_Amorolfine_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Amoxapine_AE_mapped.tsv	trial_1	active	100	8.985307555645699	3.7025893614627403	3.7025893614627403
result_trial_data_NCT04880161_CF_Amoxapine_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Amoxicillin_AE_mapped.tsv	trial_1	active	100	4.244997959583993	2.1532756907865385	2.1532756907865385
result_trial_data_NCT04880161_CF_Amoxicillin_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Amphetamine_AE_mapped.tsv	trial_1	active	100	5.2569558359682516	2.1625817283755153	2.1625817283755153
result_trial_data_NCT04880161_CF_Amphetamine_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Amphotericin_B_AE_mapped.tsv	trial_1	active	100	6.900918439030644	3.2408914634957893	3.2408914634957893
result_trial_data_NCT04880161_CF_Amphotericin_B_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Ampicillin_AE_mapped.tsv	trial_1	active	100	6.286908365786071	3.176391867361961	3.176391867361961
result_trial_data_NCT04880161_CF_Ampicillin_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Amprenavir_AE_mapped.tsv	trial_1	active	100	6.985445044934745	3.0476763484999516	3.0476763484999516
result_trial_data_NCT04880161_CF_Amprenavir_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Amrinone_AE_mapped.tsv	trial_1	active	100	14.845179989933964	6.422177303582428	6.422177303582428
result_trial_data_NCT04880161_CF_Amrinone_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Amsacrine_AE_mapped.tsv	trial_1	active	100	11.43666651472449	4.765398727729915	4.765398727729915
result_trial_data_NCT04880161_CF_Amsacrine_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Anagrelide_AE_mapped.tsv	trial_1	active	100	19.50159133225679	8.433703128248451	8.433703128248451
result_trial_data_NCT04880161_CF_Anagrelide_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Anastrozole_AE_mapped.tsv	trial_1	active	100	7.256494067609306	3.341240617632864	3.341240617632864
result_trial_data_NCT04880161_CF_Anastrozole_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Anisindione_AE_mapped.tsv	trial_1	active	100	9.829349394887682	4.522017702832816	4.522017702832816
result_trial_data_NCT04880161_CF_Anisindione_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Antazoline_AE_mapped.tsv	trial_1	active	100	10.351441312581297	4.9193280922248945	4.9193280922248945
result_trial_data_NCT04880161_CF_Antazoline_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Anthralin_AE_mapped.tsv	trial_1	active	100	5.5723189581185535	2.594919505994765	2.594919505994765
result_trial_data_NCT04880161_CF_Anthralin_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Antipyrine_AE_mapped.tsv	trial_1	active	100	10.05880324169993	4.3745644721202535	4.3745644721202535
result_trial_data_NCT04880161_CF_Antipyrine_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Apixaban_AE_mapped.tsv	trial_1	active	100	13.749711506068703	6.144801724236457	6.144801724236457
result_trial_data_NCT04880161_CF_Apixaban_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Apomorphine_AE_mapped.tsv	trial_1	active	100	9.419713340699667	3.892616581823675	3.892616581823675
result_trial_data_NCT04880161_CF_Apomorphine_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Apremilast_AE_mapped.tsv	trial_1	active	100	16.720792196691033	7.68110422324389	7.68110422324389
result_trial_data_NCT04880161_CF_Apremilast_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Aprepitant_AE_mapped.tsv	trial_1	active	100	10.250706110149618	4.625272594112901	4.625272594112901
result_trial_data_NCT04880161_CF_Aprepitant_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Arformoterol_AE_mapped.tsv	trial_1	active	100	4.995560744777317	2.278803678182883	2.278803678182883
result_trial_data_NCT04880161_CF_Arformoterol_AE_mapped.tsv	trial_2	control	100	10.802002098411316	5.1764235201291715	5.1764235201291715
result_trial_data_NCT04880161_CF_Aripiprazole_AE_mapped.tsv	trial_1	active	100	8.492123585194344	3.6276260560844076	3.6276260560844076
