rank,drug,file,P_drug_gt_placebo,P_placebo_gt_drug
32,Vorinostat,result_trial_data_NCT04880161_CF_Vorinostat.json,0.965868,0.034132
33,Crizotinib,result_trial_data_NCT04880161_CF_Crizotinib.json,0.965495,0.034505
34,Rucaparib,result_trial_data_NCT04880161_CF_Rucaparib.json,0.964804,0.035196
35,Osimertinib,result_trial_data_NCT04880161_CF_Osimertinib.json,0.963140,0.036860
36,Ixazomib,result_trial_data_NCT04880161_CF_Ixazomib.json,0.962089,0.037911
37,Cobimetinib,result_trial_data_NCT04880161_CF_Cobimetinib.json,0.961304,0.038696
38,Docetaxel,result_trial_data_NCT04880161_CF_Docetaxel.json,0.961174,0.038826
39,Lapatinib,result_trial_data_NCT04880161_CF_Lapatinib.json,0.959935,0.040065
40,Carboplatin,result_trial_data_NCT04880161_CF_Carboplatin.json,0.958109,0.041891
41,Neratinib,result_trial_data_NCT04880161_CF_Neratinib.json,0.956849,0.043151
42,Irinotecan,result_trial_data_NCT04880161_CF_Irinotecan.json,0.955518,0.044482
43,Carfilzomib,result_trial_data_NCT04880161_CF_Carfilzomib.json,0.955260,0.044740
44,Binimetinib,result_trial_data_NCT04880161_CF_Binimetinib.json,0.955167,0.044833
45,Decitabine,result_trial_data_NCT04880161_CF_Decitabine.json,0.954671,0.045329
46,Bendamustine,result_trial_data_NCT04880161_CF_Bendamustine.json,0.953635,0.046365
47,Azacitidine,result_trial_data_NCT04880161_CF_Azacitidine.json,0.953106,0.046894
48,Deoxycholic_acid,result_trial_data_NCT04880161_CF_Deoxycholic_acid.json,0.953028,0.046972
49,Mitomycin,result_trial_data_NCT04880161_CF_Mitomycin.json,0.952928,0.047072
50,Eptifibatide,result_trial_data_NCT04880161_CF_Eptifibatide.json,0.952905,0.047095
51,Idarubicin,result_trial_data_NCT04880161_CF_Idarubicin.json,0.952476,0.047524
52,Afatinib,result_trial_data_NCT04880161_CF_Afatinib.json,0.951851,0.048149
53,Goserelin,result_trial_data_NCT04880161_CF_Goserelin.json,0.949975,0.050025
54,Vemurafenib,result_trial_data_NCT04880161_CF_Vemurafenib.json,0.949921,0.050079
55,Degarelix,result_trial_data_NCT04880161_CF_Degarelix.json,0.947650,0.052350
56,Pomalidomide,result_trial_data_NCT04880161_CF_Pomalidomide.json,0.946838,0.053162
57,Mitoxantrone,result_trial_data_NCT04880161_CF_Mitoxantrone.json,0.946337,0.053663
58,Epirubicin,result_trial_data_NCT04880161_CF_Epirubicin.json,0.945339,0.054661
59,Quizartinib,result_trial_data_NCT04880161_CF_Quizartinib.json,0.944203,0.055797
60,Ceritinib,result_trial_data_NCT04880161_CF_Ceritinib.json,0.943627,0.056373
61,Alpelisib,result_trial_data_NCT04880161_CF_Alpelisib.json,0.943393,0.056607
62,Tivozanib,result_trial_data_NCT04880161_CF_Tivozanib.json,0.941344,0.058656
63,Sirolimus,result_trial_data_NCT04880161_CF_Sirolimus.json,0.940471,0.059529
64,Capmatinib,result_trial_data_NCT04880161_CF_Capmatinib.json,0.940029,0.059971
65,Daunorubicin,result_trial_data_NCT04880161_CF_Daunorubicin.json,0.939989,0.060011
66,Bivalirudin,result_trial_data_NCT04880161_CF_Bivalirudin.json,0.938771,0.061229
67,Capivasertib,result_trial_data_NCT04880161_CF_Capivasertib.json,0.938730,0.061270
68,Encorafenib,result_trial_data_NCT04880161_CF_Encorafenib.json,0.938504,0.061496
69,Anastrozole,result_trial_data_NCT04880161_CF_Anastrozole.json,0.938387,0.061613
70,Sorafenib,result_trial_data_NCT04880161_CF_Sorafenib.json,0.938354,0.061646
71,Vinorelbine,result_trial_data_NCT04880161_CF_Vinorelbine.json,0.938209,0.061791
72,Oxytocin,result_trial_data_NCT04880161_CF_Oxytocin.json,0.937513,0.062487
73,Ifosfamide,result_trial_data_NCT04880161_CF_Ifosfamide.json,0.936734,0.063266
74,Letrozole,result_trial_data_NCT04880161_CF_Letrozole.json,0.935538,0.064462
75,Regorafenib,result_trial_data_NCT04880161_CF_Regorafenib.json,0.935401,0.064599
76,Triptorelin,result_trial_data_NCT04880161_CF_Triptorelin.json,0.934080,0.065920
77,Tazemetostat,result_trial_data_NCT04880161_CF_Tazemetostat.json,0.933902,0.066098
78,Indocyanine_green_ac,result_trial_data_NCT04880161_CF_Indocyanine_green_ac.json,0.933751,0.066249
79,Tranexamic_acid,result_trial_data_NCT04880161_CF_Tranexamic_acid.json,0.932905,0.067095
80,Lenalidomide,result_trial_data_NCT04880161_CF_Lenalidomide.json,0.930900,0.069100
81,Capecitabine,result_trial_data_NCT04880161_CF_Capecitabine.json,0.930588,0.069412
82,Copanlisib,result_trial_data_NCT04880161_CF_Copanlisib.json,0.930313,0.069687
83,Nintedanib,result_trial_data_NCT04880161_CF_Nintedanib.json,0.930228,0.069772
84,Topotecan,result_trial_data_NCT04880161_CF_Topotecan.json,0.928488,0.071512
85,Flumazenil,result_trial_data_NCT04880161_CF_Flumazenil.json,0.927789,0.072211
86,Azilsartan_medoxomil,result_trial_data_NCT04880161_CF_Azilsartan_medoxomil.json,0.927445,0.072555
87,Etoposide,result_trial_data_NCT04880161_CF_Etoposide.json,0.926919,0.073081
88,Micafungin,result_trial_data_NCT04880161_CF_Micafungin.json,0.926904,0.073096
89,Nilutamide,result_trial_data_NCT04880161_CF_Nilutamide.json,0.926669,0.073331
90,Vandetanib,result_trial_data_NCT04880161_CF_Vandetanib.json,0.926311,0.073689
91,Entrectinib,result_trial_data_NCT04880161_CF_Entrectinib.json,0.924650,0.075350
92,Posaconazole,result_trial_data_NCT04880161_CF_Posaconazole.json,0.924252,0.075748
93,Permethrin,result_trial_data_NCT04880161_CF_Permethrin.json,0.923756,0.076244
94,Rufinamide,result_trial_data_NCT04880161_CF_Rufinamide.json,0.921229,0.078771
95,Brexpiprazole,result_trial_data_NCT04880161_CF_Brexpiprazole.json,0.920594,0.079406
96,Ramelteon,result_trial_data_NCT04880161_CF_Ramelteon.json,0.920039,0.079961
97,Apixaban,result_trial_data_NCT04880161_CF_Apixaban.json,0.919792,0.080208
98,Selinexor,result_trial_data_NCT04880161_CF_Selinexor.json,0.919727,0.080273
99,Tigecycline,result_trial_data_NCT04880161_CF_Tigecycline.json,0.918800,0.081200
100,Malathion,result_trial_data_NCT04880161_CF_Malathion.json,0.918406,0.081594
101,Leuprolide,result_trial_data_NCT04880161_CF_Leuprolide.json,0.917785,0.082215
102,Brigatinib,result_trial_data_NCT04880161_CF_Brigatinib.json,0.917545,0.082455
103,Acenocoumarol,result_trial_data_NCT04880161_CF_Acenocoumarol.json,0.915908,0.084092
104,Ivosidenib,result_trial_data_NCT04880161_CF_Ivosidenib.json,0.915724,0.084276
105,Resveratrol,result_trial_data_NCT04880161_CF_Resveratrol.json,0.915706,0.084294
106,Procarbazine,result_trial_data_NCT04880161_CF_Procarbazine.json,0.914675,0.085325
107,Ciclopirox,result_trial_data_NCT04880161_CF_Ciclopirox.json,0.914298,0.085702
108,Deferiprone,result_trial_data_NCT04880161_CF_Deferiprone.json,0.913712,0.086288
109,Bicalutamide,result_trial_data_NCT04880161_CF_Bicalutamide.json,0.912314,0.087686
110,Levetiracetam,result_trial_data_NCT04880161_CF_Levetiracetam.json,0.911725,0.088275
111,Pexidartinib,result_trial_data_NCT04880161_CF_Pexidartinib.json,0.911408,0.088592
112,Vortioxetine,result_trial_data_NCT04880161_CF_Vortioxetine.json,0.910037,0.089963
113,Streptozocin,result_trial_data_NCT04880161_CF_Streptozocin.json,0.907914,0.092086
114,Oxaliplatin,result_trial_data_NCT04880161_CF_Oxaliplatin.json,0.906672,0.093328
115,Bortezomib,result_trial_data_NCT04880161_CF_Bortezomib.json,0.906158,0.093842
116,Carmustine,result_trial_data_NCT04880161_CF_Carmustine.json,0.906054,0.093946
117,Zanubrutinib,result_trial_data_NCT04880161_CF_Zanubrutinib.json,0.905779,0.094221
118,Ruxolitinib,result_trial_data_NCT04880161_CF_Ruxolitinib.json,0.905716,0.094284
119,Melphalan,result_trial_data_NCT04880161_CF_Melphalan.json,0.905152,0.094848
120,Isoflurophate,result_trial_data_NCT04880161_CF_Isoflurophate.json,0.905102,0.094898
121,Enasidenib,result_trial_data_NCT04880161_CF_Enasidenib.json,0.904855,0.095145
122,Rivaroxaban,result_trial_data_NCT04880161_CF_Rivaroxaban.json,0.903097,0.096903
123,Clofarabine,result_trial_data_NCT04880161_CF_Clofarabine.json,0.902511,0.097489
124,Momelotinib,result_trial_data_NCT04880161_CF_Momelotinib.json,0.902325,0.097675
125,Duvelisib,result_trial_data_NCT04880161_CF_Duvelisib.json,0.902216,0.097784
126,Vinblastine,result_trial_data_NCT04880161_CF_Vinblastine.json,0.901723,0.098277
127,Warfarin,result_trial_data_NCT04880161_CF_Warfarin.json,0.901233,0.098767
128,Edaravone,result_trial_data_NCT04880161_CF_Edaravone.json,0.901059,0.098941
129,Dexrazoxane,result_trial_data_NCT04880161_CF_Dexrazoxane.json,0.900261,0.099739
130,Dimethyl_fumarate,result_trial_data_NCT04880161_CF_Dimethyl_fumarate.json,0.900092,0.099908
131,Staurosporine,result_trial_data_NCT04880161_CF_Staurosporine.json,0.899560,0.100440
132,Vardenafil,result_trial_data_NCT04880161_CF_Vardenafil.json,0.899196,0.100804
133,Cloxacillin,result_trial_data_NCT04880161_CF_Cloxacillin.json,0.898549,0.101451
134,Flucloxacillin,result_trial_data_NCT04880161_CF_Flucloxacillin.json,0.897319,0.102681
135,Tyrosine,result_trial_data_NCT04880161_CF_Tyrosine.json,0.896543,0.103457
136,Naftifine,result_trial_data_NCT04880161_CF_Naftifine.json,0.896386,0.103614
137,Ponatinib,result_trial_data_NCT04880161_CF_Ponatinib.json,0.895617,0.104383
138,Aminolevulinic_acid,result_trial_data_NCT04880161_CF_Aminolevulinic_acid.json,0.895198,0.104802
139,Dactinomycin,result_trial_data_NCT04880161_CF_Dactinomycin.json,0.895107,0.104893
140,Tucatinib,result_trial_data_NCT04880161_CF_Tucatinib.json,0.894624,0.105376
141,Roxadustat,result_trial_data_NCT04880161_CF_Roxadustat.json,0.894609,0.105391
142,Phensuximide,result_trial_data_NCT04880161_CF_Phensuximide.json,0.894604,0.105396
143,Donepezil,result_trial_data_NCT04880161_CF_Donepezil.json,0.894526,0.105474
144,Lorlatinib,result_trial_data_NCT04880161_CF_Lorlatinib.json,0.893461,0.106539
145,Dimethyl_sulfoxide,result_trial_data_NCT04880161_CF_Dimethyl_sulfoxide.json,0.892686,0.107314
146,Acalabrutinib,result_trial_data_NCT04880161_CF_Acalabrutinib.json,0.892504,0.107496
147,Avibactam,result_trial_data_NCT04880161_CF_Avibactam.json,0.892112,0.107888
148,Estradiol,result_trial_data_NCT04880161_CF_Estradiol.json,0.891615,0.108385
149,Olmutinib,result_trial_data_NCT04880161_CF_Olmutinib.json,0.890385,0.109615
150,Vigabatrin,result_trial_data_NCT04880161_CF_Vigabatrin.json,0.890166,0.109834
151,Plerixafor,result_trial_data_NCT04880161_CF_Plerixafor.json,0.890132,0.109868
152,Menadione,result_trial_data_NCT04880161_CF_Menadione.json,0.890026,0.109974
153,Pitavastatin,result_trial_data_NCT04880161_CF_Pitavastatin.json,0.889864,0.110136
154,Fluorouracil,result_trial_data_NCT04880161_CF_Fluorouracil.json,0.889827,0.110173
155,Rosuvastatin,result_trial_data_NCT04880161_CF_Rosuvastatin.json,0.889640,0.110360
156,Cyclophosphamide,result_trial_data_NCT04880161_CF_Cyclophosphamide.json,0.889415,0.110585
157,Miltefosine,result_trial_data_NCT04880161_CF_Miltefosine.json,0.889188,0.110812
158,Protirelin,result_trial_data_NCT04880161_CF_Protirelin.json,0.888196,0.111804
159,Nelfinavir,result_trial_data_NCT04880161_CF_Nelfinavir.json,0.888086,0.111914
160,Selexipag,result_trial_data_NCT04880161_CF_Selexipag.json,0.888000,0.112000
161,Riboflavin,result_trial_data_NCT04880161_CF_Riboflavin.json,0.887626,0.112374
162,Pimecrolimus,result_trial_data_NCT04880161_CF_Pimecrolimus.json,0.887603,0.112397
163,Boceprevir,result_trial_data_NCT04880161_CF_Boceprevir.json,0.887175,0.112825
164,Physostigmine,result_trial_data_NCT04880161_CF_Physostigmine.json,0.886830,0.113170
165,Phylloquinone,result_trial_data_NCT04880161_CF_Phylloquinone.json,0.886748,0.113252
166,Gilteritinib,result_trial_data_NCT04880161_CF_Gilteritinib.json,0.886296,0.113704
167,Modafinil,result_trial_data_NCT04880161_CF_Modafinil.json,0.885897,0.114103
168,Esketamine,result_trial_data_NCT04880161_CF_Esketamine.json,0.885269,0.114731
169,Vismodegib,result_trial_data_NCT04880161_CF_Vismodegib.json,0.884791,0.115209
170,Piracetam,result_trial_data_NCT04880161_CF_Piracetam.json,0.884190,0.115810
171,Caspofungin,result_trial_data_NCT04880161_CF_Caspofungin.json,0.883723,0.116277
172,Ibutilide,result_trial_data_NCT04880161_CF_Ibutilide.json,0.883686,0.116314
173,Valproic_acid,result_trial_data_NCT04880161_CF_Valproic_acid.json,0.883047,0.116953
174,Copper,result_trial_data_NCT04880161_CF_Copper.json,0.882926,0.117074
175,Arsenic_trioxide,result_trial_data_NCT04880161_CF_Arsenic_trioxide.json,0.882368,0.117632
176,Migalastat,result_trial_data_NCT04880161_CF_Migalastat.json,0.881272,0.118728
177,Abemaciclib,result_trial_data_NCT04880161_CF_Abemaciclib.json,0.881241,0.118759
178,Nafcillin,result_trial_data_NCT04880161_CF_Nafcillin.json,0.880906,0.119094
179,Idebenone,result_trial_data_NCT04880161_CF_Idebenone.json,0.880479,0.119521
180,Ezetimibe,result_trial_data_NCT04880161_CF_Ezetimibe.json,0.879701,0.120299
181,Rifapentine,result_trial_data_NCT04880161_CF_Rifapentine.json,0.877785,0.122215
182,Varenicline,result_trial_data_NCT04880161_CF_Varenicline.json,0.877663,0.122337
183,Atomoxetine,result_trial_data_NCT04880161_CF_Atomoxetine.json,0.877270,0.122730
184,Lurasidone,result_trial_data_NCT04880161_CF_Lurasidone.json,0.877084,0.122916
185,Buserelin,result_trial_data_NCT04880161_CF_Buserelin.json,0.876711,0.123289
186,Mibefradil,result_trial_data_NCT04880161_CF_Mibefradil.json,0.876528,0.123472
187,Infigratinib,result_trial_data_NCT04880161_CF_Infigratinib.json,0.876300,0.123700
188,Ethosuximide,result_trial_data_NCT04880161_CF_Ethosuximide.json,0.875972,0.124028
189,Cytarabine,result_trial_data_NCT04880161_CF_Cytarabine.json,0.875964,0.124036
190,Isradipine,result_trial_data_NCT04880161_CF_Isradipine.json,0.875354,0.124646
191,Voriconazole,result_trial_data_NCT04880161_CF_Voriconazole.json,0.874596,0.125404
192,Pasireotide,result_trial_data_NCT04880161_CF_Pasireotide.json,0.873939,0.126061
193,Zaleplon,result_trial_data_NCT04880161_CF_Zaleplon.json,0.873667,0.126333
194,Vincristine,result_trial_data_NCT04880161_CF_Vincristine.json,0.872571,0.127429
195,Rifabutin,result_trial_data_NCT04880161_CF_Rifabutin.json,0.871768,0.128232
196,Ertapenem,result_trial_data_NCT04880161_CF_Ertapenem.json,0.871684,0.128316
197,Prasugrel,result_trial_data_NCT04880161_CF_Prasugrel.json,0.871507,0.128493
198,Galantamine,result_trial_data_NCT04880161_CF_Galantamine.json,0.871326,0.128674
199,Lincomycin,result_trial_data_NCT04880161_CF_Lincomycin.json,0.871089,0.128911
200,Streptomycin,result_trial_data_NCT04880161_CF_Streptomycin.json,0.871003,0.128997
201,Valganciclovir,result_trial_data_NCT04880161_CF_Valganciclovir.json,0.870759,0.129241
202,Prilocaine,result_trial_data_NCT04880161_CF_Prilocaine.json,0.870342,0.129658
203,Tirofiban,result_trial_data_NCT04880161_CF_Tirofiban.json,0.870196,0.129804
204,Tamoxifen,result_trial_data_NCT04880161_CF_Tamoxifen.json,0.869989,0.130011
205,Tipranavir,result_trial_data_NCT04880161_CF_Tipranavir.json,0.869419,0.130581
206,Regadenoson,result_trial_data_NCT04880161_CF_Regadenoson.json,0.869348,0.130652
207,Tadalafil,result_trial_data_NCT04880161_CF_Tadalafil.json,0.868947,0.131053
208,Ivabradine,result_trial_data_NCT04880161_CF_Ivabradine.json,0.866506,0.133494
209,Itraconazole,result_trial_data_NCT04880161_CF_Itraconazole.json,0.866478,0.133522
210,Amlodipine,result_trial_data_NCT04880161_CF_Amlodipine.json,0.866305,0.133695
211,Pimavanserin,result_trial_data_NCT04880161_CF_Pimavanserin.json,0.865604,0.134396
212,Nicardipine,result_trial_data_NCT04880161_CF_Nicardipine.json,0.865173,0.134827
213,Moxifloxacin,result_trial_data_NCT04880161_CF_Moxifloxacin.json,0.864871,0.135129
214,Vernakalant,result_trial_data_NCT04880161_CF_Vernakalant.json,0.864721,0.135279
215,Telaprevir,result_trial_data_NCT04880161_CF_Telaprevir.json,0.864586,0.135414
216,Uridine_triacetate,result_trial_data_NCT04880161_CF_Uridine_triacetate.json,0.864550,0.135450
217,Aminoglutethimide,result_trial_data_NCT04880161_CF_Aminoglutethimide.json,0.864391,0.135609
218,Trimetazidine,result_trial_data_NCT04880161_CF_Trimetazidine.json,0.864377,0.135623
219,Latanoprost,result_trial_data_NCT04880161_CF_Latanoprost.json,0.863763,0.136237
220,Iohexol,result_trial_data_NCT04880161_CF_Iohexol.json,0.862884,0.137116
221,Ketoconazole,result_trial_data_NCT04880161_CF_Ketoconazole.json,0.862447,0.137553
222,Tafamidis,result_trial_data_NCT04880161_CF_Tafamidis.json,0.862285,0.137715
223,Linezolid,result_trial_data_NCT04880161_CF_Linezolid.json,0.861902,0.138098
224,Clobazam,result_trial_data_NCT04880161_CF_Clobazam.json,0.861557,0.138443
225,Paromomycin,result_trial_data_NCT04880161_CF_Paromomycin.json,0.861329,0.138671
226,Memantine,result_trial_data_NCT04880161_CF_Memantine.json,0.860886,0.139114
227,Erdafitinib,result_trial_data_NCT04880161_CF_Erdafitinib.json,0.860751,0.139249
228,Teriflunomide,result_trial_data_NCT04880161_CF_Teriflunomide.json,0.860363,0.139637
229,Omadacycline,result_trial_data_NCT04880161_CF_Omadacycline.json,0.860313,0.139687
230,Propofol,result_trial_data_NCT04880161_CF_Propofol.json,0.860251,0.139749
231,Cisplatin,result_trial_data_NCT04880161_CF_Cisplatin.json,0.859972,0.140028
232,Dasatinib,result_trial_data_NCT04880161_CF_Dasatinib.json,0.859910,0.140090
233,Cilostazol,result_trial_data_NCT04880161_CF_Cilostazol.json,0.858762,0.141238
234,Bromfenac,result_trial_data_NCT04880161_CF_Bromfenac.json,0.858473,0.141527
235,Bupivacaine,result_trial_data_NCT04880161_CF_Bupivacaine.json,0.858316,0.141684
236,Levobupivacaine,result_trial_data_NCT04880161_CF_Levobupivacaine.json,0.858316,0.141684
237,Miconazole,result_trial_data_NCT04880161_CF_Miconazole.json,0.858166,0.141834
238,Bisindolylmaleimide_,result_trial_data_NCT04880161_CF_Bisindolylmaleimide_.json,0.858085,0.141915
239,Lovastatin,result_trial_data_NCT04880161_CF_Lovastatin.json,0.857852,0.142148
240,Flutamide,result_trial_data_NCT04880161_CF_Flutamide.json,0.857604,0.142396
241,Simvastatin,result_trial_data_NCT04880161_CF_Simvastatin.json,0.856494,0.143506
242,Saquinavir,result_trial_data_NCT04880161_CF_Saquinavir.json,0.856261,0.143739
243,Nicorandil,result_trial_data_NCT04880161_CF_Nicorandil.json,0.855968,0.144032
244,Tetracaine,result_trial_data_NCT04880161_CF_Tetracaine.json,0.855414,0.144586
245,Amifostine,result_trial_data_NCT04880161_CF_Amifostine.json,0.855186,0.144814
246,Pacritinib,result_trial_data_NCT04880161_CF_Pacritinib.json,0.854574,0.145426
247,Ritonavir,result_trial_data_NCT04880161_CF_Ritonavir.json,0.854419,0.145581
248,Trifluridine,result_trial_data_NCT04880161_CF_Trifluridine.json,0.854331,0.145669
249,Nisoldipine,result_trial_data_NCT04880161_CF_Nisoldipine.json,0.854302,0.145698
250,Fluvastatin,result_trial_data_NCT04880161_CF_Fluvastatin.json,0.851807,0.148193
251,Metyrosine,result_trial_data_NCT04880161_CF_Metyrosine.json,0.850620,0.149380
252,Gatifloxacin,result_trial_data_NCT04880161_CF_Gatifloxacin.json,0.850128,0.149872
253,Raloxifene,result_trial_data_NCT04880161_CF_Raloxifene.json,0.849995,0.150005
254,Amprenavir,result_trial_data_NCT04880161_CF_Amprenavir.json,0.849967,0.150033
255,Nimodipine,result_trial_data_NCT04880161_CF_Nimodipine.json,0.849888,0.150112
256,Procainamide,result_trial_data_NCT04880161_CF_Procainamide.json,0.849132,0.150868
257,Felbinac,result_trial_data_NCT04880161_CF_Felbinac.json,0.848092,0.151908
258,Minoxidil,result_trial_data_NCT04880161_CF_Minoxidil.json,0.847588,0.152412
259,Sonidegib,result_trial_data_NCT04880161_CF_Sonidegib.json,0.847145,0.152855
260,Phenindione,result_trial_data_NCT04880161_CF_Phenindione.json,0.847086,0.152914
261,Troleandomycin,result_trial_data_NCT04880161_CF_Troleandomycin.json,0.846451,0.153549
262,Riociguat,result_trial_data_NCT04880161_CF_Riociguat.json,0.845934,0.154066
263,Vilazodone,result_trial_data_NCT04880161_CF_Vilazodone.json,0.845859,0.154141
264,Vorapaxar,result_trial_data_NCT04880161_CF_Vorapaxar.json,0.845774,0.154226
265,Ruboxistaurin,result_trial_data_NCT04880161_CF_Ruboxistaurin.json,0.845373,0.154627
266,Econazole,result_trial_data_NCT04880161_CF_Econazole.json,0.844595,0.155405
267,Flucytosine,result_trial_data_NCT04880161_CF_Flucytosine.json,0.844167,0.155833
268,Cocaine,result_trial_data_NCT04880161_CF_Cocaine.json,0.844011,0.155989
269,Adenosine,result_trial_data_NCT04880161_CF_Adenosine.json,0.843706,0.156294
270,Dabigatran_etexilate,result_trial_data_NCT04880161_CF_Dabigatran_etexilate.json,0.843365,0.156635
271,Hydroxyurea,result_trial_data_NCT04880161_CF_Hydroxyurea.json,0.843002,0.156998
272,Thalidomide,result_trial_data_NCT04880161_CF_Thalidomide.json,0.842322,0.157678
273,Chloroprocaine,result_trial_data_NCT04880161_CF_Chloroprocaine.json,0.842266,0.157734
274,Milrinone,result_trial_data_NCT04880161_CF_Milrinone.json,0.841700,0.158300
275,Fedratinib,result_trial_data_NCT04880161_CF_Fedratinib.json,0.841673,0.158327
276,Griseofulvin,result_trial_data_NCT04880161_CF_Griseofulvin.json,0.841358,0.158642
277,Isoconazole,result_trial_data_NCT04880161_CF_Isoconazole.json,0.841246,0.158754
278,Pemigatinib,result_trial_data_NCT04880161_CF_Pemigatinib.json,0.841046,0.158954
279,Ticagrelor,result_trial_data_NCT04880161_CF_Ticagrelor.json,0.840848,0.159152
280,Erlotinib,result_trial_data_NCT04880161_CF_Erlotinib.json,0.840450,0.159550
281,Palonosetron,result_trial_data_NCT04880161_CF_Palonosetron.json,0.840315,0.159685
282,Cariprazine,result_trial_data_NCT04880161_CF_Cariprazine.json,0.839957,0.160043
283,Novobiocin,result_trial_data_NCT04880161_CF_Novobiocin.json,0.839801,0.160199
284,Riluzole,result_trial_data_NCT04880161_CF_Riluzole.json,0.839441,0.160559
285,Methsuximide,result_trial_data_NCT04880161_CF_Methsuximide.json,0.839306,0.160694
286,Omacetaxine_mepesucc,result_trial_data_NCT04880161_CF_Omacetaxine_mepesucc.json,0.838480,0.161520
287,Zolpidem,result_trial_data_NCT04880161_CF_Zolpidem.json,0.838108,0.161892
288,Bimatoprost,result_trial_data_NCT04880161_CF_Bimatoprost.json,0.836899,0.163101
289,Indigotindisulfonic_,result_trial_data_NCT04880161_CF_Indigotindisulfonic_.json,0.836773,0.163227
290,Fluconazole,result_trial_data_NCT04880161_CF_Fluconazole.json,0.836211,0.163789
291,Bedaquiline,result_trial_data_NCT04880161_CF_Bedaquiline.json,0.835079,0.164921
292,Sulthiame,result_trial_data_NCT04880161_CF_Sulthiame.json,0.834077,0.165923
293,Cefradine,result_trial_data_NCT04880161_CF_Cefradine.json,0.834027,0.165973
294,Stavudine,result_trial_data_NCT04880161_CF_Stavudine.json,0.833562,0.166438
295,Desmopressin,result_trial_data_NCT04880161_CF_Desmopressin.json,0.832608,0.167392
296,Tromethamine,result_trial_data_NCT04880161_CF_Tromethamine.json,0.832371,0.167629
297,Dronedarone,result_trial_data_NCT04880161_CF_Dronedarone.json,0.832221,0.167779
298,Atorvastatin,result_trial_data_NCT04880161_CF_Atorvastatin.json,0.831606,0.168394
299,Gemcitabine,result_trial_data_NCT04880161_CF_Gemcitabine.json,0.831526,0.168474
300,Bentiromide,result_trial_data_NCT04880161_CF_Bentiromide.json,0.831482,0.168518
301,Felbamate,result_trial_data_NCT04880161_CF_Felbamate.json,0.830757,0.169243
302,Pentobarbital,result_trial_data_NCT04880161_CF_Pentobarbital.json,0.830679,0.169321
303,Phenethyl_Isothiocya,result_trial_data_NCT04880161_CF_Phenethyl_Isothiocya.json,0.830507,0.169493
304,Diltiazem,result_trial_data_NCT04880161_CF_Diltiazem.json,0.830489,0.169511
