rank	drug	file_base	safety_score	efficacy_score	ae_score	safety_norm	efficacy_norm	ae_inverse_norm	composite_score
26	Lenvatinib	NCT04880161_CF_Lenvatinib	0.608306	0.970056	5.176423520129172	0.0	0.9663958959550498	0.0	0.38655835838201996
27	Venetoclax	NCT04880161_CF_Venetoclax	0.608306	0.969885	5.176423520129172	0.0	0.9661227827520227	0.0	0.3864491131008091
28	Cabozantinib	NCT04880161_CF_Cabozantinib	0.608306	0.968387	5.176423520129172	0.0	0.9637302472073774	0.0	0.385492098882951
29	Dacomitinib	NCT04880161_CF_Dacomitinib	0.608306	0.967432	5.176423520129172	0.0	0.9622049658688352	0.0	0.3848819863475341
30	Abiraterone	NCT04880161_CF_Abiraterone	0.608306	0.966362	5.176423520129172	0.0	0.9604960119083744	0.0	0.38419840476334977
31	Sunitinib	NCT04880161_CF_Sunitinib	0.608306	0.966239	5.176423520129172	0.0	0.960299562060583	0.0	0.38411982482423324
32	Vorinostat	NCT04880161_CF_Vorinostat	0.608306	0.965868	5.176423520129172	0.0	0.9597070182107411	0.0	0.38388280728429647
33	Crizotinib	NCT04880161_CF_Crizotinib	0.608306	0.965495	5.176423520129172	0.0	0.959111280054431	0.0	0.3836445120217724
34	Rucaparib	NCT04880161_CF_Rucaparib	0.608306	0.964804	5.176423520129172	0.0	0.9580076471696848	0.0	0.3832030588678739
35	Osimertinib	NCT04880161_CF_Osimertinib	0.608306	0.96314	5.176423520129172	0.0	0.9553499841881828	0.0	0.3821399936752732
36	Ixazomib	NCT04880161_CF_Ixazomib	0.608306	0.962089	5.176423520129172	0.0	0.9536713761391695	0.0	0.38146855045566785
37	Cobimetinib	NCT04880161_CF_Cobimetinib	0.608306	0.961304	5.176423520129172	0.0	0.9524176108504202	0.0	0.3809670443401681
38	Docetaxel	NCT04880161_CF_Docetaxel	0.608306	0.961174	5.176423520129172	0.0	0.9522099809299904	0.0	0.3808839923719962
39	Lapatinib	NCT04880161_CF_Lapatinib	0.608306	0.959935	5.176423520129172	0.0	0.9502311080729707	0.0	0.38009244322918834
40	Carboplatin	NCT04880161_CF_Carboplatin	0.608306	0.958109	5.176423520129172	0.0	0.9473147062675485	0.0	0.3789258825070194
41	Neratinib	NCT04880161_CF_Neratinib	0.608306	0.956849	5.176423520129172	0.0	0.9453022931926133	0.0	0.37812091727704533
42	Irinotecan	NCT04880161_CF_Irinotecan	0.608306	0.955518	5.176423520129172	0.0	0.9431764822380587	0.0	0.3772705928952235
43	Carfilzomib	NCT04880161_CF_Carfilzomib	0.608306	0.95526	5.176423520129172	0.0	0.9427644167036674	0.0	0.377105766681467
44	Binimetinib	NCT04880161_CF_Binimetinib	0.608306	0.955167	5.176423520129172	0.0	0.9426158814528982	0.0	0.3770463525811593
45	Decitabine	NCT04880161_CF_Decitabine	0.608306	0.954671	5.176423520129172	0.0	0.941823693448797	0.0	0.37672947737951884
46	Bendamustine	NCT04880161_CF_Bendamustine	0.608306	0.953635	5.176423520129172	0.0	0.9401690426982946	0.0	0.37606761707931785
47	Azacitidine	NCT04880161_CF_Azacitidine	0.608306	0.953106	5.176423520129172	0.0	0.9393241486374686	0.0	0.3757296594549875
48	Deoxycholic_acid	NCT04880161_CF_Deoxycholic_acid	0.608306	0.953028	5.176423520129172	0.0	0.9391995706852106	0.0	0.3756798282740843
49	Mitomycin	NCT04880161_CF_Mitomycin	0.608306	0.952928	5.176423520129172	0.0	0.9390398553618031	0.0	0.37561594214472127
50	Eptifibatide	NCT04880161_CF_Eptifibatide	0.608306	0.952905	5.176423520129172	0.0	0.9390031208374192	0.0	0.3756012483349677
51	Idarubicin	NCT04880161_CF_Idarubicin	0.608306	0.952476	5.176423520129172	0.0	0.9383179421000009	0.0	0.3753271768400004
52	Afatinib	NCT04880161_CF_Afatinib	0.608306	0.951851	5.176423520129172	0.0	0.9373197213287038	0.0	0.3749278885314815
53	Goserelin	NCT04880161_CF_Goserelin	0.608306	0.949975	5.176423520129172	0.0	0.934323461861578	0.0	0.37372938474463124
54	Vemurafenib	NCT04880161_CF_Vemurafenib	0.608306	0.949921	5.176423520129172	0.0	0.934237215586938	0.0	0.3736948862347752
55	Degarelix	NCT04880161_CF_Degarelix	0.608306	0.94765	5.176423520129172	0.0	0.9306100805923521	0.0	0.37224403223694086
56	Pomalidomide	NCT04880161_CF_Pomalidomide	0.608306	0.946838	5.176423520129172	0.0	0.9293131921662826	0.0	0.3717252768665131
57	Mitoxantrone	NCT04880161_CF_Mitoxantrone	0.608306	0.946337	5.176423520129172	0.0	0.928513018396011	0.0	0.37140520735840443
58	Epirubicin	NCT04880161_CF_Epirubicin	0.608306	0.945339	5.176423520129172	0.0	0.9269190594684035	0.0	0.3707676237873614
59	Quizartinib	NCT04880161_CF_Quizartinib	0.608306	0.944203	5.176423520129172	0.0	0.9251046933944935	0.0	0.3700418773577974
60	Ceritinib	NCT04880161_CF_Ceritinib	0.608306	0.943627	5.176423520129172	0.0	0.9241847331316662	0.0	0.3696738932526665
61	Alpelisib	NCT04880161_CF_Alpelisib	0.608306	0.943393	5.176423520129172	0.0	0.9238109992748924	0.0	0.369524399709957
62	Tivozanib	NCT04880161_CF_Tivozanib	0.608306	0.941344	5.176423520129172	0.0	0.9205384322982716	0.0	0.36821537291930867
63	Sirolimus	NCT04880161_CF_Sirolimus	0.608306	0.940471	5.176423520129172	0.0	0.9191441175249233	0.0	0.36765764700996934
64	Capmatinib	NCT04880161_CF_Capmatinib	0.608306	0.940029	5.176423520129172	0.0	0.9184381757954622	0.0	0.3673752703181849
65	Daunorubicin	NCT04880161_CF_Daunorubicin	0.608306	0.939989	5.176423520129172	0.0	0.9183742896660991	0.0	0.36734971586643966
66	Bivalirudin	NCT04880161_CF_Bivalirudin	0.608306	0.938771	5.176423520129172	0.0	0.9164289570269951	0.0	0.36657158281079805
67	Capivasertib	NCT04880161_CF_Capivasertib	0.608306	0.93873	5.176423520129172	0.0	0.9163634737443977	0.0	0.3665453894977591
68	Encorafenib	NCT04880161_CF_Encorafenib	0.608306	0.938504	5.176423520129172	0.0	0.916002517113497	0.0	0.36640100684539884
69	Anastrozole	NCT04880161_CF_Anastrozole	0.608306	0.938387	5.176423520129172	0.0	0.9158156501851099	0.0	0.366326260074044
70	Sorafenib	NCT04880161_CF_Sorafenib	0.608306	0.938354	5.176423520129172	0.0	0.9157629441283854	0.0	0.3663051776513542
71	Vinorelbine	NCT04880161_CF_Vinorelbine	0.608306	0.938209	5.176423520129172	0.0	0.9155313569094444	0.0	0.3662125427637778
72	Oxytocin	NCT04880161_CF_Oxytocin	0.608306	0.937513	5.176423520129172	0.0	0.9144197382585281	0.0	0.36576789530341125
73	Ifosfamide	NCT04880161_CF_Ifosfamide	0.608306	0.936734	5.176423520129172	0.0	0.9131755558891831	0.0	0.36527022235567325
74	Letrozole	NCT04880161_CF_Letrozole	0.608306	0.935538	5.176423520129172	0.0	0.9112653606212288	0.0	0.36450614424849154
75	Regorafenib	NCT04880161_CF_Regorafenib	0.608306	0.935401	5.176423520129172	0.0	0.9110465506281603	0.0	0.36441862025126415
76	Triptorelin	NCT04880161_CF_Triptorelin	0.608306	0.93408	5.176423520129172	0.0	0.9089367112059465	0.0	0.3635746844823786
77	Tazemetostat	NCT04880161_CF_Tazemetostat	0.608306	0.933902	5.176423520129172	0.0	0.9086524179302812	0.0	0.3634609671721125
78	Indocyanine_green_ac	NCT04880161_CF_Indocyanine_green_ac	0.608306	0.933751	5.176423520129172	0.0	0.9084112477919357	0.0	0.3633644991167743
79	Tranexamic_acid	NCT04880161_CF_Tranexamic_acid	0.608306	0.932905	5.176423520129172	0.0	0.9070600561559076	0.0	0.36282402246236306
80	Lenalidomide	NCT04880161_CF_Lenalidomide	0.608306	0.9309	5.176423520129172	0.0	0.9038577639215859	0.0	0.3615431055686344
81	Capecitabine	NCT04880161_CF_Capecitabine	0.608306	0.930588	5.176423520129172	0.0	0.9033594521125545	0.0	0.36134378084502183
82	Copanlisib	NCT04880161_CF_Copanlisib	0.608306	0.930313	5.176423520129172	0.0	0.9029202349731837	0.0	0.3611680939892735
83	Nintedanib	NCT04880161_CF_Nintedanib	0.608306	0.930228	5.176423520129172	0.0	0.9027844769482875	0.0	0.361113790779315
84	Topotecan	NCT04880161_CF_Topotecan	0.608306	0.928488	5.176423520129172	0.0	0.9000054303209959	0.0	0.36000217212839836
85	Flumazenil	NCT04880161_CF_Flumazenil	0.608306	0.927789	5.176423520129172	0.0	0.898889020210377	0.0	0.3595556080841508
86	Azilsartan_medoxomil	NCT04880161_CF_Azilsartan_medoxomil	0.608306	0.927445	5.176423520129172	0.0	0.8983395994978548	0.0	0.35933583979914197
87	Etoposide	NCT04880161_CF_Etoposide	0.608306	0.926919	5.176423520129172	0.0	0.8974994968967314	0.0	0.3589997987586926
88	Micafungin	NCT04880161_CF_Micafungin	0.608306	0.926904	5.176423520129172	0.0	0.8974755395982201	0.0	0.3589902158392881
89	Nilutamide	NCT04880161_CF_Nilutamide	0.608306	0.926669	5.176423520129172	0.0	0.8971002085882124	0.0	0.35884008343528495
90	Vandetanib	NCT04880161_CF_Vandetanib	0.608306	0.926311	5.176423520129172	0.0	0.8965284277304132	0.0	0.3586113710921653
91	Entrectinib	NCT04880161_CF_Entrectinib	0.608306	0.92465	5.176423520129172	0.0	0.8938755562086138	0.0	0.35755022248344553
92	Posaconazole	NCT04880161_CF_Posaconazole	0.608306	0.924252	5.176423520129172	0.0	0.8932398892214515	0.0	0.35729595568858064
93	Permethrin	NCT04880161_CF_Permethrin	0.608306	0.923756	5.176423520129172	0.0	0.8924477012173503	0.0	0.35697908048694016
94	Rufinamide	NCT04880161_CF_Rufinamide	0.608306	0.921229	5.176423520129172	0.0	0.888411694994841	0.0	0.3553646779979364
95	Brexpiprazole	NCT04880161_CF_Brexpiprazole	0.608306	0.920594	5.176423520129172	0.0	0.8873975026912031	0.0	0.35495900107648126
96	Ramelteon	NCT04880161_CF_Ramelteon	0.608306	0.920039	5.176423520129172	0.0	0.8865110826462914	0.0	0.3546044330585166
97	Apixaban	NCT04880161_CF_Apixaban	0.608306	0.919792	5.176423520129172	0.0	0.8861165857974745	0.0	0.3544466343189898
98	Selinexor	NCT04880161_CF_Selinexor	0.608306	0.919727	5.176423520129172	0.0	0.8860127708372596	0.0	0.35440510833490385
99	Tigecycline	NCT04880161_CF_Tigecycline	0.608306	0.9188	5.176423520129172	0.0	0.8845322097892714	0.0	0.3538128839157086
100	Malathion	NCT04880161_CF_Malathion	0.608306	0.918406	5.176423520129172	0.0	0.8839029314150456	0.0	0.35356117256601827
101	Leuprolide	NCT04880161_CF_Leuprolide	0.608306	0.917785	5.176423520129172	0.0	0.8829110992566847	0.0	0.35316443970267386
102	Brigatinib	NCT04880161_CF_Brigatinib	0.608306	0.917545	5.176423520129172	0.0	0.8825277824805069	0.0	0.3530111129922028
103	Acenocoumarol	NCT04880161_CF_Acenocoumarol	0.608306	0.915908	5.176423520129172	0.0	0.879913242636325	0.0	0.35196529705453
104	Ivosidenib	NCT04880161_CF_Ivosidenib	0.608306	0.915724	5.176423520129172	0.0	0.8796193664412552	0.0	0.3518477465765021
105	Resveratrol	NCT04880161_CF_Resveratrol	0.608306	0.915706	5.176423520129172	0.0	0.8795906176830417	0.0	0.3518362470732167
106	Procarbazine	NCT04880161_CF_Procarbazine	0.608306	0.914675	5.176423520129172	0.0	0.8779439526987097	0.0	0.35117758107948394
107	Ciclopirox	NCT04880161_CF_Ciclopirox	0.608306	0.914298	5.176423520129172	0.0	0.8773418259294634	0.0	0.3509367303717854
108	Deferiprone	NCT04880161_CF_Deferiprone	0.608306	0.913712	5.176423520129172	0.0	0.8764058941342948	0.0	0.35056235765371796
109	Bicalutamide	NCT04880161_CF_Bicalutamide	0.608306	0.912314	5.176423520129172	0.0	0.8741730739130572	0.0	0.3496692295652229
110	Levetiracetam	NCT04880161_CF_Levetiracetam	0.608306	0.911725	5.176423520129172	0.0	0.8732323506581867	0.0	0.34929294026327473
111	Pexidartinib	NCT04880161_CF_Pexidartinib	0.608306	0.911408	5.176423520129172	0.0	0.8727260530829849	0.0	0.349090421233194
112	Vortioxetine	NCT04880161_CF_Vortioxetine	0.608306	0.910037	5.176423520129172	0.0	0.8705363559990673	0.0	0.34821454239962696
113	Streptozocin	NCT04880161_CF_Streptozocin	0.608306	0.907914	5.176423520129172	0.0	0.8671455996831247	0.0	0.3468582398732499
114	Oxaliplatin	NCT04880161_CF_Oxaliplatin	0.608306	0.906672	5.176423520129172	0.0	0.8651619353664028	0.0	0.34606477414656117
115	Bortezomib	NCT04880161_CF_Bortezomib	0.608306	0.906158	5.176423520129172	0.0	0.8643409986040882	0.0	0.3457363994416353
116	Carmustine	NCT04880161_CF_Carmustine	0.608306	0.906054	5.176423520129172	0.0	0.8641748946677441	0.0	0.34566995786709764
117	Zanubrutinib	NCT04880161_CF_Zanubrutinib	0.608306	0.905779	5.176423520129172	0.0	0.8637356775283733	0.0	0.34549427101134933
118	Ruxolitinib	NCT04880161_CF_Ruxolitinib	0.608306	0.905716	5.176423520129172	0.0	0.8636350568746266	0.0	0.34545402274985065
119	Melphalan	NCT04880161_CF_Melphalan	0.608306	0.905152	5.176423520129172	0.0	0.862734262450608	0.0	0.3450937049802432
120	Isoflurophate	NCT04880161_CF_Isoflurophate	0.608306	0.905102	5.176423520129172	0.0	0.8626544047889041	0.0	0.34506176191556165
121	Enasidenib	NCT04880161_CF_Enasidenib	0.608306	0.904855	5.176423520129172	0.0	0.8622599079400876	0.0	0.34490396317603506
122	Rivaroxaban	NCT04880161_CF_Rivaroxaban	0.608306	0.903097	5.176423520129172	0.0	0.8594521125545829	0.0	0.34378084502183315
123	Clofarabine	NCT04880161_CF_Clofarabine	0.608306	0.902511	5.176423520129172	0.0	0.8585161807594143	0.0	0.34340647230376575
124	Momelotinib	NCT04880161_CF_Momelotinib	0.608306	0.902325	5.176423520129172	0.0	0.8582191102578764	0.0	0.3432876441031506
125	Duvelisib	NCT04880161_CF_Duvelisib	0.608306	0.902216	5.176423520129172	0.0	0.858045020555362	0.0	0.3432180082221448
126	Vinblastine	NCT04880161_CF_Vinblastine	0.608306	0.901723	5.176423520129172	0.0	0.857257624010963	0.0	0.3429030496043852
127	Warfarin	NCT04880161_CF_Warfarin	0.608306	0.901233	5.176423520129172	0.0	0.8564750189262658	0.0	0.34259000757050634
128	Edaravone	NCT04880161_CF_Edaravone	0.608306	0.901059	5.176423520129172	0.0	0.8561971142635368	0.0	0.34247884570541476
129	Dexrazoxane	NCT04880161_CF_Dexrazoxane	0.608306	0.900261	5.176423520129172	0.0	0.8549225859827444	0.0	0.3419690343930978
130	Dimethyl_fumarate	NCT04880161_CF_Dimethyl_fumarate	0.608306	0.900092	5.176423520129172	0.0	0.8546526670861855	0.0	0.3418610668344742
131	Staurosporine	NCT04880161_CF_Staurosporine	0.608306	0.89956	5.176423520129172	0.0	0.8538029815656573	0.0	0.3415211926262629
132	Vardenafil	NCT04880161_CF_Vardenafil	0.608306	0.899196	5.176423520129172	0.0	0.8532216177884537	0.0	0.34128864711538154
133	Cloxacillin	NCT04880161_CF_Cloxacillin	0.608306	0.898549	5.176423520129172	0.0	0.8521882596460071	0.0	0.34087530385840287
134	Flucloxacillin	NCT04880161_CF_Flucloxacillin	0.608306	0.897319	5.176423520129172	0.0	0.850223761168094	0.0	0.3400895044672376
135	Tyrosine	NCT04880161_CF_Tyrosine	0.608306	0.896543	5.176423520129172	0.0	0.8489843702584512	0.0	0.3395937481033805
136	Naftifine	NCT04880161_CF_Naftifine	0.608306	0.896386	5.176423520129172	0.0	0.8487336172007014	0.0	0.3394934468802806
137	Ponatinib	NCT04880161_CF_Ponatinib	0.608306	0.895617	5.176423520129172	0.0	0.8475054063636972	0.0	0.3390021625454789
138	Aminolevulinic_acid	NCT04880161_CF_Aminolevulinic_acid	0.608306	0.895198	5.176423520129172	0.0	0.8468361991586196	0.0	0.3387344796634479
139	Dactinomycin	NCT04880161_CF_Dactinomycin	0.608306	0.895107	5.176423520129172	0.0	0.8466908582143187	0.0	0.3386763432857275
140	Tucatinib	NCT04880161_CF_Tucatinib	0.608306	0.894624	5.176423520129172	0.0	0.8459194332022602	0.0	0.33836777328090406
141	Roxadustat	NCT04880161_CF_Roxadustat	0.608306	0.894609	5.176423520129172	0.0	0.8458954759037491	0.0	0.33835819036149967
142	Phensuximide	NCT04880161_CF_Phensuximide	0.608306	0.894604	5.176423520129172	0.0	0.8458874901375788	0.0	0.33835499605503155
143	Donepezil	NCT04880161_CF_Donepezil	0.608306	0.894526	5.176423520129172	0.0	0.8457629121853208	0.0	0.3383051648741284
144	Lorlatinib	NCT04880161_CF_Lorlatinib	0.608306	0.893461	5.176423520129172	0.0	0.8440619439910302	0.0	0.3376247775964121
145	Dimethyl_sulfoxide	NCT04880161_CF_Dimethyl_sulfoxide	0.608306	0.892686	5.176423520129172	0.0	0.8428241502346216	0.0	0.3371296600938487
146	Acalabrutinib	NCT04880161_CF_Acalabrutinib	0.608306	0.892504	5.176423520129172	0.0	0.84253346834602	0.0	0.337013387338408
147	Avibactam	NCT04880161_CF_Avibactam	0.608306	0.892112	5.176423520129172	0.0	0.8419073842782625	0.0	0.33676295371130505
148	Estradiol	NCT04880161_CF_Estradiol	0.608306	0.891615	5.176423520129172	0.0	0.841113599120927	0.0	0.3364454396483708
149	Olmutinib	NCT04880161_CF_Olmutinib	0.608306	0.890385	5.176423520129172	0.0	0.839149100643014	0.0	0.3356596402572056
150	Vigabatrin	NCT04880161_CF_Vigabatrin	0.608306	0.890166	5.176423520129172	0.0	0.8387993240847514	0.0	0.3355197296339006
151	Plerixafor	NCT04880161_CF_Plerixafor	0.608306	0.890132	5.176423520129172	0.0	0.8387450208747927	0.0	0.3354980083499171
152	Menadione	NCT04880161_CF_Menadione	0.608306	0.890026	5.176423520129172	0.0	0.8385757226319808	0.0	0.3354302890527923
153	Pitavastatin	NCT04880161_CF_Pitavastatin	0.608306	0.889864	5.176423520129172	0.0	0.8383169838080605	0.0	0.33532679352322425
154	Fluorouracil	NCT04880161_CF_Fluorouracil	0.608306	0.889827	5.176423520129172	0.0	0.8382578891383996	0.0	0.33530315565535984
155	Rosuvastatin	NCT04880161_CF_Rosuvastatin	0.608306	0.88964	5.176423520129172	0.0	0.8379592214836276	0.0	0.33518368859345105
156	Cyclophosphamide	NCT04880161_CF_Cyclophosphamide	0.608306	0.889415	5.176423520129172	0.0	0.8375998620059604	0.0	0.3350399448023842
157	Miltefosine	NCT04880161_CF_Miltefosine	0.608306	0.889188	5.176423520129172	0.0	0.8372373082218253	0.0	0.33489492328873016
158	Protirelin	NCT04880161_CF_Protirelin	0.608306	0.888196	5.176423520129172	0.0	0.8356529322136225	0.0	0.334261172885449
159	Nelfinavir	NCT04880161_CF_Nelfinavir	0.608306	0.888086	5.176423520129172	0.0	0.835477245357874	0.0	0.3341908981431496
160	Selexipag	NCT04880161_CF_Selexipag	0.608306	0.888	5.176423520129172	0.0	0.8353398901797435	0.0	0.33413595607189744
161	Riboflavin	NCT04880161_CF_Riboflavin	0.608306	0.887626	5.176423520129172	0.0	0.8347425548701994	0.0	0.3338970219480798
162	Pimecrolimus	NCT04880161_CF_Pimecrolimus	0.608306	0.887603	5.176423520129172	0.0	0.8347058203458155	0.0	0.33388232813832625
163	Boceprevir	NCT04880161_CF_Boceprevir	0.608306	0.887175	5.176423520129172	0.0	0.8340222387616314	0.0	0.33360889550465256
164	Physostigmine	NCT04880161_CF_Physostigmine	0.608306	0.88683	5.176423520129172	0.0	0.8334712208958752	0.0	0.3333884883583501
165	Phylloquinone	NCT04880161_CF_Phylloquinone	0.608306	0.886748	5.176423520129172	0.0	0.8333402543306808	0.0	0.33333610173227235
166	Gilteritinib	NCT04880161_CF_Gilteritinib	0.608306	0.886296	5.176423520129172	0.0	0.8326183410688789	0.0	0.3330473364275516
167	Modafinil	NCT04880161_CF_Modafinil	0.608306	0.885897	5.176423520129172	0.0	0.8319810769284827	0.0	0.3327924307713931
168	Esketamine	NCT04880161_CF_Esketamine	0.608306	0.885269	5.176423520129172	0.0	0.830978064697483	0.0	0.3323912258789932
169	Vismodegib	NCT04880161_CF_Vismodegib	0.608306	0.884791	5.176423520129172	0.0	0.830214625451595	0.0	0.332085850180638
170	Piracetam	NCT04880161_CF_Piracetam	0.608306	0.88419	5.176423520129172	0.0	0.8292547363579158	0.0	0.33170189454316634
171	Caspofungin	NCT04880161_CF_Caspofungin	0.608306	0.883723	5.176423520129172	0.0	0.8285088657976024	0.0	0.331403546319041
172	Ibutilide	NCT04880161_CF_Ibutilide	0.608306	0.883686	5.176423520129172	0.0	0.8284497711279416	0.0	0.33137990845117665
173	Valproic_acid	NCT04880161_CF_Valproic_acid	0.608306	0.883047	5.176423520129172	0.0	0.8274291902113672	0.0	0.3309716760845469
174	Copper	NCT04880161_CF_Copper	0.608306	0.882926	5.176423520129172	0.0	0.827235934670044	0.0	0.3308943738680176
175	Arsenic_trioxide	NCT04880161_CF_Arsenic_trioxide	0.608306	0.882368	5.176423520129172	0.0	0.8263447231654301	0.0	0.33053788926617206
176	Migalastat	NCT04880161_CF_Migalastat	0.608306	0.881272	5.176423520129172	0.0	0.8245942432208833	0.0	0.3298376972883533
177	Abemaciclib	NCT04880161_CF_Abemaciclib	0.608306	0.881241	5.176423520129172	0.0	0.8245447314706267	0.0	0.32981789258825067
178	Nafcillin	NCT04880161_CF_Nafcillin	0.608306	0.880906	5.176423520129172	0.0	0.8240096851372114	0.0	0.32960387405488456
179	Idebenone	NCT04880161_CF_Idebenone	0.608306	0.880479	5.176423520129172	0.0	0.8233277007062613	0.0	0.3293310802825045
180	Ezetimibe	NCT04880161_CF_Ezetimibe	0.608306	0.879701	5.176423520129172	0.0	0.8220851154901502	0.0	0.3288340461960601
181	Rifapentine	NCT04880161_CF_Rifapentine	0.608306	0.877785	5.176423520129172	0.0	0.8190249698936617	0.0	0.3276099879574647
182	Varenicline	NCT04880161_CF_Varenicline	0.608306	0.877663	5.176423520129172	0.0	0.8188301171991041	0.0	0.32753204687964166
183	Atomoxetine	NCT04880161_CF_Atomoxetine	0.608306	0.87727	5.176423520129172	0.0	0.8182024359781127	0.0	0.3272809743912451
184	Lurasidone	NCT04880161_CF_Lurasidone	0.608306	0.877084	5.176423520129172	0.0	0.8179053654765746	0.0	0.32716214619062983
185	Buserelin	NCT04880161_CF_Buserelin	0.608306	0.876711	5.176423520129172	0.0	0.8173096273202645	0.0	0.32692385092810583
186	Mibefradil	NCT04880161_CF_Mibefradil	0.608306	0.876528	5.176423520129172	0.0	0.8170173482784285	0.0	0.32680693931137145
187	Infigratinib	NCT04880161_CF_Infigratinib	0.608306	0.8763	5.176423520129172	0.0	0.8166531973410591	0.0	0.32666127893642366
188	Ethosuximide	NCT04880161_CF_Ethosuximide	0.608306	0.875972	5.176423520129172	0.0	0.8161293310802825	0.0	0.326451732432113
189	Cytarabine	NCT04880161_CF_Cytarabine	0.608306	0.875964	5.176423520129172	0.0	0.8161165538544098	0.0	0.32644662154176396
190	Isradipine	NCT04880161_CF_Isradipine	0.608306	0.875354	5.176423520129172	0.0	0.8151422903816238	0.0	0.32605691615264953
191	Voriconazole	NCT04880161_CF_Voriconazole	0.608306	0.874596	5.176423520129172	0.0	0.8139316482301945	0.0	0.3255726592920778
192	Pasireotide	NCT04880161_CF_Pasireotide	0.608306	0.873939	5.176423520129172	0.0	0.8128823185554069	0.0	0.3251529274221628
193	Zaleplon	NCT04880161_CF_Zaleplon	0.608306	0.873667	5.176423520129172	0.0	0.8124478928757383	0.0	0.32497915715029535
194	Vincristine	NCT04880161_CF_Vincristine	0.608306	0.872571	5.176423520129172	0.0	0.8106974129311915	0.0	0.3242789651724766
195	Rifabutin	NCT04880161_CF_Rifabutin	0.608306	0.871768	5.176423520129172	0.0	0.8094148988842286	0.0	0.3237659595536915
196	Ertapenem	NCT04880161_CF_Ertapenem	0.608306	0.871684	5.176423520129172	0.0	0.8092807380125663	0.0	0.32371229520502653
197	Prasugrel	NCT04880161_CF_Prasugrel	0.608306	0.871507	5.176423520129172	0.0	0.8089980418901351	0.0	0.3235992167560541
