rank,drug,file,safety_drug
26,Adefovir_dipivoxil,result_trial_data_NCT04880161_CF_Adefovir_dipivoxil.json,0.608306
27,Ademetionine,result_trial_data_NCT04880161_CF_Ademetionine.json,0.608306
28,Adenosine,result_trial_data_NCT04880161_CF_Adenosine.json,0.608306
29,Adenosine_phosphate,result_trial_data_NCT04880161_CF_Adenosine_phosphate.json,0.608306
30,Afatinib,result_trial_data_NCT04880161_CF_Afatinib.json,0.608306
31,Agomelatine,result_trial_data_NCT04880161_CF_Agomelatine.json,0.608306
32,Albendazole,result_trial_data_NCT04880161_CF_Albendazole.json,0.608306
33,Alclofenac,result_trial_data_NCT04880161_CF_Alclofenac.json,0.608306
34,Alcuronium,result_trial_data_NCT04880161_CF_Alcuronium.json,0.608306
35,Alectinib,result_trial_data_NCT04880161_CF_Alectinib.json,0.608306
36,Alendronic_acid,result_trial_data_NCT04880161_CF_Alendronic_acid.json,0.608306
37,Alfacalcidol,result_trial_data_NCT04880161_CF_Alfacalcidol.json,0.608306
38,Alfuzosin,result_trial_data_NCT04880161_CF_Alfuzosin.json,0.608306
39,Alimemazine,result_trial_data_NCT04880161_CF_Alimemazine.json,0.608306
40,Aliskiren,result_trial_data_NCT04880161_CF_Aliskiren.json,0.608306
41,Alitretinoin,result_trial_data_NCT04880161_CF_Alitretinoin.json,0.608306
42,Allopurinol,result_trial_data_NCT04880161_CF_Allopurinol.json,0.608306
43,Allylestrenol,result_trial_data_NCT04880161_CF_Allylestrenol.json,0.608306
44,Almitrine,result_trial_data_NCT04880161_CF_Almitrine.json,0.608306
45,Almotriptan,result_trial_data_NCT04880161_CF_Almotriptan.json,0.608306
46,Alogliptin,result_trial_data_NCT04880161_CF_Alogliptin.json,0.608306
47,Alosetron,result_trial_data_NCT04880161_CF_Alosetron.json,0.608306
48,Alpelisib,result_trial_data_NCT04880161_CF_Alpelisib.json,0.608306
49,Alprazolam,result_trial_data_NCT04880161_CF_Alprazolam.json,0.608306
50,Alprostadil,result_trial_data_NCT04880161_CF_Alprostadil.json,0.608306
51,Altretamine,result_trial_data_NCT04880161_CF_Altretamine.json,0.608306
52,Alverine,result_trial_data_NCT04880161_CF_Alverine.json,0.608306
53,Alvimopan,result_trial_data_NCT04880161_CF_Alvimopan.json,0.608306
54,Amantadine,result_trial_data_NCT04880161_CF_Amantadine.json,0.608306
55,Ambenonium,result_trial_data_NCT04880161_CF_Ambenonium.json,0.608306
56,Ambrisentan,result_trial_data_NCT04880161_CF_Ambrisentan.json,0.608306
57,Amcinonide,result_trial_data_NCT04880161_CF_Amcinonide.json,0.608306
58,Amdinocillin,result_trial_data_NCT04880161_CF_Amdinocillin.json,0.608306
59,Amifampridine,result_trial_data_NCT04880161_CF_Amifampridine.json,0.608306
60,Amifostine,result_trial_data_NCT04880161_CF_Amifostine.json,0.608306
61,Amikacin,result_trial_data_NCT04880161_CF_Amikacin.json,0.608306
62,Amiloride,result_trial_data_NCT04880161_CF_Amiloride.json,0.608306
63,Amineptine,result_trial_data_NCT04880161_CF_Amineptine.json,0.608306
64,Aminobenzoic_acid,result_trial_data_NCT04880161_CF_Aminobenzoic_acid.json,0.608306
65,Aminocaproic_acid,result_trial_data_NCT04880161_CF_Aminocaproic_acid.json,0.608306
66,Aminoglutethimide,result_trial_data_NCT04880161_CF_Aminoglutethimide.json,0.608306
67,Aminohippuric_acid,result_trial_data_NCT04880161_CF_Aminohippuric_acid.json,0.608306
68,Aminolevulinic_acid,result_trial_data_NCT04880161_CF_Aminolevulinic_acid.json,0.608306
69,Aminophenazone,result_trial_data_NCT04880161_CF_Aminophenazone.json,0.608306
70,Aminophylline,result_trial_data_NCT04880161_CF_Aminophylline.json,0.608306
71,Aminosalicylic_acid,result_trial_data_NCT04880161_CF_Aminosalicylic_acid.json,0.608306
72,Amiodarone,result_trial_data_NCT04880161_CF_Amiodarone.json,0.608306
73,Amisulpride,result_trial_data_NCT04880161_CF_Amisulpride.json,0.608306
74,Amitriptyline,result_trial_data_NCT04880161_CF_Amitriptyline.json,0.608306
75,Amlexanox,result_trial_data_NCT04880161_CF_Amlexanox.json,0.608306
76,Amlodipine,result_trial_data_NCT04880161_CF_Amlodipine.json,0.608306
77,Amobarbital,result_trial_data_NCT04880161_CF_Amobarbital.json,0.608306
78,Amodiaquine,result_trial_data_NCT04880161_CF_Amodiaquine.json,0.608306
79,Amorolfine,result_trial_data_NCT04880161_CF_Amorolfine.json,0.608306
80,Amoxapine,result_trial_data_NCT04880161_CF_Amoxapine.json,0.608306
81,Amoxicillin,result_trial_data_NCT04880161_CF_Amoxicillin.json,0.608306
82,Amphetamine,result_trial_data_NCT04880161_CF_Amphetamine.json,0.608306
83,Amphotericin_B,result_trial_data_NCT04880161_CF_Amphotericin_B.json,0.608306
84,Ampicillin,result_trial_data_NCT04880161_CF_Ampicillin.json,0.608306
85,Amprenavir,result_trial_data_NCT04880161_CF_Amprenavir.json,0.608306
86,Amrinone,result_trial_data_NCT04880161_CF_Amrinone.json,0.608306
87,Amsacrine,result_trial_data_NCT04880161_CF_Amsacrine.json,0.608306
88,Anagrelide,result_trial_data_NCT04880161_CF_Anagrelide.json,0.608306
89,Anastrozole,result_trial_data_NCT04880161_CF_Anastrozole.json,0.608306
90,Anisindione,result_trial_data_NCT04880161_CF_Anisindione.json,0.608306
91,Antazoline,result_trial_data_NCT04880161_CF_Antazoline.json,0.608306
92,Anthralin,result_trial_data_NCT04880161_CF_Anthralin.json,0.608306
93,Antipyrine,result_trial_data_NCT04880161_CF_Antipyrine.json,0.608306
94,Apixaban,result_trial_data_NCT04880161_CF_Apixaban.json,0.608306
95,Apomorphine,result_trial_data_NCT04880161_CF_Apomorphine.json,0.608306
96,Apremilast,result_trial_data_NCT04880161_CF_Apremilast.json,0.608306
97,Aprepitant,result_trial_data_NCT04880161_CF_Aprepitant.json,0.608306
98,Arformoterol,result_trial_data_NCT04880161_CF_Arformoterol.json,0.608306
99,Aripiprazole,result_trial_data_NCT04880161_CF_Aripiprazole.json,0.608306
100,Aripiprazole_lauroxi,result_trial_data_NCT04880161_CF_Aripiprazole_lauroxi.json,0.608306
101,Arsenic_trioxide,result_trial_data_NCT04880161_CF_Arsenic_trioxide.json,0.608306
102,Artemether,result_trial_data_NCT04880161_CF_Artemether.json,0.608306
103,Artemisinin,result_trial_data_NCT04880161_CF_Artemisinin.json,0.608306
104,Artenimol,result_trial_data_NCT04880161_CF_Artenimol.json,0.608306
105,Artesunate,result_trial_data_NCT04880161_CF_Artesunate.json,0.608306
106,Articaine,result_trial_data_NCT04880161_CF_Articaine.json,0.608306
107,Ascorbic_acid,result_trial_data_NCT04880161_CF_Ascorbic_acid.json,0.608306
108,Asenapine,result_trial_data_NCT04880161_CF_Asenapine.json,0.608306
109,Astemizole,result_trial_data_NCT04880161_CF_Astemizole.json,0.608306
110,Ataluren,result_trial_data_NCT04880161_CF_Ataluren.json,0.608306
111,Atazanavir,result_trial_data_NCT04880161_CF_Atazanavir.json,0.608306
112,Atenolol,result_trial_data_NCT04880161_CF_Atenolol.json,0.608306
113,Atomoxetine,result_trial_data_NCT04880161_CF_Atomoxetine.json,0.608306
114,Atorvastatin,result_trial_data_NCT04880161_CF_Atorvastatin.json,0.608306
115,Atosiban,result_trial_data_NCT04880161_CF_Atosiban.json,0.608306
116,Atovaquone,result_trial_data_NCT04880161_CF_Atovaquone.json,0.608306
117,Atracurium,result_trial_data_NCT04880161_CF_Atracurium.json,0.608306
118,Atropine,result_trial_data_NCT04880161_CF_Atropine.json,0.608306
119,Auranofin,result_trial_data_NCT04880161_CF_Auranofin.json,0.608306
120,Aurothioglucose,result_trial_data_NCT04880161_CF_Aurothioglucose.json,0.608306
121,Avatrombopag,result_trial_data_NCT04880161_CF_Avatrombopag.json,0.608306
122,Avibactam,result_trial_data_NCT04880161_CF_Avibactam.json,0.608306
123,Axitinib,result_trial_data_NCT04880161_CF_Axitinib.json,0.608306
124,Azacitidine,result_trial_data_NCT04880161_CF_Azacitidine.json,0.608306
125,Azapropazone,result_trial_data_NCT04880161_CF_Azapropazone.json,0.608306
126,Azatadine,result_trial_data_NCT04880161_CF_Azatadine.json,0.608306
127,Azathioprine,result_trial_data_NCT04880161_CF_Azathioprine.json,0.608306
128,Azelaic_acid,result_trial_data_NCT04880161_CF_Azelaic_acid.json,0.608306
129,Azelastine,result_trial_data_NCT04880161_CF_Azelastine.json,0.608306
130,Azilsartan_medoxomil,result_trial_data_NCT04880161_CF_Azilsartan_medoxomil.json,0.608306
131,Azithromycin,result_trial_data_NCT04880161_CF_Azithromycin.json,0.608306
132,Azlocillin,result_trial_data_NCT04880161_CF_Azlocillin.json,0.608306
133,Aztreonam,result_trial_data_NCT04880161_CF_Aztreonam.json,0.608306
134,Bacampicillin,result_trial_data_NCT04880161_CF_Bacampicillin.json,0.608306
135,Bacitracin,result_trial_data_NCT04880161_CF_Bacitracin.json,0.608306
136,Baclofen,result_trial_data_NCT04880161_CF_Baclofen.json,0.608306
137,Balsalazide,result_trial_data_NCT04880161_CF_Balsalazide.json,0.608306
138,Baricitinib,result_trial_data_NCT04880161_CF_Baricitinib.json,0.608306
139,Bazedoxifene,result_trial_data_NCT04880161_CF_Bazedoxifene.json,0.608306
140,Beclomethasone_dipro,result_trial_data_NCT04880161_CF_Beclomethasone_dipro.json,0.608306
141,Bedaquiline,result_trial_data_NCT04880161_CF_Bedaquiline.json,0.608306
142,Belinostat,result_trial_data_NCT04880161_CF_Belinostat.json,0.608306
143,Benazepril,result_trial_data_NCT04880161_CF_Benazepril.json,0.608306
144,Bendamustine,result_trial_data_NCT04880161_CF_Bendamustine.json,0.608306
145,Bendazac,result_trial_data_NCT04880161_CF_Bendazac.json,0.608306
146,Bendroflumethiazide,result_trial_data_NCT04880161_CF_Bendroflumethiazide.json,0.608306
147,Benfluorex,result_trial_data_NCT04880161_CF_Benfluorex.json,0.608306
148,Benoxaprofen,result_trial_data_NCT04880161_CF_Benoxaprofen.json,0.608306
149,Benperidol,result_trial_data_NCT04880161_CF_Benperidol.json,0.608306
150,Benserazide,result_trial_data_NCT04880161_CF_Benserazide.json,0.608306
151,Bentiromide,result_trial_data_NCT04880161_CF_Bentiromide.json,0.608306
152,Benzatropine,result_trial_data_NCT04880161_CF_Benzatropine.json,0.608306
153,Benzbromarone,result_trial_data_NCT04880161_CF_Benzbromarone.json,0.608306
154,Benzethonium,result_trial_data_NCT04880161_CF_Benzethonium.json,0.608306
155,Benziodarone,result_trial_data_NCT04880161_CF_Benziodarone.json,0.608306
156,Benznidazole,result_trial_data_NCT04880161_CF_Benznidazole.json,0.608306
157,Benzocaine,result_trial_data_NCT04880161_CF_Benzocaine.json,0.608306
158,Benzoic_acid,result_trial_data_NCT04880161_CF_Benzoic_acid.json,0.608306
159,Benzonatate,result_trial_data_NCT04880161_CF_Benzonatate.json,0.608306
160,Benzoyl_peroxide,result_trial_data_NCT04880161_CF_Benzoyl_peroxide.json,0.608306
161,Benzphetamine,result_trial_data_NCT04880161_CF_Benzphetamine.json,0.608306
162,Benzquinamide,result_trial_data_NCT04880161_CF_Benzquinamide.json,0.608306
163,Benzthiazide,result_trial_data_NCT04880161_CF_Benzthiazide.json,0.608306
164,Benzydamine,result_trial_data_NCT04880161_CF_Benzydamine.json,0.608306
165,Benzyl_alcohol,result_trial_data_NCT04880161_CF_Benzyl_alcohol.json,0.608306
166,Benzyl_benzoate,result_trial_data_NCT04880161_CF_Benzyl_benzoate.json,0.608306
167,Benzylpenicillin,result_trial_data_NCT04880161_CF_Benzylpenicillin.json,0.608306
168,Benzylpenicilloyl_po,result_trial_data_NCT04880161_CF_Benzylpenicilloyl_po.json,0.608306
169,Bepotastine,result_trial_data_NCT04880161_CF_Bepotastine.json,0.608306
170,Bepridil,result_trial_data_NCT04880161_CF_Bepridil.json,0.608306
171,Bergapten,result_trial_data_NCT04880161_CF_Bergapten.json,0.608306
172,Beta_carotene,result_trial_data_NCT04880161_CF_Beta_carotene.json,0.608306
173,Betahistine,result_trial_data_NCT04880161_CF_Betahistine.json,0.608306
174,Betamethasone,result_trial_data_NCT04880161_CF_Betamethasone.json,0.608306
175,Betazole,result_trial_data_NCT04880161_CF_Betazole.json,0.608306
176,Bethanechol,result_trial_data_NCT04880161_CF_Bethanechol.json,0.608306
177,Bethanidine,result_trial_data_NCT04880161_CF_Bethanidine.json,0.608306
178,Bexarotene,result_trial_data_NCT04880161_CF_Bexarotene.json,0.608306
179,Bezafibrate,result_trial_data_NCT04880161_CF_Bezafibrate.json,0.608306
180,Bicalutamide,result_trial_data_NCT04880161_CF_Bicalutamide.json,0.608306
181,Bifonazole,result_trial_data_NCT04880161_CF_Bifonazole.json,0.608306
182,Bimatoprost,result_trial_data_NCT04880161_CF_Bimatoprost.json,0.608306
183,Binimetinib,result_trial_data_NCT04880161_CF_Binimetinib.json,0.608306
184,Biotin,result_trial_data_NCT04880161_CF_Biotin.json,0.608306
185,Biperiden,result_trial_data_NCT04880161_CF_Biperiden.json,0.608306
186,Bisacodyl,result_trial_data_NCT04880161_CF_Bisacodyl.json,0.608306
187,Bisindolylmaleimide_,result_trial_data_NCT04880161_CF_Bisindolylmaleimide_.json,0.608306
188,Bisoprolol,result_trial_data_NCT04880161_CF_Bisoprolol.json,0.608306
189,Bithionol,result_trial_data_NCT04880161_CF_Bithionol.json,0.608306
190,Bivalirudin,result_trial_data_NCT04880161_CF_Bivalirudin.json,0.608306
191,Boceprevir,result_trial_data_NCT04880161_CF_Boceprevir.json,0.608306
192,Bortezomib,result_trial_data_NCT04880161_CF_Bortezomib.json,0.608306
193,Bosentan,result_trial_data_NCT04880161_CF_Bosentan.json,0.608306
194,Bosutinib,result_trial_data_NCT04880161_CF_Bosutinib.json,0.608306
195,Bretylium,result_trial_data_NCT04880161_CF_Bretylium.json,0.608306
196,Brexpiprazole,result_trial_data_NCT04880161_CF_Brexpiprazole.json,0.608306
197,Brigatinib,result_trial_data_NCT04880161_CF_Brigatinib.json,0.608306
198,Brimonidine,result_trial_data_NCT04880161_CF_Brimonidine.json,0.608306
199,Bromazepam,result_trial_data_NCT04880161_CF_Bromazepam.json,0.608306
200,Bromfenac,result_trial_data_NCT04880161_CF_Bromfenac.json,0.608306
201,Bromhexine,result_trial_data_NCT04880161_CF_Bromhexine.json,0.608306
202,Bromocriptine,result_trial_data_NCT04880161_CF_Bromocriptine.json,0.608306
203,Bromodiphenhydramine,result_trial_data_NCT04880161_CF_Bromodiphenhydramine.json,0.608306
204,Bromperidol,result_trial_data_NCT04880161_CF_Bromperidol.json,0.608306
205,Brompheniramine,result_trial_data_NCT04880161_CF_Brompheniramine.json,0.608306
206,Buclizine,result_trial_data_NCT04880161_CF_Buclizine.json,0.608306
207,Budesonide,result_trial_data_NCT04880161_CF_Budesonide.json,0.608306
208,Bufexamac,result_trial_data_NCT04880161_CF_Bufexamac.json,0.608306
209,Buflomedil,result_trial_data_NCT04880161_CF_Buflomedil.json,0.608306
210,Buformin,result_trial_data_NCT04880161_CF_Buformin.json,0.608306
211,Bumetanide,result_trial_data_NCT04880161_CF_Bumetanide.json,0.608306
212,Bupivacaine,result_trial_data_NCT04880161_CF_Bupivacaine.json,0.608306
213,Bupropion,result_trial_data_NCT04880161_CF_Bupropion.json,0.608306
214,Buserelin,result_trial_data_NCT04880161_CF_Buserelin.json,0.608306
215,Buspirone,result_trial_data_NCT04880161_CF_Buspirone.json,0.608306
216,Busulfan,result_trial_data_NCT04880161_CF_Busulfan.json,0.608306
217,Butabarbital,result_trial_data_NCT04880161_CF_Butabarbital.json,0.608306
218,Butalbital,result_trial_data_NCT04880161_CF_Butalbital.json,0.608306
219,Butamben,result_trial_data_NCT04880161_CF_Butamben.json,0.608306
220,Butenafine,result_trial_data_NCT04880161_CF_Butenafine.json,0.608306
221,Butobarbital,result_trial_data_NCT04880161_CF_Butobarbital.json,0.608306
222,Butoconazole,result_trial_data_NCT04880161_CF_Butoconazole.json,0.608306
223,Butorphanol,result_trial_data_NCT04880161_CF_Butorphanol.json,0.608306
224,Butriptyline,result_trial_data_NCT04880161_CF_Butriptyline.json,0.608306
225,Butylscopolamine,result_trial_data_NCT04880161_CF_Butylscopolamine.json,0.608306
226,CI_1040,result_trial_data_NCT04880161_CF_CI_1040.json,0.608306
227,Cabergoline,result_trial_data_NCT04880161_CF_Cabergoline.json,0.608306
228,Cabozantinib,result_trial_data_NCT04880161_CF_Cabozantinib.json,0.608306
229,Caffeine,result_trial_data_NCT04880161_CF_Caffeine.json,0.608306
230,Calcipotriol,result_trial_data_NCT04880161_CF_Calcipotriol.json,0.608306
231,Calcitriol,result_trial_data_NCT04880161_CF_Calcitriol.json,0.608306
232,Camphor,result_trial_data_NCT04880161_CF_Camphor.json,0.608306
233,Canagliflozin,result_trial_data_NCT04880161_CF_Canagliflozin.json,0.608306
234,Candesartan_cilexeti,result_trial_data_NCT04880161_CF_Candesartan_cilexeti.json,0.608306
235,Cannabidiol,result_trial_data_NCT04880161_CF_Cannabidiol.json,0.608306
236,Canrenone,result_trial_data_NCT04880161_CF_Canrenone.json,0.608306
237,Cantharidin,result_trial_data_NCT04880161_CF_Cantharidin.json,0.608306
238,Capecitabine,result_trial_data_NCT04880161_CF_Capecitabine.json,0.608306
239,Capivasertib,result_trial_data_NCT04880161_CF_Capivasertib.json,0.608306
240,Capmatinib,result_trial_data_NCT04880161_CF_Capmatinib.json,0.608306
241,Capsaicin,result_trial_data_NCT04880161_CF_Capsaicin.json,0.608306
242,Captopril,result_trial_data_NCT04880161_CF_Captopril.json,0.608306
243,Carbamazepine,result_trial_data_NCT04880161_CF_Carbamazepine.json,0.608306
244,Carbamoylcholine,result_trial_data_NCT04880161_CF_Carbamoylcholine.json,0.608306
245,Carbenicillin,result_trial_data_NCT04880161_CF_Carbenicillin.json,0.608306
246,Carbenoxolone,result_trial_data_NCT04880161_CF_Carbenoxolone.json,0.608306
247,Carbidopa,result_trial_data_NCT04880161_CF_Carbidopa.json,0.608306
248,Carbimazole,result_trial_data_NCT04880161_CF_Carbimazole.json,0.608306
249,Carbinoxamine,result_trial_data_NCT04880161_CF_Carbinoxamine.json,0.608306
250,Carbocisteine,result_trial_data_NCT04880161_CF_Carbocisteine.json,0.608306
251,Carboplatin,result_trial_data_NCT04880161_CF_Carboplatin.json,0.608306
252,Carfilzomib,result_trial_data_NCT04880161_CF_Carfilzomib.json,0.608306
253,Carglumic_acid,result_trial_data_NCT04880161_CF_Carglumic_acid.json,0.608306
254,Cariprazine,result_trial_data_NCT04880161_CF_Cariprazine.json,0.608306
255,Carisoprodol,result_trial_data_NCT04880161_CF_Carisoprodol.json,0.608306
256,Carmustine,result_trial_data_NCT04880161_CF_Carmustine.json,0.608306
257,Carprofen,result_trial_data_NCT04880161_CF_Carprofen.json,0.608306
258,Carteolol,result_trial_data_NCT04880161_CF_Carteolol.json,0.608306
259,Carvedilol,result_trial_data_NCT04880161_CF_Carvedilol.json,0.608306
260,Caspofungin,result_trial_data_NCT04880161_CF_Caspofungin.json,0.608306
261,Cefaclor,result_trial_data_NCT04880161_CF_Cefaclor.json,0.608306
262,Cefadroxil,result_trial_data_NCT04880161_CF_Cefadroxil.json,0.608306
263,Cefalotin,result_trial_data_NCT04880161_CF_Cefalotin.json,0.608306
264,Cefamandole,result_trial_data_NCT04880161_CF_Cefamandole.json,0.608306
265,Cefapirin,result_trial_data_NCT04880161_CF_Cefapirin.json,0.608306
266,Cefazolin,result_trial_data_NCT04880161_CF_Cefazolin.json,0.608306
267,Cefdinir,result_trial_data_NCT04880161_CF_Cefdinir.json,0.608306
268,Cefepime,result_trial_data_NCT04880161_CF_Cefepime.json,0.608306
269,Cefixime,result_trial_data_NCT04880161_CF_Cefixime.json,0.608306
270,Cefmenoxime,result_trial_data_NCT04880161_CF_Cefmenoxime.json,0.608306
271,Cefmetazole,result_trial_data_NCT04880161_CF_Cefmetazole.json,0.608306
272,Cefodizime,result_trial_data_NCT04880161_CF_Cefodizime.json,0.608306
273,Cefonicid,result_trial_data_NCT04880161_CF_Cefonicid.json,0.608306
274,Cefoperazone,result_trial_data_NCT04880161_CF_Cefoperazone.json,0.608306
275,Ceforanide,result_trial_data_NCT04880161_CF_Ceforanide.json,0.608306
276,Cefotaxime,result_trial_data_NCT04880161_CF_Cefotaxime.json,0.608306
277,Cefotetan,result_trial_data_NCT04880161_CF_Cefotetan.json,0.608306
278,Cefotiam,result_trial_data_NCT04880161_CF_Cefotiam.json,0.608306
279,Cefoxitin,result_trial_data_NCT04880161_CF_Cefoxitin.json,0.608306
280,Cefpiramide,result_trial_data_NCT04880161_CF_Cefpiramide.json,0.608306
281,Cefpirome,result_trial_data_NCT04880161_CF_Cefpirome.json,0.608306
282,Cefpodoxime,result_trial_data_NCT04880161_CF_Cefpodoxime.json,0.608306
283,Cefradine,result_trial_data_NCT04880161_CF_Cefradine.json,0.608306
284,Cefsulodin,result_trial_data_NCT04880161_CF_Cefsulodin.json,0.608306
285,Ceftazidime,result_trial_data_NCT04880161_CF_Ceftazidime.json,0.608306
286,Ceftibuten,result_trial_data_NCT04880161_CF_Ceftibuten.json,0.608306
287,Ceftizoxime,result_trial_data_NCT04880161_CF_Ceftizoxime.json,0.608306
288,Ceftriaxone,result_trial_data_NCT04880161_CF_Ceftriaxone.json,0.608306
289,Cefuroxime,result_trial_data_NCT04880161_CF_Cefuroxime.json,0.608306
290,Celecoxib,result_trial_data_NCT04880161_CF_Celecoxib.json,0.608306
291,Celiprolol,result_trial_data_NCT04880161_CF_Celiprolol.json,0.608306
292,Cephalexin,result_trial_data_NCT04880161_CF_Cephalexin.json,0.608306
293,Cephaloglycin,result_trial_data_NCT04880161_CF_Cephaloglycin.json,0.608306
294,Ceritinib,result_trial_data_NCT04880161_CF_Ceritinib.json,0.608306
295,Cerivastatin,result_trial_data_NCT04880161_CF_Cerivastatin.json,0.608306
296,Cetirizine,result_trial_data_NCT04880161_CF_Cetirizine.json,0.608306
297,Cetrorelix,result_trial_data_NCT04880161_CF_Cetrorelix.json,0.608306
298,Cetylpyridinium,result_trial_data_NCT04880161_CF_Cetylpyridinium.json,0.608306
299,Cevimeline,result_trial_data_NCT04880161_CF_Cevimeline.json,0.608306
300,Chenodeoxycholic_aci,result_trial_data_NCT04880161_CF_Chenodeoxycholic_aci.json,0.608306
301,Chlorambucil,result_trial_data_NCT04880161_CF_Chlorambucil.json,0.608306
302,Chloramphenicol,result_trial_data_NCT04880161_CF_Chloramphenicol.json,0.608306
303,Chlordiazepoxide,result_trial_data_NCT04880161_CF_Chlordiazepoxide.json,0.608306
304,Chlorhexidine,result_trial_data_NCT04880161_CF_Chlorhexidine.json,0.608306
305,Chlormadinone_acetat,result_trial_data_NCT04880161_CF_Chlormadinone_acetat.json,0.608306
306,Chlormezanone,result_trial_data_NCT04880161_CF_Chlormezanone.json,0.608306
307,Chlorobutanol,result_trial_data_NCT04880161_CF_Chlorobutanol.json,0.608306
308,Chloroform,result_trial_data_NCT04880161_CF_Chloroform.json,0.608306
309,Chloroprocaine,result_trial_data_NCT04880161_CF_Chloroprocaine.json,0.608306
310,Chloroquine,result_trial_data_NCT04880161_CF_Chloroquine.json,0.608306
311,Chlorothiazide,result_trial_data_NCT04880161_CF_Chlorothiazide.json,0.608306
312,Chlorotrianisene,result_trial_data_NCT04880161_CF_Chlorotrianisene.json,0.608306
313,Chloroxine,result_trial_data_NCT04880161_CF_Chloroxine.json,0.608306
314,Chloroxylenol,result_trial_data_NCT04880161_CF_Chloroxylenol.json,0.608306
315,Chlorphenesin_carbam,result_trial_data_NCT04880161_CF_Chlorphenesin_carbam.json,0.608306
316,Chlorpheniramine,result_trial_data_NCT04880161_CF_Chlorpheniramine.json,0.608306
317,Chlorphentermine,result_trial_data_NCT04880161_CF_Chlorphentermine.json,0.608306
318,Chlorpromazine,result_trial_data_NCT04880161_CF_Chlorpromazine.json,0.608306
319,Chlorpropamide,result_trial_data_NCT04880161_CF_Chlorpropamide.json,0.608306
320,Chlorprothixene,result_trial_data_NCT04880161_CF_Chlorprothixene.json,0.608306
321,Chlortetracycline,result_trial_data_NCT04880161_CF_Chlortetracycline.json,0.608306
322,Chlorthalidone,result_trial_data_NCT04880161_CF_Chlorthalidone.json,0.608306
323,Chlorzoxazone,result_trial_data_NCT04880161_CF_Chlorzoxazone.json,0.608306
324,Cholecalciferol,result_trial_data_NCT04880161_CF_Cholecalciferol.json,0.608306
325,Cholic_Acid,result_trial_data_NCT04880161_CF_Cholic_Acid.json,0.608306
326,Choline_C_11,result_trial_data_NCT04880161_CF_Choline_C_11.json,0.608306
327,Chromic_chloride,result_trial_data_NCT04880161_CF_Chromic_chloride.json,0.608306
328,Cianidanol,result_trial_data_NCT04880161_CF_Cianidanol.json,0.608306
329,Ciclesonide,result_trial_data_NCT04880161_CF_Ciclesonide.json,0.608306
330,Ciclopirox,result_trial_data_NCT04880161_CF_Ciclopirox.json,0.608306
331,Cidofovir,result_trial_data_NCT04880161_CF_Cidofovir.json,0.608306
332,Cilastatin,result_trial_data_NCT04880161_CF_Cilastatin.json,0.608306
333,Cilazapril,result_trial_data_NCT04880161_CF_Cilazapril.json,0.608306
334,Cilostazol,result_trial_data_NCT04880161_CF_Cilostazol.json,0.608306
335,Cimetidine,result_trial_data_NCT04880161_CF_Cimetidine.json,0.608306
336,Cinacalcet,result_trial_data_NCT04880161_CF_Cinacalcet.json,0.608306
337,Cinchocaine,result_trial_data_NCT04880161_CF_Cinchocaine.json,0.608306
338,Cinnarizine,result_trial_data_NCT04880161_CF_Cinnarizine.json,0.608306
339,Cinoxacin,result_trial_data_NCT04880161_CF_Cinoxacin.json,0.608306
