cohort,file,drug_key
NCT04809974,NCT04809974_avoid_delta_q10.csv,boceprevir
NCT04809974,NCT04809974_avoid_delta_q10.csv,bortezomib
NCT04809974,NCT04809974_avoid_delta_q10.csv,bosutinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,bretylium
NCT04809974,NCT04809974_avoid_delta_q10.csv,brigatinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,bufexamac
NCT04809974,NCT04809974_avoid_delta_q10.csv,buformin
NCT04809974,NCT04809974_avoid_delta_q10.csv,butamben
NCT04809974,NCT04809974_avoid_delta_q10.csv,butoconazole
NCT04809974,NCT04809974_avoid_delta_q10.csv,cabozantinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,calcipotriol
NCT04809974,NCT04809974_avoid_delta_q10.csv,canagliflozin
NCT04809974,NCT04809974_avoid_delta_q10.csv,canrenone
NCT04809974,NCT04809974_avoid_delta_q10.csv,capivasertib
NCT04809974,NCT04809974_avoid_delta_q10.csv,capmatinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,capsaicin
NCT04809974,NCT04809974_avoid_delta_q10.csv,carfilzomib
NCT04809974,NCT04809974_avoid_delta_q10.csv,carisoprodol
NCT04809974,NCT04809974_avoid_delta_q10.csv,cefaclor
NCT04809974,NCT04809974_avoid_delta_q10.csv,cefadroxil
NCT04809974,NCT04809974_avoid_delta_q10.csv,cefamandole
NCT04809974,NCT04809974_avoid_delta_q10.csv,cefapirin
NCT04809974,NCT04809974_avoid_delta_q10.csv,cefdinir
NCT04809974,NCT04809974_avoid_delta_q10.csv,cefodizime
NCT04809974,NCT04809974_avoid_delta_q10.csv,cefonicid
NCT04809974,NCT04809974_avoid_delta_q10.csv,cefoperazone
NCT04809974,NCT04809974_avoid_delta_q10.csv,cefotetan
NCT04809974,NCT04809974_avoid_delta_q10.csv,cefoxitin
NCT04809974,NCT04809974_avoid_delta_q10.csv,ceftibuten
NCT04809974,NCT04809974_avoid_delta_q10.csv,ceritinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,cetylpyridinium
NCT04809974,NCT04809974_avoid_delta_q10.csv,chloramphenicol
NCT04809974,NCT04809974_avoid_delta_q10.csv,chlordiazepoxide
NCT04809974,NCT04809974_avoid_delta_q10.csv,chlorhexidine
NCT04809974,NCT04809974_avoid_delta_q10.csv,chlorobutanol
NCT04809974,NCT04809974_avoid_delta_q10.csv,chlorothiazide
NCT04809974,NCT04809974_avoid_delta_q10.csv,chloroxylenol
NCT04809974,NCT04809974_avoid_delta_q10.csv,chlorphentermine
NCT04809974,NCT04809974_avoid_delta_q10.csv,chlorzoxazone
NCT04809974,NCT04809974_avoid_delta_q10.csv,cilostazol
NCT04809974,NCT04809974_avoid_delta_q10.csv,cinacalcet
NCT04809974,NCT04809974_avoid_delta_q10.csv,cinchocaine
NCT04809974,NCT04809974_avoid_delta_q10.csv,cinnarizine
NCT04809974,NCT04809974_avoid_delta_q10.csv,ciprofloxacin
NCT04809974,NCT04809974_avoid_delta_q10.csv,cisapride
NCT04809974,NCT04809974_avoid_delta_q10.csv,clidinium
NCT04809974,NCT04809974_avoid_delta_q10.csv,clindamycin
NCT04809974,NCT04809974_avoid_delta_q10.csv,clioquinol
NCT04809974,NCT04809974_avoid_delta_q10.csv,clofarabine
NCT04809974,NCT04809974_avoid_delta_q10.csv,clofazimine
NCT04809974,NCT04809974_avoid_delta_q10.csv,clonidine
NCT04809974,NCT04809974_avoid_delta_q10.csv,clothiapine
NCT04809974,NCT04809974_avoid_delta_q10.csv,clotrimazole
NCT04809974,NCT04809974_avoid_delta_q10.csv,cobimetinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,colistin
NCT04809974,NCT04809974_avoid_delta_q10.csv,copanlisib
NCT04809974,NCT04809974_avoid_delta_q10.csv,crizotinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,cyclacillin
NCT04809974,NCT04809974_avoid_delta_q10.csv,cyclandelate
NCT04809974,NCT04809974_avoid_delta_q10.csv,cyclizine
NCT04809974,NCT04809974_avoid_delta_q10.csv,cycloserine
NCT04809974,NCT04809974_avoid_delta_q10.csv,cyclothiazide
NCT04809974,NCT04809974_avoid_delta_q10.csv,dabrafenib
NCT04809974,NCT04809974_avoid_delta_q10.csv,dacomitinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,dantron
NCT04809974,NCT04809974_avoid_delta_q10.csv,dapsone
NCT04809974,NCT04809974_avoid_delta_q10.csv,dasatinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,decitabine
NCT04809974,NCT04809974_avoid_delta_q10.csv,deferiprone
NCT04809974,NCT04809974_avoid_delta_q10.csv,delamanid
NCT04809974,NCT04809974_avoid_delta_q10.csv,delavirdine
NCT04809974,NCT04809974_avoid_delta_q10.csv,deslanoside
NCT04809974,NCT04809974_avoid_delta_q10.csv,dexamethasone_acetat
NCT04809974,NCT04809974_avoid_delta_q10.csv,dibenzepin
NCT04809974,NCT04809974_avoid_delta_q10.csv,dicyclomine
NCT04809974,NCT04809974_avoid_delta_q10.csv,dienestrol
NCT04809974,NCT04809974_avoid_delta_q10.csv,digitoxin
NCT04809974,NCT04809974_avoid_delta_q10.csv,dihydroergotamine
NCT04809974,NCT04809974_avoid_delta_q10.csv,dihydrostreptomycin
NCT04809974,NCT04809974_avoid_delta_q10.csv,dipyridamole
NCT04809974,NCT04809974_avoid_delta_q10.csv,dolasetron
NCT04809974,NCT04809974_avoid_delta_q10.csv,donepezil
NCT04809974,NCT04809974_avoid_delta_q10.csv,doxapram
NCT04809974,NCT04809974_avoid_delta_q10.csv,duvelisib
NCT04809974,NCT04809974_avoid_delta_q10.csv,econazole
NCT04809974,NCT04809974_avoid_delta_q10.csv,edaravone
NCT04809974,NCT04809974_avoid_delta_q10.csv,eliglustat
NCT04809974,NCT04809974_avoid_delta_q10.csv,empagliflozin
NCT04809974,NCT04809974_avoid_delta_q10.csv,emtricitabine
NCT04809974,NCT04809974_avoid_delta_q10.csv,enalapril
NCT04809974,NCT04809974_avoid_delta_q10.csv,enasidenib
NCT04809974,NCT04809974_avoid_delta_q10.csv,encorafenib
NCT04809974,NCT04809974_avoid_delta_q10.csv,enoxacin
NCT04809974,NCT04809974_avoid_delta_q10.csv,entrectinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,enzalutamide
NCT04809974,NCT04809974_avoid_delta_q10.csv,epalrestat
NCT04809974,NCT04809974_avoid_delta_q10.csv,epirubicin
NCT04809974,NCT04809974_avoid_delta_q10.csv,erdafitinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,ergocalciferol
NCT04809974,NCT04809974_avoid_delta_q10.csv,ergometrine
NCT04809974,NCT04809974_avoid_delta_q10.csv,ergotamine
NCT04809974,NCT04809974_avoid_delta_q10.csv,erythromycin
NCT04809974,NCT04809974_avoid_delta_q10.csv,esmolol
NCT04809974,NCT04809974_avoid_delta_q10.csv,estradiol_acetate
NCT04809974,NCT04809974_avoid_delta_q10.csv,estradiol_cypionate
NCT04809974,NCT04809974_avoid_delta_q10.csv,etacrynic_acid
NCT04809974,NCT04809974_avoid_delta_q10.csv,ethambutol
NCT04809974,NCT04809974_avoid_delta_q10.csv,ethionamide
NCT04809974,NCT04809974_avoid_delta_q10.csv,ethyl_chloride
NCT04809974,NCT04809974_avoid_delta_q10.csv,ethylestrenol
NCT04809974,NCT04809974_avoid_delta_q10.csv,etrasimod
NCT04809974,NCT04809974_avoid_delta_q10.csv,everolimus
NCT04809974,NCT04809974_avoid_delta_q10.csv,fedratinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,fenbufen
NCT04809974,NCT04809974_avoid_delta_q10.csv,fenticonazole
NCT04809974,NCT04809974_avoid_delta_q10.csv,feprazone
NCT04809974,NCT04809974_avoid_delta_q10.csv,fidaxomicin
NCT04809974,NCT04809974_avoid_delta_q10.csv,filgotinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,flunarizine
NCT04809974,NCT04809974_avoid_delta_q10.csv,flurandrenolide
NCT04809974,NCT04809974_avoid_delta_q10.csv,fluticasone_furoate
NCT04809974,NCT04809974_avoid_delta_q10.csv,fluticasone_propiona
NCT04809974,NCT04809974_avoid_delta_q10.csv,flutrimazole
NCT04809974,NCT04809974_avoid_delta_q10.csv,folic_acid
NCT04809974,NCT04809974_avoid_delta_q10.csv,fosfomycin
NCT04809974,NCT04809974_avoid_delta_q10.csv,fosinopril
NCT04809974,NCT04809974_avoid_delta_q10.csv,fostamatinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,galantamine
NCT04809974,NCT04809974_avoid_delta_q10.csv,gatifloxacin
NCT04809974,NCT04809974_avoid_delta_q10.csv,gemfibrozil
NCT04809974,NCT04809974_avoid_delta_q10.csv,gentian_violet_catio
NCT04809974,NCT04809974_avoid_delta_q10.csv,gilteritinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,gliclazide
NCT04809974,NCT04809974_avoid_delta_q10.csv,glimepiride
NCT04809974,NCT04809974_avoid_delta_q10.csv,glipizide
NCT04809974,NCT04809974_avoid_delta_q10.csv,glucosamine
NCT04809974,NCT04809974_avoid_delta_q10.csv,glyburide
NCT04809974,NCT04809974_avoid_delta_q10.csv,glycerin
NCT04809974,NCT04809974_avoid_delta_q10.csv,granisetron
NCT04809974,NCT04809974_avoid_delta_q10.csv,guaifenesin
NCT04809974,NCT04809974_avoid_delta_q10.csv,haloprogin
NCT04809974,NCT04809974_avoid_delta_q10.csv,hydralazine
NCT04809974,NCT04809974_avoid_delta_q10.csv,hydrochlorothiazide
NCT04809974,NCT04809974_avoid_delta_q10.csv,hydroflumethiazide
NCT04809974,NCT04809974_avoid_delta_q10.csv,hydroxocobalamin
NCT04809974,NCT04809974_avoid_delta_q10.csv,hydroxyzine
NCT04809974,NCT04809974_avoid_delta_q10.csv,ibandronate
NCT04809974,NCT04809974_avoid_delta_q10.csv,ibrutinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,ibudilast
NCT04809974,NCT04809974_avoid_delta_q10.csv,idelalisib
NCT04809974,NCT04809974_avoid_delta_q10.csv,idoxuridine
NCT04809974,NCT04809974_avoid_delta_q10.csv,imidapril
NCT04809974,NCT04809974_avoid_delta_q10.csv,indacaterol
NCT04809974,NCT04809974_avoid_delta_q10.csv,infigratinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,iohexol
NCT04809974,NCT04809974_avoid_delta_q10.csv,iopanoic_acid
NCT04809974,NCT04809974_avoid_delta_q10.csv,ipragliflozin
NCT04809974,NCT04809974_avoid_delta_q10.csv,ipratropium
NCT04809974,NCT04809974_avoid_delta_q10.csv,iprindole
NCT04809974,NCT04809974_avoid_delta_q10.csv,irinotecan
NCT04809974,NCT04809974_avoid_delta_q10.csv,isoflurophate
NCT04809974,NCT04809974_avoid_delta_q10.csv,isoniazid
NCT04809974,NCT04809974_avoid_delta_q10.csv,isosorbide_dinitrate
NCT04809974,NCT04809974_avoid_delta_q10.csv,isoxsuprine
NCT04809974,NCT04809974_avoid_delta_q10.csv,isradipine
NCT04809974,NCT04809974_avoid_delta_q10.csv,ivacaftor
NCT04809974,NCT04809974_avoid_delta_q10.csv,ivermectin
NCT04809974,NCT04809974_avoid_delta_q10.csv,ivosidenib
NCT04809974,NCT04809974_avoid_delta_q10.csv,ixazomib
NCT04809974,NCT04809974_avoid_delta_q10.csv,kanamycin
NCT04809974,NCT04809974_avoid_delta_q10.csv,lactitol
NCT04809974,NCT04809974_avoid_delta_q10.csv,lamivudine
NCT04809974,NCT04809974_avoid_delta_q10.csv,laropiprant
NCT04809974,NCT04809974_avoid_delta_q10.csv,latamoxef
NCT04809974,NCT04809974_avoid_delta_q10.csv,lenalidomide
NCT04809974,NCT04809974_avoid_delta_q10.csv,leniolisib
NCT04809974,NCT04809974_avoid_delta_q10.csv,lenvatinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,leucovorin
NCT04809974,NCT04809974_avoid_delta_q10.csv,levothyroxine
NCT04809974,NCT04809974_avoid_delta_q10.csv,lidocaine
NCT04809974,NCT04809974_avoid_delta_q10.csv,linagliptin
NCT04809974,NCT04809974_avoid_delta_q10.csv,linezolid
NCT04809974,NCT04809974_avoid_delta_q10.csv,lofepramine
NCT04809974,NCT04809974_avoid_delta_q10.csv,lofexidine
NCT04809974,NCT04809974_avoid_delta_q10.csv,lomitapide
NCT04809974,NCT04809974_avoid_delta_q10.csv,loperamide
NCT04809974,NCT04809974_avoid_delta_q10.csv,lorlatinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,loxapine
NCT04809974,NCT04809974_avoid_delta_q10.csv,lumacaftor
NCT04809974,NCT04809974_avoid_delta_q10.csv,lusutrombopag
NCT04809974,NCT04809974_avoid_delta_q10.csv,lypressin
NCT04809974,NCT04809974_avoid_delta_q10.csv,macimorelin
NCT04809974,NCT04809974_avoid_delta_q10.csv,macitentan
NCT04809974,NCT04809974_avoid_delta_q10.csv,malathion
NCT04809974,NCT04809974_avoid_delta_q10.csv,masitinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,mebhydrolin
NCT04809974,NCT04809974_avoid_delta_q10.csv,meclizine
NCT04809974,NCT04809974_avoid_delta_q10.csv,meclofenamic_acid
NCT04809974,NCT04809974_avoid_delta_q10.csv,memantine
NCT04809974,NCT04809974_avoid_delta_q10.csv,meropenem
NCT04809974,NCT04809974_avoid_delta_q10.csv,mesalazine
NCT04809974,NCT04809974_avoid_delta_q10.csv,mestranol
NCT04809974,NCT04809974_avoid_delta_q10.csv,methapyrilene
NCT04809974,NCT04809974_avoid_delta_q10.csv,methotrimeprazine
NCT04809974,NCT04809974_avoid_delta_q10.csv,methsuximide
NCT04809974,NCT04809974_avoid_delta_q10.csv,methyclothiazide
NCT04809974,NCT04809974_avoid_delta_q10.csv,methyl_salicylate
NCT04809974,NCT04809974_avoid_delta_q10.csv,methylergometrine
NCT04809974,NCT04809974_avoid_delta_q10.csv,metronidazole
NCT04809974,NCT04809974_avoid_delta_q10.csv,miconazole
NCT04809974,NCT04809974_avoid_delta_q10.csv,midostaurin
NCT04809974,NCT04809974_avoid_delta_q10.csv,mirabegron
NCT04809974,NCT04809974_avoid_delta_q10.csv,molsidomine
NCT04809974,NCT04809974_avoid_delta_q10.csv,momelotinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,mometasone_furoate
NCT04809974,NCT04809974_avoid_delta_q10.csv,mupirocin
NCT04809974,NCT04809974_avoid_delta_q10.csv,muzolimine
NCT04809974,NCT04809974_avoid_delta_q10.csv,nabumetone
NCT04809974,NCT04809974_avoid_delta_q10.csv,nafcillin
NCT04809974,NCT04809974_avoid_delta_q10.csv,nalmefene
NCT04809974,NCT04809974_avoid_delta_q10.csv,naloxone
NCT04809974,NCT04809974_avoid_delta_q10.csv,naltrexone
NCT04809974,NCT04809974_avoid_delta_q10.csv,naproxen
NCT04809974,NCT04809974_avoid_delta_q10.csv,nefazodone
NCT04809974,NCT04809974_avoid_delta_q10.csv,neostigmine
NCT04809974,NCT04809974_avoid_delta_q10.csv,netilmicin
NCT04809974,NCT04809974_avoid_delta_q10.csv,nicorandil
NCT04809974,NCT04809974_avoid_delta_q10.csv,nicotinamide
NCT04809974,NCT04809974_avoid_delta_q10.csv,nicotine
NCT04809974,NCT04809974_avoid_delta_q10.csv,nifedipine
NCT04809974,NCT04809974_avoid_delta_q10.csv,nikethamide
NCT04809974,NCT04809974_avoid_delta_q10.csv,nilotinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,nimodipine
NCT04809974,NCT04809974_avoid_delta_q10.csv,nintedanib
NCT04809974,NCT04809974_avoid_delta_q10.csv,niraparib
NCT04809974,NCT04809974_avoid_delta_q10.csv,nitrendipine
NCT04809974,NCT04809974_avoid_delta_q10.csv,norethynodrel
NCT04809974,NCT04809974_avoid_delta_q10.csv,norgestimate
NCT04809974,NCT04809974_avoid_delta_q10.csv,novobiocin
NCT04809974,NCT04809974_avoid_delta_q10.csv,ofloxacin
NCT04809974,NCT04809974_avoid_delta_q10.csv,olaparib
NCT04809974,NCT04809974_avoid_delta_q10.csv,olmutinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,omacetaxine_mepesucc
NCT04809974,NCT04809974_avoid_delta_q10.csv,ornidazole
NCT04809974,NCT04809974_avoid_delta_q10.csv,osilodrostat
NCT04809974,NCT04809974_avoid_delta_q10.csv,osimertinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,ouabain
NCT04809974,NCT04809974_avoid_delta_q10.csv,oxatomide
NCT04809974,NCT04809974_avoid_delta_q10.csv,oxybuprocaine
NCT04809974,NCT04809974_avoid_delta_q10.csv,oxymetazoline
NCT04809974,NCT04809974_avoid_delta_q10.csv,ozanimod
NCT04809974,NCT04809974_avoid_delta_q10.csv,pacritinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,palbociclib
NCT04809974,NCT04809974_avoid_delta_q10.csv,papaverine
NCT04809974,NCT04809974_avoid_delta_q10.csv,pasireotide
NCT04809974,NCT04809974_avoid_delta_q10.csv,pazopanib
NCT04809974,NCT04809974_avoid_delta_q10.csv,pemigatinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,perampanel
NCT04809974,NCT04809974_avoid_delta_q10.csv,permethrin
NCT04809974,NCT04809974_avoid_delta_q10.csv,pexidartinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,phenazopyridine
NCT04809974,NCT04809974_avoid_delta_q10.csv,phensuximide
NCT04809974,NCT04809974_avoid_delta_q10.csv,phenytoin
NCT04809974,NCT04809974_avoid_delta_q10.csv,physostigmine
NCT04809974,NCT04809974_avoid_delta_q10.csv,picotamide
NCT04809974,NCT04809974_avoid_delta_q10.csv,pinacidil
NCT04809974,NCT04809974_avoid_delta_q10.csv,pioglitazone
NCT04809974,NCT04809974_avoid_delta_q10.csv,pirfenidone
NCT04809974,NCT04809974_avoid_delta_q10.csv,piroxicam
NCT04809974,NCT04809974_avoid_delta_q10.csv,pivampicillin
NCT04809974,NCT04809974_avoid_delta_q10.csv,polyvinyl_alcohol
NCT04809974,NCT04809974_avoid_delta_q10.csv,pomalidomide
NCT04809974,NCT04809974_avoid_delta_q10.csv,ponatinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,posaconazole
NCT04809974,NCT04809974_avoid_delta_q10.csv,povidone
NCT04809974,NCT04809974_avoid_delta_q10.csv,prazosin
NCT04809974,NCT04809974_avoid_delta_q10.csv,prednisolone_acetate
NCT04809974,NCT04809974_avoid_delta_q10.csv,pregabalin
NCT04809974,NCT04809974_avoid_delta_q10.csv,prilocaine
NCT04809974,NCT04809974_avoid_delta_q10.csv,profenamine
NCT04809974,NCT04809974_avoid_delta_q10.csv,promethazine
NCT04809974,NCT04809974_avoid_delta_q10.csv,proscillaridin
NCT04809974,NCT04809974_avoid_delta_q10.csv,proxyphylline
NCT04809974,NCT04809974_avoid_delta_q10.csv,prucalopride
NCT04809974,NCT04809974_avoid_delta_q10.csv,pseudoephedrine
NCT04809974,NCT04809974_avoid_delta_q10.csv,pyrantel
NCT04809974,NCT04809974_avoid_delta_q10.csv,pyrazinamide
NCT04809974,NCT04809974_avoid_delta_q10.csv,quinethazone
NCT04809974,NCT04809974_avoid_delta_q10.csv,quizartinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,raloxifene
NCT04809974,NCT04809974_avoid_delta_q10.csv,regadenoson
NCT04809974,NCT04809974_avoid_delta_q10.csv,regorafenib
NCT04809974,NCT04809974_avoid_delta_q10.csv,repaglinide
NCT04809974,NCT04809974_avoid_delta_q10.csv,ribociclib
NCT04809974,NCT04809974_avoid_delta_q10.csv,riboflavin
NCT04809974,NCT04809974_avoid_delta_q10.csv,rifampicin
NCT04809974,NCT04809974_avoid_delta_q10.csv,riociguat
NCT04809974,NCT04809974_avoid_delta_q10.csv,rofecoxib
NCT04809974,NCT04809974_avoid_delta_q10.csv,romidepsin
NCT04809974,NCT04809974_avoid_delta_q10.csv,rosiglitazone
NCT04809974,NCT04809974_avoid_delta_q10.csv,rotigotine
NCT04809974,NCT04809974_avoid_delta_q10.csv,roxadustat
NCT04809974,NCT04809974_avoid_delta_q10.csv,roxithromycin
NCT04809974,NCT04809974_avoid_delta_q10.csv,ruboxistaurin
NCT04809974,NCT04809974_avoid_delta_q10.csv,rucaparib
NCT04809974,NCT04809974_avoid_delta_q10.csv,ruxolitinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,salbutamol
NCT04809974,NCT04809974_avoid_delta_q10.csv,salmeterol
NCT04809974,NCT04809974_avoid_delta_q10.csv,salsalate
NCT04809974,NCT04809974_avoid_delta_q10.csv,scopolamine
NCT04809974,NCT04809974_avoid_delta_q10.csv,secnidazole
NCT04809974,NCT04809974_avoid_delta_q10.csv,selexipag
NCT04809974,NCT04809974_avoid_delta_q10.csv,selinexor
NCT04809974,NCT04809974_avoid_delta_q10.csv,selumetinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,silodosin
NCT04809974,NCT04809974_avoid_delta_q10.csv,sirolimus
NCT04809974,NCT04809974_avoid_delta_q10.csv,sitagliptin
NCT04809974,NCT04809974_avoid_delta_q10.csv,sitaxentan
NCT04809974,NCT04809974_avoid_delta_q10.csv,sofosbuvir
NCT04809974,NCT04809974_avoid_delta_q10.csv,sonidegib
NCT04809974,NCT04809974_avoid_delta_q10.csv,sorafenib
NCT04809974,NCT04809974_avoid_delta_q10.csv,spectinomycin
NCT04809974,NCT04809974_avoid_delta_q10.csv,spirapril
NCT04809974,NCT04809974_avoid_delta_q10.csv,stannous_fluoride
NCT04809974,NCT04809974_avoid_delta_q10.csv,streptomycin
NCT04809974,NCT04809974_avoid_delta_q10.csv,sulfabenzamide
NCT04809974,NCT04809974_avoid_delta_q10.csv,sulfadiazine
NCT04809974,NCT04809974_avoid_delta_q10.csv,sulfamethoxazole
NCT04809974,NCT04809974_avoid_delta_q10.csv,sulfamethoxypyridazi
NCT04809974,NCT04809974_avoid_delta_q10.csv,sulfametopyrazine
NCT04809974,NCT04809974_avoid_delta_q10.csv,sulfasalazine
NCT04809974,NCT04809974_avoid_delta_q10.csv,sultamicillin
NCT04809974,NCT04809974_avoid_delta_q10.csv,sunitinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,tacrine
NCT04809974,NCT04809974_avoid_delta_q10.csv,tafamidis
NCT04809974,NCT04809974_avoid_delta_q10.csv,talampicillin
NCT04809974,NCT04809974_avoid_delta_q10.csv,tamibarotene
NCT04809974,NCT04809974_avoid_delta_q10.csv,tavaborole
NCT04809974,NCT04809974_avoid_delta_q10.csv,tazarotene
NCT04809974,NCT04809974_avoid_delta_q10.csv,tazemetostat
NCT04809974,NCT04809974_avoid_delta_q10.csv,telotristat_ethyl
NCT04809974,NCT04809974_avoid_delta_q10.csv,temafloxacin
NCT04809974,NCT04809974_avoid_delta_q10.csv,temazepam
NCT04809974,NCT04809974_avoid_delta_q10.csv,temsirolimus
NCT04809974,NCT04809974_avoid_delta_q10.csv,teneligliptin
NCT04809974,NCT04809974_avoid_delta_q10.csv,tepotinib
NCT04809974,NCT04809974_avoid_delta_q10.csv,terbinafine
NCT04809974,NCT04809974_avoid_delta_q10.csv,terconazole
NCT04809974,NCT04809974_avoid_delta_q10.csv,testolactone
NCT04809974,NCT04809974_avoid_delta_q10.csv,tetrabenazine
NCT04809974,NCT04809974_avoid_delta_q10.csv,tetrabromo_2_benzotr
NCT04809974,NCT04809974_avoid_delta_q10.csv,tezacaftor
NCT04809974,NCT04809974_avoid_delta_q10.csv,thenalidine
NCT04809974,NCT04809974_avoid_delta_q10.csv,thiamine
NCT04809974,NCT04809974_avoid_delta_q10.csv,thiethylperazine
NCT04809974,NCT04809974_avoid_delta_q10.csv,thymol
NCT04809974,NCT04809974_avoid_delta_q10.csv,tienilic_acid
NCT04809974,NCT04809974_avoid_delta_q10.csv,tinidazole
NCT04809974,NCT04809974_avoid_delta_q10.csv,tipiracil
