drug_key,drug,ae_score_x,total_prob,total_weighted_prob,n_ae,safety_drug,P_drug_gt_placebo,safety_score,efficacy_score,ae_score_y,safety_norm,efficacy_norm,ae_inverse_norm,composite_score,safety_used,efficacy_used,ae_used,ae_units,composite_used,avoid_rank_ae,avoid_rank_safety,avoid_rank_efficacy,avoid_rank_composite,delta_safety_vs_real,delta_efficacy_vs_real,delta_ae_vs_real,flag_delta_ae_worse,flag_delta_safety_worse,flag_delta_efficacy_worse,n_delta_flags
tolvaptan,Tolvaptan,3.63113274592906,8.281000785529608,3.63113274592906,100.0,0.532216,0.517934,0.532216,0.517934,3.63113274592906,0.7486927501718963,0.2461762988908366,0.0577825030578075,0.4095041202366547,0.532216,0.517934,8.281000785529608,unweighted_total_prob,0.4095041202366547,74.0,1617.0,92.0,1240.0,-0.016371858999999933,-0.0008058490000000251,2.6597836235296075,True,False,True,2
trilaciclib,Trilaciclib,3.144311949843539,8.245162237435576,3.144311949843539,100.0,0.414171,0.518309,0.414171,0.518309,3.144311949843539,0.5507269952539873,0.2680677174547604,0.0800576395383732,0.3435294129911737,0.414171,0.518309,8.245162237435576,unweighted_total_prob,0.3435294129911737,76.0,1537.0,133.0,612.0,-0.13441685899999994,-0.0004308490000000109,2.623945075435575,True,False,True,2
pemigatinib,Pemigatinib,3.074824478896333,8.0885594561696,3.074824478896333,100.0,0.406983,0.517773,0.406983,0.517773,3.074824478896333,0.5386724580321655,0.2367775831873943,0.0838123768040884,0.3269424918486416,0.406983,0.517773,8.0885594561696,unweighted_total_prob,0.3269424918486416,81.0,1523.0,79.0,414.0,-0.14160485899999997,-0.0009668489999999919,2.4673422941695993,True,False,True,2
etrasimod,Etrasimod,3.076427546795456,7.987179741263385,3.076427546795456,100.0,0.343358,0.517498,0.343358,0.517498,3.076427546795456,0.431971020812021,0.220723876240516,0.0837238440651968,0.2778227276340542,0.343358,0.517498,7.987179741263385,unweighted_total_prob,0.2778227276340542,82.0,1306.0,64.0,105.0,-0.20522985899999996,-0.001241849000000017,2.3659625792633845,True,False,True,2
baricitinib,Baricitinib,2.95900681405328,7.655402574688191,2.95900681405328,100.0,0.274903,0.517808,0.274903,0.517808,2.95900681405328,0.3171694980630231,0.2388207822533608,0.0904624666492421,0.240488605456402,0.274903,0.517808,7.655402574688191,unweighted_total_prob,0.240488605456402,92.0,751.0,81.0,29.0,-0.27368485899999995,-0.0009318489999999846,2.03418541268819,True,False,True,2
netilmicin,Netilmicin,2.9183093873783927,6.978742783889171,2.9183093873783927,100.0,0.430055,0.518252,0.430055,0.518252,2.9183093873783927,0.5773650405004277,0.2647402218330457,0.0929245834724411,0.3554270216278776,0.430055,0.518252,6.978742783889171,unweighted_total_prob,0.3554270216278776,129.0,1564.0,127.0,738.0,-0.11853285899999993,-0.00048784899999998466,1.3575256218891703,True,False,True,2
pinacidil,Pinacidil,2.7842806819826347,6.952732212841506,2.7842806819826347,100.0,0.352886,0.516701,0.352886,0.516701,2.7842806819826347,0.447949823072666,0.1741973146526556,0.1015419086208033,0.2691672368142893,0.352886,0.516701,6.952732212841506,unweighted_total_prob,0.2691672368142893,131.0,1355.0,27.0,86.0,-0.19570185899999998,-0.0020388490000000647,1.3315150508415057,True,False,True,2
irinotecan,Irinotecan,2.6549223081674405,6.698493611067529,2.6549223081674405,100.0,0.375898,0.517582,0.375898,0.517582,2.6549223081674405,0.4865417833604455,0.2256275539988331,0.1106840665652774,0.307004548256767,0.375898,0.517582,6.698493611067529,unweighted_total_prob,0.307004548256767,150.0,1446.0,65.0,256.0,-0.17268985899999995,-0.001157849000000044,1.0772764490675284,True,False,True,2
bithionol,Bithionol,2.551974970195441,6.64953899569809,2.551974970195441,100.0,0.299059,0.515307,0.299059,0.515307,2.551974970195441,0.3576799879253384,0.0928196147110322,0.1186219715732383,0.2039242353691959,0.299059,0.515307,6.64953899569809,unweighted_total_prob,0.2039242353691959,153.0,955.0,4.0,8.0,-0.24952885899999994,-0.003432849000000071,1.0283218336980893,True,False,True,2
empagliflozin,Empagliflozin,1.6647066506789976,4.171593271195884,1.6647066506789976,100.0,0.182745,0.517165,0.182745,0.517165,1.6647066506789976,0.1626171829143537,0.2012842965557507,0.227730790191968,0.1911067498264354,0.182745,0.517165,4.171593271195884,unweighted_total_prob,0.1911067498264354,716.0,139.0,43.0,5.0,-0.36584285899999996,-0.0015748490000000448,-1.4496238908041166,False,True,True,2
alogliptin,Alogliptin,1.2402826898731272,3.1034345235675524,1.2402826898731272,100.0,0.180613,0.517931,0.180613,0.517931,1.2402826898731272,0.1590417414345369,0.2460011675423267,0.3351199637699419,0.2290411563447338,0.180613,0.517931,3.1034345235675524,unweighted_total_prob,0.2290411563447338,1187.0,133.0,91.0,20.0,-0.36797485899999993,-0.0008088490000000004,-2.517782638432448,False,True,True,2
secnidazole,Secnidazole,1.143545626848934,2.685890854336316,1.143545626848934,100.0,0.124417,0.516469,0.124417,0.516469,1.143545626848934,0.0647990071944859,0.160653823701108,0.3707517604246628,0.1643314844431701,0.124417,0.516469,2.685890854336316,unweighted_total_prob,0.1643314844431701,1376.0,10.0,23.0,2.0,-0.42417085899999996,-0.0022708490000000747,-2.9353263076636846,False,True,True,2
benzatropine,Benzatropine,1.0529525136342257,2.582866145297881,1.0529525136342257,100.0,0.179463,0.517749,0.179463,0.517749,1.0529525136342257,0.1571131496419527,0.2353765323993018,0.410057131834329,0.2390072991833676,0.179463,0.517749,2.582866145297881,unweighted_total_prob,0.2390072991833676,1417.0,128.0,75.0,28.0,-0.3691248589999999,-0.0009908490000000159,-3.0383510167021197,False,True,True,2
acarbose,Acarbose,0.9949412381974964,2.4975333111360625,0.9949412381974964,100.0,0.176387,0.518262,0.176387,0.518262,0.9949412381974964,0.1519545858558754,0.2653239929947476,0.4389855841656639,0.254708548373382,0.176387,0.518262,2.4975333111360625,unweighted_total_prob,0.254708548373382,1447.0,111.0,128.0,54.0,-0.372200859,-0.00047784900000003017,-3.123683850863938,False,True,True,2
hydroxocobalamin,Hydroxocobalamin,1.1471134434686954,2.4187335306778506,1.1471134434686954,100.0,0.175723,0.518501,0.175723,0.518501,1.1471134434686954,0.1508410337252008,0.2792761237594872,0.3693308664895284,0.2459130362917809,0.175723,0.518501,2.4187335306778506,unweighted_total_prob,0.2459130362917809,1465.0,108.0,149.0,40.0,-0.372864859,-0.00023884900000004095,-3.20248363132215,False,True,True,2
ergocalciferol,Ergocalciferol,0.9839528908953052,2.307059575803573,0.9839528908953052,100.0,0.180765,0.518126,0.180765,0.518126,0.9839528908953052,0.1592966509584263,0.2573847051955634,0.4448493908289638,0.2556424206273887,0.180765,0.518126,2.307059575803573,unweighted_total_prob,0.2556424206273887,1491.0,135.0,111.0,56.0,-0.36782285899999995,-0.0006138490000000552,-3.3141575861964276,False,True,True,2
clindamycin,Clindamycin,0.946352204028515,2.140946276485915,0.946352204028515,100.0,0.178024,0.51817,0.178024,0.51817,0.946352204028515,0.1546998943467105,0.2599532983070663,0.465944786595875,0.2590502343806857,0.178024,0.51817,2.140946276485915,unweighted_total_prob,0.2590502343806857,1533.0,118.0,114.0,64.0,-0.370563859,-0.0005698490000000112,-3.4802708855140856,False,True,True,2
bisacodyl,Bisacodyl,0.8686589868739227,2.103056894615288,0.8686589868739227,100.0,0.144271,0.518597,0.144271,0.518597,0.8686589868739227,0.0980948867161951,0.2848803269118506,0.5153189776537445,0.2562538809819672,0.144271,0.518597,2.103056894615288,unweighted_total_prob,0.2562538809819672,1540.0,35.0,160.0,59.0,-0.4043168589999999,-0.00014284900000005596,-3.5181602673847125,False,True,True,2
guaifenesin,Guaifenesin,0.8661699896678307,1.993785559199745,0.8661699896678307,100.0,0.133186,0.517316,0.133186,0.517316,0.8661699896678307,0.0795049388720253,0.2100992410974911,0.5170471655629455,0.2192511051003957,0.133186,0.517316,1.993785559199745,unweighted_total_prob,0.2192511051003957,1562.0,20.0,56.0,14.0,-0.41540185899999993,-0.0014238490000000326,-3.6274316028002556,False,True,True,2
thymol,Thymol,0.7156245996826307,1.774913357570762,0.7156245996826307,100.0,0.141238,0.518563,0.141238,0.518563,0.7156245996826307,0.0930084354927971,0.2828955049620562,0.6439285971888629,0.2791472956197139,0.141238,0.518563,1.774913357570762,unweighted_total_prob,0.2791472956197139,1600.0,27.0,157.0,111.0,-0.407349859,-0.00017684900000003445,-3.8463038044292386,False,True,True,2
chlorhexidine,Chlorhexidine,0.4810091193066888,1.015896875411267,0.4810091193066888,100.0,0.143049,0.518284,0.143049,0.518284,0.4810091193066888,0.0960455483070318,0.2666082895504958,1.0,0.3450615351430111,0.143049,0.518284,1.015896875411267,unweighted_total_prob,0.3450615351430111,1626.0,31.0,130.0,630.0,-0.405538859,-0.0004558490000000637,-4.605320286588734,False,True,True,2
fluticasone_propiona,Fluticasone_propiona,,,,,0.127262,0.515746,0.127262,0.515746,0.8231785262352769,0.0695701755857049,0.1184471687098693,0.5485466950265095,0.1849162767235316,0.127262,0.515746,,unweighted_total_prob,0.1849162767235316,,13.0,9.0,3.0,-0.42132585899999997,-0.002993848999999993,,False,True,True,2
stannous_fluoride,Stannous_fluoride,,,,,0.154933,0.517456,0.154933,0.517456,0.6981793841230659,0.1159754481879622,0.2182720373613574,0.6621693627222364,0.2661328667641751,0.154933,0.517456,,unweighted_total_prob,0.2661328667641751,,52.0,60.0,78.0,-0.39365485899999997,-0.0012838490000000036,,False,True,True,2
lenvatinib,Lenvatinib,5.714665363542734,14.968424066901203,5.714665363542734,100.0,0.597835,0.522147,0.597835,0.522147,5.714665363542734,0.8587381978567475,0.4921190893169911,0.0053275651647266,0.5414084279024409,0.597835,0.522147,14.968424066901203,unweighted_total_prob,0.5414084279024409,1.0,1623.0,1024.0,1602.0,0.04924714100000005,0.003407150999999997,9.347206904901203,True,False,False,1
carfilzomib,Carfilzomib,6.068311084248124,14.84813261032104,6.068311084248124,100.0,0.524947,0.520345,0.524947,0.520345,6.068311084248124,0.7365023730064231,0.3869235259778152,0.0,0.4493703595936953,0.524947,0.520345,14.84813261032104,unweighted_total_prob,0.4493703595936953,2.0,1615.0,526.0,1471.0,-0.023640858999999903,0.0016051509999999158,9.226915448321039,True,False,False,1
cobimetinib,Cobimetinib,5.484994726721196,14.721975430846207,5.484994726721196,100.0,0.509022,0.518905,0.509022,0.518905,5.484994726721196,0.709795569269986,0.3028604786923513,0.0091554376294654,0.406893506710828,0.509022,0.518905,14.721975430846207,unweighted_total_prob,0.406893506710828,3.0,1609.0,200.0,1227.0,-0.03956585899999998,0.000165150999999919,9.100758268846207,True,False,False,1
axitinib,Axitinib,5.112318712286649,13.72094918787479,5.112318712286649,100.0,0.357419,0.523376,0.357419,0.523376,5.112318712286649,0.4555518288081303,0.5638645650904837,0.0160985838412084,0.4109862743276872,0.357419,0.523376,13.72094918787479,unweighted_total_prob,0.4109862743276872,5.0,1374.0,1275.0,1252.0,-0.19116885899999997,0.004636150999999922,8.09973202587479,True,False,False,1
momelotinib,Momelotinib,4.9487705710344,13.17106300592422,4.9487705710344,100.0,0.450843,0.519805,0.450843,0.519805,4.9487705710344,0.6122272719649835,0.355399883245767,0.0194757262583794,0.3909460073359761,0.450843,0.519805,13.17106300592422,unweighted_total_prob,0.3909460073359761,6.0,1589.0,396.0,1099.0,-0.09774485899999996,0.001065150999999931,7.549845843924219,True,False,False,1
sunitinib,Sunitinib,4.869566153734921,13.042951587587591,4.869566153734921,100.0,0.432543,0.522936,0.432543,0.522936,4.869566153734921,0.581537506917775,0.5381786339754809,0.0211927678566576,0.4521250099286339,0.432543,0.522936,13.042951587587591,unweighted_total_prob,0.4521250099286339,7.0,1568.0,1183.0,1484.0,-0.11604485899999994,0.004196150999999926,7.421734425587591,True,False,False,1
pomalidomide,Pomalidomide,5.1076844356954085,12.898985881358382,5.1076844356954085,100.0,0.587253,0.519689,0.587253,0.519689,5.1076844356954085,0.8409917992922907,0.3486281377699933,0.0161913007568615,0.4790862349762859,0.587253,0.519689,12.898985881358382,unweighted_total_prob,0.4790862349762859,8.0,1622.0,363.0,1543.0,0.03866514100000007,0.0009491509999999259,7.277768719358381,True,False,False,1
ixazomib,Ixazomib,4.977655807603149,12.77752515301108,4.977655807603149,100.0,0.49694,0.520447,0.49694,0.520447,4.977655807603149,0.689533616193463,0.392877991827205,0.0188631322432761,0.4367372696569224,0.49694,0.520447,12.77752515301108,unweighted_total_prob,0.4367372696569224,9.0,1606.0,557.0,1391.0,-0.05164785899999996,0.0017071509999999623,7.156307991011079,True,False,False,1
cabozantinib,Cabozantinib,4.922902247309684,12.764697328209872,4.922902247309684,100.0,0.478943,0.522781,0.478943,0.522781,4.922902247309684,0.6593519931576918,0.529130180969065,0.0200304397882255,0.4793989576083478,0.478943,0.522781,12.764697328209872,unweighted_total_prob,0.4793989576083478,10.0,1602.0,1149.0,1544.0,-0.06964485899999995,0.004041151000000021,7.143480166209871,True,False,False,1
selumetinib,Selumetinib,4.829876668658106,12.490287054330109,4.829876668658106,100.0,0.567685,0.524401,0.567685,0.524401,4.829876668658106,0.8081755521642153,0.6237011091652096,0.022074360904991,0.5771655367127682,0.567685,0.524401,12.490287054330109,unweighted_total_prob,0.5771655367127682,11.0,1621.0,1438.0,1621.0,0.01909714100000004,0.005661150999999975,6.869069892330108,True,False,False,1
sorafenib,Sorafenib,4.665111480653285,12.370574537664648,4.665111480653285,100.0,0.377286,0.523216,0.377286,0.523216,4.665111480653285,0.4888695098022774,0.5545242265032135,0.0258945634930064,0.4225364072207976,0.377286,0.523216,12.370574537664648,unweighted_total_prob,0.4225364072207976,12.0,1451.0,1245.0,1314.0,-0.17130185899999995,0.004476150999999984,6.749357375664648,True,False,False,1
infigratinib,Infigratinib,4.620111848227678,12.329129185527558,4.620111848227678,100.0,0.378759,0.519231,0.378759,0.519231,4.620111848227678,0.4913397843331266,0.3218914185639244,0.0269852839387818,0.3306895379465768,0.378759,0.519231,12.329129185527558,unweighted_total_prob,0.3306895379465768,13.0,1456.0,271.0,464.0,-0.16982885899999994,0.0004911509999999675,6.707912023527557,True,False,False,1
gilteritinib,Gilteritinib,4.650496201775966,11.800433751195666,4.650496201775966,100.0,0.429401,0.521831,0.429401,0.521831,4.650496201775966,0.5762682587331668,0.4736719206071264,0.0262465003814287,0.425225371812403,0.429401,0.521831,11.800433751195666,unweighted_total_prob,0.425225371812403,14.0,1563.0,946.0,1334.0,-0.11918685899999998,0.003091151000000014,6.179216589195665,True,False,False,1
lumacaftor,Lumacaftor,4.354779168032108,11.6898952499032,4.354779168032108,100.0,0.265808,0.52284,0.265808,0.52284,4.354779168032108,0.3019168525381945,0.5325744308231175,0.0338748381453828,0.3405714809736014,0.265808,0.52284,11.6898952499032,unweighted_total_prob,0.3405714809736014,15.0,654.0,1161.0,583.0,-0.28277985899999997,0.004100150999999941,6.0686780879032,True,False,False,1
midostaurin,Midostaurin,4.637516570929436,11.57097607478499,4.637516570929436,100.0,0.389911,0.522019,0.389911,0.522019,4.637516570929436,0.5100420936121686,0.4846468184471711,0.0265609105447403,0.4031877469326839,0.389911,0.522019,11.57097607478499,unweighted_total_prob,0.4031877469326839,16.0,1488.0,994.0,1202.0,-0.15867685899999995,0.00327915099999998,5.94975891278499,True,False,False,1
pazopanib,Pazopanib,4.361597006674854,11.434160396456717,4.361597006674854,100.0,0.335854,0.523144,0.335854,0.523144,4.361597006674854,0.419386540106324,0.5503210741389426,0.0336873153581354,0.3946205087697337,0.335854,0.523144,11.434160396456717,unweighted_total_prob,0.3946205087697337,18.0,1261.0,1226.0,1128.0,-0.21273385899999997,0.004404151000000023,5.812943234456716,True,False,False,1
ibrutinib,Ibrutinib,4.465303933015091,11.403519276529549,4.465303933015091,100.0,0.481256,0.523814,0.481256,0.523814,4.465303933015091,0.663230978215298,0.5894337419731486,0.0309054877956784,0.5072469856345143,0.481256,0.523814,11.403519276529549,unweighted_total_prob,0.5072469856345143,19.0,1603.0,1358.0,1584.0,-0.06733185899999994,0.005074150999999971,5.782302114529548,True,False,False,1
everolimus,Everolimus,4.624533107690511,11.310119934380053,4.624533107690511,100.0,0.349074,0.524896,0.349074,0.524896,4.624533107690511,0.4415569605393348,0.6525977816695893,0.026877179226906,0.4430373327289508,0.349074,0.524896,11.310119934380053,unweighted_total_prob,0.4430373327289508,20.0,1337.0,1499.0,1434.0,-0.19951385899999996,0.006156150999999999,5.688902772380052,True,False,False,1
temsirolimus,Temsirolimus,4.469917667005209,11.206249143928286,4.469917667005209,100.0,0.308682,0.524432,0.308682,0.524432,4.469917667005209,0.3738181086384142,0.625510799766494,0.030784728379016,0.4058885090377666,0.308682,0.524432,11.206249143928286,unweighted_total_prob,0.4058885090377666,21.0,1025.0,1445.0,1219.0,-0.23990585899999994,0.005692150999999979,5.585031981928285,True,False,False,1
ruxolitinib,Ruxolitinib,4.552172648720442,11.179931875318283,4.552172648720442,100.0,0.528993,0.519099,0.528993,0.519099,4.552172648720442,0.7432876620436365,0.3141856392294223,0.0286728788793775,0.428723896285099,0.528993,0.519099,11.179931875318283,unweighted_total_prob,0.428723896285099,22.0,1616.0,237.0,1350.0,-0.01959485899999991,0.0003591509999999465,5.558714713318283,True,False,False,1
tivozanib,Tivozanib,4.07247510878369,11.082764003425831,4.07247510878369,100.0,0.308976,0.521974,0.308976,0.521974,4.07247510878369,0.3743111573227791,0.4820198482195026,0.0421907820548035,0.3509705586278734,0.308976,0.521974,11.082764003425831,unweighted_total_prob,0.3509705586278734,24.0,1030.0,982.0,698.0,-0.23961185899999998,0.0032341510000000184,5.461546841425831,True,False,False,1
pacritinib,Pacritinib,4.153788396622984,11.050066441297526,4.153788396622984,100.0,0.353634,0.521452,0.353634,0.521452,4.153788396622984,0.4492042462560163,0.4515469935785206,0.0396796027815069,0.3682364164901162,0.353634,0.521452,11.050066441297526,unweighted_total_prob,0.3682364164901162,25.0,1359.0,848.0,889.0,-0.19495385899999995,0.002712150999999996,5.428849279297525,True,False,False,1
tazemetostat,Tazemetostat,4.316459219902752,11.040354780852793,4.316459219902752,100.0,0.356378,0.518798,0.356378,0.518798,4.316459219902752,0.4538060339767562,0.2966141272621137,0.034939839443989,0.3071560323843458,0.356378,0.518798,11.040354780852793,unweighted_total_prob,0.3071560323843458,26.0,1371.0,188.0,259.0,-0.19220985899999998,5.815099999995077e-05,5.419137618852792,True,False,False,1
capivasertib,Capivasertib,4.146028487943111,10.885929249227043,4.146028487943111,100.0,0.421509,0.522069,0.421509,0.522069,4.146028487943111,0.5630330879270153,0.4875656742556939,0.0399149987190213,0.428222504616888,0.421509,0.522069,10.885929249227043,unweighted_total_prob,0.428222504616888,27.0,1547.0,1009.0,1348.0,-0.12707885899999993,0.0033291509999999747,5.264712087227043,True,False,False,1
trametinib,Trametinib,4.1271433846093695,10.742121368646618,4.1271433846093695,100.0,0.682068,0.520208,0.682068,0.520208,4.1271433846093695,1.0,0.3789258610624654,0.0404915746780434,0.5596686593605948,0.682068,0.520208,10.742121368646618,unweighted_total_prob,0.5596686593605948,28.0,1625.0,482.0,1614.0,0.13348014100000005,0.0014681509999999731,5.1209042066466175,True,False,False,1
acalabrutinib,Acalabrutinib,3.9424864253960537,10.283037591725584,3.9424864253960537,100.0,0.381476,0.521832,0.381476,0.521832,3.9424864253960537,0.4958962920726492,0.4737302977232921,0.0464203490013998,0.3971347057186565,0.381476,0.521832,10.283037591725584,unweighted_total_prob,0.3971347057186565,30.0,1466.0,947.0,1152.0,-0.16711185899999997,0.003092150999999932,4.661820429725584,True,False,False,1
olaparib,Olaparib,3.9112512452527866,10.196855854243037,3.9112512452527866,100.0,0.296128,0.522762,0.296128,0.522762,3.9112512452527866,0.3527645944087608,0.5280210157618203,0.047478571760544,0.3618099584203413,0.296128,0.522762,10.196855854243037,unweighted_total_prob,0.3618099584203413,31.0,928.0,1146.0,814.0,-0.25245985899999995,0.004022150999999918,4.575638692243036,True,False,False,1
quizartinib,Quizartinib,3.9442638132721166,9.972345512360327,3.9442638132721166,100.0,0.384525,0.52093,0.384525,0.52093,3.9442638132721166,0.5010095758775093,0.4210741389375385,0.0463606365287547,0.3781056132317701,0.384525,0.52093,9.972345512360327,unweighted_total_prob,0.3781056132317701,32.0,1474.0,699.0,980.0,-0.16406285899999995,0.0021901509999999735,4.351128350360327,True,False,False,1
selinexor,Selinexor,3.8906476353295134,9.922523654997343,3.8906476353295134,100.0,0.447796,0.519715,0.447796,0.519715,3.8906476353295134,0.6071173422328063,0.35014594279043,0.0481859060445312,0.3925424952182008,0.447796,0.519715,9.922523654997343,unweighted_total_prob,0.3925424952182008,34.0,1586.0,369.0,1113.0,-0.10079185899999993,0.0009751510000000074,4.301306492997343,True,False,False,1
fedratinib,Fedratinib,3.8203725090716016,9.88917882367968,3.8203725090716016,100.0,0.408926,0.520212,0.408926,0.520212,3.8203725090716016,0.5419309396434621,0.3791593695271475,0.0506558837155961,0.3785673004113631,0.408926,0.520212,9.88917882367968,unweighted_total_prob,0.3785673004113631,35.0,1526.0,484.0,984.0,-0.13966185899999994,0.0014721509999999771,4.26796166167968,True,False,False,1
dabrafenib,Dabrafenib,3.789363027084617,9.811439517885445,3.789363027084617,100.0,0.522556,0.523706,0.522556,0.523706,3.789363027084617,0.7324925791141894,0.583129013426739,0.0517749133569799,0.5366036196877674,0.522556,0.523706,9.811439517885445,unweighted_total_prob,0.5366036196877674,36.0,1614.0,1331.0,1599.0,-0.026031858999999935,0.004966150999999974,4.190222355885444,True,False,False,1
pexidartinib,Pexidartinib,3.733497927850111,9.667045325040814,3.733497927850111,100.0,0.474714,0.518821,0.474714,0.518821,3.733497927850111,0.6522598064700064,0.2979568009340341,0.0538378099103693,0.39085420494369,0.474714,0.518821,9.667045325040814,unweighted_total_prob,0.39085420494369,37.0,1601.0,191.0,1098.0,-0.07387385899999993,8.115099999994602e-05,4.045828163040813,True,False,False,1
leniolisib,Leniolisib,3.646568914409725,9.569650538265702,3.646568914409725,100.0,0.534234,0.519074,0.534234,0.519074,3.646568914409725,0.752077009508796,0.3127262113251642,0.0571734824865124,0.4373559848308866,0.534234,0.519074,9.569650538265702,unweighted_total_prob,0.4373559848308866,38.0,1618.0,231.0,1394.0,-0.014353858999999969,0.00033415100000000475,3.948433376265701,True,False,False,1
zanubrutinib,Zanubrutinib,3.669191764201968,9.49171160906553,3.669191764201968,100.0,0.313152,0.520745,0.313152,0.520745,3.669191764201968,0.3813144610843716,0.4102743724460037,0.0562901758769267,0.3278935685875355,0.313152,0.520745,9.49171160906553,unweighted_total_prob,0.3278935685875355,39.0,1076.0,634.0,426.0,-0.23543585899999997,0.002005150999999983,3.8704944470655285,True,False,False,1
anagrelide,Anagrelide,3.791803808463736,9.403425272554156,3.791803808463736,100.0,0.512188,0.523776,0.512188,0.523776,3.791803808463736,0.7151050663267873,0.5872154115586721,0.0516861700081488,0.5312654251558135,0.512188,0.523776,9.403425272554156,unweighted_total_prob,0.5312654251558135,41.0,1610.0,1349.0,1597.0,-0.03639985899999998,0.005036150999999989,3.782208110554155,True,False,False,1
